x y z Ts
1.1173000000e-04 1.1030623000e-01 0.0000000000e+00 5.7583794576e+02
7.9810000000e-05 1.1061133000e-01 0.0000000000e+00 5.7618556574e+02
5.5910000000e-05 1.1091715000e-01 0.0000000000e+00 5.7650096617e+02
4.0040000000e-05 1.1122346000e-01 0.0000000000e+00 5.7678650215e+02
3.2250000000e-05 1.1153007000e-01 0.0000000000e+00 5.7704190481e+02
3.2510000000e-05 1.1183680000e-01 0.0000000000e+00 5.7726923551e+02
4.0810000000e-05 1.1214352000e-01 0.0000000000e+00 5.7747015867e+02
5.7270000000e-05 1.1245015000e-01 0.0000000000e+00 5.7764046342e+02
8.1920000000e-05 1.1275665000e-01 0.0000000000e+00 5.7777840131e+02
1.1475000000e-04 1.1306315000e-01 0.0000000000e+00 5.7788672051e+02
1.5593000000e-04 1.1336989000e-01 0.0000000000e+00 5.7796276847e+02
2.0541000000e-04 1.1367738000e-01 0.0000000000e+00 5.7801583398e+02
2.6363000000e-04 1.1398639000e-01 0.0000000000e+00 5.7803446781e+02
3.3096000000e-04 1.1429811000e-01 0.0000000000e+00 5.7803007520e+02
4.0829000000e-04 1.1461430000e-01 0.0000000000e+00 5.7799427743e+02
4.9686000000e-04 1.1493715000e-01 0.0000000000e+00 5.7792838331e+02
5.9864000000e-04 1.1526933000e-01 0.0000000000e+00 5.7782578541e+02
7.1740000000e-04 1.1561465000e-01 0.0000000000e+00 5.7764212928e+02
8.5607000000e-04 1.1597724000e-01 0.0000000000e+00 5.7737179233e+02
1.0136400000e-03 1.1636427000e-01 0.0000000000e+00 5.7714711716e+02
1.1900700000e-03 1.1678288000e-01 0.0000000000e+00 5.7710817871e+02
1.3881900000e-03 1.1723652000e-01 0.0000000000e+00 5.7722050004e+02
1.6091300000e-03 1.1772371000e-01 0.0000000000e+00 5.7747493845e+02
1.8509300000e-03 1.1823642000e-01 0.0000000000e+00 5.7786947253e+02
2.1097900000e-03 1.1876354000e-01 0.0000000000e+00 5.7838134466e+02
2.3817000000e-03 1.1929549000e-01 0.0000000000e+00 5.7902019118e+02
2.6640900000e-03 1.1982648000e-01 0.0000000000e+00 5.7978288345e+02
2.9556000000e-03 1.2035357000e-01 0.0000000000e+00 5.8064779199e+02
3.2552000000e-03 1.2087504000e-01 0.0000000000e+00 5.8161754333e+02
3.5617300000e-03 1.2138913000e-01 0.0000000000e+00 5.8268451792e+02
3.8737000000e-03 1.2189370000e-01 0.0000000000e+00 5.8382226777e+02
4.1892400000e-03 1.2238646000e-01 0.0000000000e+00 5.8503188389e+02
4.5070000000e-03 1.2286510000e-01 0.0000000000e+00 5.8628169384e+02
4.8259000000e-03 1.2332798000e-01 0.0000000000e+00 5.8753502025e+02
5.1450700000e-03 1.2377418000e-01 0.0000000000e+00 5.8878687660e+02
5.4640200000e-03 1.2420353000e-01 0.0000000000e+00 5.9003119460e+02
5.7826900000e-03 1.2461583000e-01 0.0000000000e+00 5.9124277243e+02
6.1009000000e-03 1.2501162000e-01 0.0000000000e+00 5.9242480880e+02
6.4185600000e-03 1.2539135000e-01 0.0000000000e+00 5.9357626227e+02
6.7357500000e-03 1.2575544000e-01 0.0000000000e+00 5.9469330137e+02
7.0525400000e-03 1.2610421000e-01 0.0000000000e+00 5.9575969270e+02
7.3688700000e-03 1.2643827000e-01 0.0000000000e+00 5.9678474775e+02
7.6848200000e-03 1.2675816000e-01 0.0000000000e+00 5.9777235157e+02
8.0004800000e-03 1.2706409000e-01 0.0000000000e+00 5.9870867637e+02
8.3159000000e-03 1.2735662000e-01 0.0000000000e+00 5.9960110395e+02
8.6311300000e-03 1.2763624000e-01 0.0000000000e+00 6.0044830483e+02
8.9462300000e-03 1.2790333000e-01 0.0000000000e+00 6.0125254520e+02
9.2613500000e-03 1.2815821000e-01 0.0000000000e+00 6.0200904587e+02
9.5766100000e-03 1.2840123000e-01 0.0000000000e+00 6.0271880951e+02
9.8920100000e-03 1.2863293000e-01 0.0000000000e+00 6.0339224534e+02
1.0207830000e-02 1.2885354000e-01 0.0000000000e+00 6.0402127317e+02
1.0524180000e-02 1.2906347000e-01 0.0000000000e+00 6.0460791946e+02
1.0841300000e-02 1.2926306000e-01 0.0000000000e+00 6.0515587912e+02
1.1159400000e-02 1.2945269000e-01 0.0000000000e+00 6.0567098333e+02
