# markii vane — 平滑化輪郭 (周期スプライン, s=0.05*m)
# 入力: vane_markii_profile.csv (表の点 + 復元円弧)
# 検査: 表点からの max 0.00842 cm / 折れ角 max 79.32° / R_LE 1.279 R_TE 0.018 cm
i,x_cm,y_cm
2180,4.08111,8.51576
2181,4.08452,8.50729
2182,4.08794,8.49881
2183,4.09135,8.49033
2184,4.09476,8.48185
2185,4.09817,8.47337
2186,4.10158,8.46489
2187,4.10499,8.45641
2188,4.10840,8.44792
2189,4.11180,8.43944
2190,4.11521,8.43096
2191,4.11861,8.42248
2192,4.12201,8.41399
2193,4.12541,8.40551
2194,4.12881,8.39702
2195,4.13221,8.38854
2196,4.13561,8.38005
2197,4.13900,8.37156
2198,4.14240,8.36308
2199,4.14579,8.35459
2200,4.14918,8.34610
2201,4.15257,8.33761
2202,4.15596,8.32912
2203,4.15934,8.32063
2204,4.16273,8.31214
2205,4.16611,8.30365
2206,4.16950,8.29516
2207,4.17288,8.28667
2208,4.17626,8.27818
2209,4.17964,8.26968
2210,4.18302,8.26119
2211,4.18639,8.25270
2212,4.18977,8.24420
2213,4.19314,8.23571
2214,4.19652,8.22721
2215,4.19989,8.21872
2216,4.20326,8.21022
2217,4.20663,8.20172
2218,4.20999,8.19322
2219,4.21336,8.18473
2220,4.21672,8.17623
2221,4.22009,8.16773
2222,4.22345,8.15923
2223,4.22681,8.15073
2224,4.23017,8.14223
2225,4.23353,8.13373
2226,4.23689,8.12523
2227,4.24024,8.11672
2228,4.24360,8.10822
2229,4.24695,8.09972
2230,4.25030,8.09121
2231,4.25365,8.08271
2232,4.25700,8.07420
2233,4.26035,8.06570
2234,4.26370,8.05719
2235,4.26704,8.04869
2236,4.27039,8.04018
2237,4.27373,8.03167
2238,4.27707,8.02317
2239,4.28041,8.01466
2240,4.28375,8.00615
2241,4.28709,7.99764
2242,4.29042,7.98913
2243,4.29376,7.98062
2244,4.29709,7.97211
2245,4.30042,7.96360
2246,4.30376,7.95509
2247,4.30709,7.94657
2248,4.31041,7.93806
2249,4.31374,7.92955
2250,4.31707,7.92103
2251,4.32039,7.91252
2252,4.32372,7.90400
2253,4.32704,7.89549
2254,4.33036,7.88697
2255,4.33368,7.87846
2256,4.33700,7.86994
2257,4.34032,7.86142
2258,4.34363,7.85290
2259,4.34695,7.84439
2260,4.35026,7.83587
2261,4.35357,7.82735
2262,4.35688,7.81883
2263,4.36019,7.81031
2264,4.36350,7.80179
2265,4.36681,7.79327
2266,4.37011,7.78474
2267,4.37342,7.77622
2268,4.37672,7.76770
2269,4.38002,7.75918
2270,4.38332,7.75065
2271,4.38662,7.74213
2272,4.38992,7.73360
2273,4.39322,7.72508
2274,4.39651,7.71655
2275,4.39981,7.70803
2276,4.40310,7.69950
2277,4.40639,7.69097
2278,4.40968,7.68245
2279,4.41297,7.67392
2280,4.41626,7.66539
2281,4.41955,7.65686
2282,4.42283,7.64833
2283,4.42612,7.63980
2284,4.42940,7.63127
2285,4.43268,7.62274
2286,4.43596,7.61421
2287,4.43924,7.60568
2288,4.44252,7.59714
2289,4.44580,7.58861
2290,4.44907,7.58008
2291,4.45235,7.57154
2292,4.45562,7.56301
2293,4.45889,7.55447
2294,4.46216,7.54594
2295,4.46543,7.53740
2296,4.46870,7.52887
2297,4.47197,7.52033
2298,4.47524,7.51179
2299,4.47850,7.50326
2300,4.48176,7.49472
2301,4.48502,7.48618
2302,4.48829,7.47764
2303,4.49155,7.46910
2304,4.49480,7.46056
2305,4.49806,7.45202
2306,4.50132,7.44348
2307,4.50457,7.43494
2308,4.50782,7.42640
2309,4.51108,7.41785
2310,4.51433,7.40931
2311,4.51758,7.40077
2312,4.52083,7.39222
2313,4.52407,7.38368
2314,4.52732,7.37513
2315,4.53056,7.36659
2316,4.53381,7.35804
2317,4.53705,7.34950
2318,4.54029,7.34095
2319,4.54353,7.33240
2320,4.54677,7.32386
2321,4.55001,7.31531
2322,4.55324,7.30676
2323,4.55648,7.29821
2324,4.55971,7.28966
2325,4.56294,7.28111
2326,4.56618,7.27256
2327,4.56941,7.26401
2328,4.57263,7.25546
2329,4.57586,7.24691
2330,4.57909,7.23836
2331,4.58231,7.22980
2332,4.58554,7.22125
2333,4.58876,7.21270
2334,4.59198,7.20414
2335,4.59520,7.19559
2336,4.59842,7.18704
2337,4.60164,7.17848
2338,4.60486,7.16992
2339,4.60807,7.16137
2340,4.61129,7.15281
2341,4.61450,7.14425
2342,4.61771,7.13570
2343,4.62092,7.12714
2344,4.62413,7.11858
2345,4.62734,7.11002
2346,4.63055,7.10146
2347,4.63375,7.09290
2348,4.63696,7.08434
2349,4.64016,7.07578
2350,4.64337,7.06722
2351,4.64657,7.05866
2352,4.64977,7.05010
2353,4.65297,7.04153
2354,4.65616,7.03297
2355,4.65936,7.02441
2356,4.66255,7.01584
2357,4.66575,7.00728
2358,4.66894,6.99872
2359,4.67213,6.99015
2360,4.67532,6.98158
2361,4.67851,6.97302
2362,4.68170,6.96445
2363,4.68489,6.95589
2364,4.68807,6.94732
2365,4.69126,6.93875
2366,4.69444,6.93018
2367,4.69762,6.92161
2368,4.70081,6.91304
2369,4.70399,6.90447
2370,4.70716,6.89590
2371,4.71034,6.88733
2372,4.71352,6.87876
2373,4.71669,6.87019
2374,4.71987,6.86162
2375,4.72304,6.85305
2376,4.72621,6.84448
2377,4.72938,6.83590
2378,4.73255,6.82733
2379,4.73572,6.81876
2380,4.73889,6.81018
2381,4.74205,6.80161
2382,4.74522,6.79303
2383,4.74838,6.78446
2384,4.75154,6.77588
2385,4.75470,6.76730
2386,4.75786,6.75873
2387,4.76102,6.75015
2388,4.76418,6.74157
2389,4.76733,6.73299
2390,4.77049,6.72441
2391,4.77364,6.71584
2392,4.77680,6.70726
2393,4.77995,6.69868
2394,4.78310,6.69010
2395,4.78625,6.68151
2396,4.78940,6.67293
2397,4.79254,6.66435
2398,4.79569,6.65577
2399,4.79883,6.64719
2400,4.80198,6.63860
2401,4.80512,6.63002
2402,4.80826,6.62144
2403,4.81140,6.61285
2404,4.81454,6.60427
2405,4.81768,6.59568
2406,4.82082,6.58710
2407,4.82395,6.57851
2408,4.82709,6.56993
2409,4.83022,6.56134
2410,4.83335,6.55275
2411,4.83648,6.54417
2412,4.83961,6.53558
2413,4.84274,6.52699
2414,4.84587,6.51840
2415,4.84900,6.50981
2416,4.85212,6.50122
2417,4.85524,6.49263
2418,4.85837,6.48404
2419,4.86149,6.47545
2420,4.86461,6.46686
2421,4.86773,6.45827
2422,4.87085,6.44968
2423,4.87397,6.44108
2424,4.87708,6.43249
2425,4.88020,6.42390
2426,4.88331,6.41530
2427,4.88642,6.40671
2428,4.88953,6.39811
2429,4.89265,6.38952
2430,4.89575,6.38092
2431,4.89886,6.37233
2432,4.90197,6.36373
2433,4.90508,6.35514
2434,4.90818,6.34654
2435,4.91128,6.33794
2436,4.91439,6.32934
2437,4.91749,6.32075
2438,4.92059,6.31215
2439,4.92369,6.30355
2440,4.92679,6.29495
2441,4.92988,6.28635
2442,4.93298,6.27775
2443,4.93607,6.26915
2444,4.93917,6.26055
2445,4.94226,6.25195
2446,4.94535,6.24334
2447,4.94844,6.23474
2448,4.95153,6.22614
2449,4.95462,6.21754
2450,4.95771,6.20893
2451,4.96079,6.20033
2452,4.96388,6.19172
2453,4.96696,6.18312
2454,4.97004,6.17451
2455,4.97312,6.16591
2456,4.97620,6.15730
2457,4.97928,6.14870
2458,4.98236,6.14009
2459,4.98544,6.13148
2460,4.98851,6.12288
2461,4.99159,6.11427
2462,4.99466,6.10566
2463,4.99774,6.09705
2464,5.00081,6.08844
2465,5.00388,6.07983
2466,5.00695,6.07122
2467,5.01001,6.06261
2468,5.01308,6.05400
2469,5.01615,6.04539
2470,5.01921,6.03678
2471,5.02228,6.02817
2472,5.02534,6.01956
2473,5.02840,6.01094
2474,5.03146,6.00233
2475,5.03452,5.99372
2476,5.03758,5.98510
2477,5.04064,5.97649
2478,5.04369,5.96788
2479,5.04675,5.95926
2480,5.04980,5.95065
2481,5.05285,5.94203
2482,5.05591,5.93341
2483,5.05896,5.92480
2484,5.06201,5.91618
2485,5.06505,5.90756
2486,5.06810,5.89895
2487,5.07115,5.89033
2488,5.07419,5.88171
2489,5.07724,5.87309
2490,5.08028,5.86447
2491,5.08332,5.85585
2492,5.08636,5.84723
2493,5.08940,5.83861
2494,5.09244,5.82999
2495,5.09548,5.82137
2496,5.09852,5.81275
2497,5.10155,5.80413
2498,5.10459,5.79551
2499,5.10762,5.78689
2500,5.11065,5.77826
2501,5.11368,5.76964
2502,5.11671,5.76102
2503,5.11974,5.75239
2504,5.12277,5.74377
2505,5.12580,5.73514
2506,5.12882,5.72652
2507,5.13185,5.71789
2508,5.13487,5.70927
2509,5.13790,5.70064
2510,5.14092,5.69201
2511,5.14394,5.68339
2512,5.14696,5.67476
2513,5.14997,5.66613
2514,5.15299,5.65750
2515,5.15601,5.64887
2516,5.15902,5.64025
2517,5.16204,5.63162
2518,5.16505,5.62299
2519,5.16806,5.61436
2520,5.17107,5.60573
2521,5.17408,5.59709
2522,5.17709,5.58846
2523,5.18010,5.57983
2524,5.18310,5.57120
2525,5.18611,5.56257
2526,5.18911,5.55393
2527,5.19211,5.54530
2528,5.19512,5.53667
2529,5.19812,5.52803
2530,5.20112,5.51940
2531,5.20412,5.51077
2532,5.20711,5.50213
2533,5.21011,5.49350
2534,5.21310,5.48486
2535,5.21610,5.47622
2536,5.21909,5.46759
2537,5.22208,5.45895
2538,5.22507,5.45031
2539,5.22806,5.44167
2540,5.23105,5.43304
2541,5.23404,5.42440
2542,5.23703,5.41576
2543,5.24001,5.40712
2544,5.24300,5.39848
2545,5.24598,5.38984
2546,5.24896,5.38120
2547,5.25194,5.37256
2548,5.25492,5.36392
2549,5.25790,5.35528
2550,5.26088,5.34663
2551,5.26385,5.33799
2552,5.26683,5.32935
2553,5.26980,5.32071
2554,5.27278,5.31206
2555,5.27575,5.30342
2556,5.27872,5.29478
2557,5.28169,5.28613
2558,5.28466,5.27749
2559,5.28763,5.26884
2560,5.29059,5.26020
2561,5.29356,5.25155
2562,5.29652,5.24290
2563,5.29949,5.23426
2564,5.30245,5.22561
2565,5.30541,5.21696
2566,5.30837,5.20831
2567,5.31133,5.19966
2568,5.31428,5.19102
2569,5.31724,5.18237
2570,5.32020,5.17372
2571,5.32315,5.16507
2572,5.32610,5.15642
2573,5.32906,5.14777
2574,5.33201,5.13912
2575,5.33496,5.13046
2576,5.33790,5.12181
2577,5.34085,5.11316
2578,5.34380,5.10451
2579,5.34674,5.09585
2580,5.34969,5.08720
2581,5.35263,5.07855
2582,5.35557,5.06989
2583,5.35851,5.06124
2584,5.36145,5.05258
2585,5.36439,5.04393
2586,5.36733,5.03527
2587,5.37027,5.02662
2588,5.37320,5.01796
2589,5.37613,5.00930
2590,5.37907,5.00065
2591,5.38200,4.99199
2592,5.38493,4.98333
2593,5.38786,4.97467
2594,5.39079,4.96601
2595,5.39372,4.95736
2596,5.39664,4.94870
2597,5.39957,4.94004
2598,5.40249,4.93138
2599,5.40541,4.92272
2600,5.40834,4.91405
2601,5.41126,4.90539
2602,5.41418,4.89673
2603,5.41709,4.88807
2604,5.42001,4.87941
2605,5.42293,4.87074
2606,5.42584,4.86208
2607,5.42876,4.85342
2608,5.43167,4.84475
2609,5.43458,4.83609
2610,5.43749,4.82742
2611,5.44040,4.81876
2612,5.44331,4.81009
2613,5.44621,4.80143
2614,5.44912,4.79276
2615,5.45202,4.78409
2616,5.45493,4.77543
2617,5.45783,4.76676
2618,5.46073,4.75809
2619,5.46363,4.74942
2620,5.46653,4.74076
2621,5.46943,4.73209
2622,5.47233,4.72342
2623,5.47522,4.71475
2624,5.47812,4.70608
2625,5.48101,4.69741
2626,5.48390,4.68874
2627,5.48679,4.68006
2628,5.48968,4.67139
2629,5.49257,4.66272
2630,5.49546,4.65405
2631,5.49834,4.64538
2632,5.50123,4.63670
2633,5.50411,4.62803
2634,5.50700,4.61936
2635,5.50988,4.61068
2636,5.51276,4.60201
2637,5.51564,4.59333
2638,5.51852,4.58466
2639,5.52139,4.57598
2640,5.52427,4.56730
2641,5.52715,4.55863
2642,5.53002,4.54995
2643,5.53289,4.54127
2644,5.53576,4.53260
2645,5.53863,4.52392
2646,5.54150,4.51524
2647,5.54437,4.50656
2648,5.54724,4.49788
2649,5.55010,4.48920
2650,5.55297,4.48052
2651,5.55583,4.47184
2652,5.55869,4.46316
2653,5.56156,4.45448
2654,5.56442,4.44580
2655,5.56727,4.43712
2656,5.57013,4.42843
2657,5.57299,4.41975
2658,5.57584,4.41107
2659,5.57870,4.40238
2660,5.58155,4.39370
2661,5.58440,4.38502
2662,5.58725,4.37633
2663,5.59010,4.36765
2664,5.59295,4.35896
2665,5.59580,4.35028
2666,5.59864,4.34159
2667,5.60149,4.33290
2668,5.60433,4.32422
2669,5.60718,4.31553
2670,5.61002,4.30684
2671,5.61286,4.29815
2672,5.61570,4.28947
2673,5.61854,4.28078
2674,5.62137,4.27209
2675,5.62421,4.26340
2676,5.62704,4.25471
2677,5.62988,4.24602
2678,5.63271,4.23733
2679,5.63554,4.22864
2680,5.63837,4.21995
2681,5.64120,4.21125
2682,5.64402,4.20256
2683,5.64685,4.19387
2684,5.64968,4.18518
2685,5.65250,4.17648
2686,5.65532,4.16779
2687,5.65814,4.15909
2688,5.66096,4.15040
2689,5.66378,4.14171
2690,5.66660,4.13301
2691,5.66942,4.12431
2692,5.67224,4.11562
2693,5.67505,4.10692
2694,5.67786,4.09823
2695,5.68068,4.08953
2696,5.68349,4.08083
2697,5.68630,4.07213
2698,5.68911,4.06344
2699,5.69191,4.05474
2700,5.69472,4.04604
2701,5.69752,4.03734
2702,5.70033,4.02864
2703,5.70313,4.01994
2704,5.70593,4.01124
2705,5.70873,4.00254
2706,5.71153,3.99384
2707,5.71433,3.98513
2708,5.71713,3.97643
2709,5.71992,3.96773
2710,5.72272,3.95903
2711,5.72551,3.95032
2712,5.72830,3.94162
2713,5.73109,3.93292
2714,5.73388,3.92421
2715,5.73667,3.91551
2716,5.73946,3.90680
2717,5.74225,3.89810
2718,5.74503,3.88939
2719,5.74782,3.88069
2720,5.75060,3.87198
2721,5.75338,3.86327
2722,5.75616,3.85456
2723,5.75894,3.84586
2724,5.76172,3.83715
2725,5.76450,3.82844
2726,5.76727,3.81973
2727,5.77005,3.81102
2728,5.77282,3.80231
2729,5.77559,3.79360
2730,5.77836,3.78489
2731,5.78113,3.77618
2732,5.78390,3.76747
2733,5.78667,3.75876
2734,5.78943,3.75005
2735,5.79220,3.74133
2736,5.79496,3.73262
2737,5.79772,3.72391
2738,5.80049,3.71520
2739,5.80325,3.70648
2740,5.80601,3.69777
2741,5.80876,3.68905
2742,5.81152,3.68034
2743,5.81427,3.67162
2744,5.81703,3.66291
2745,5.81978,3.65419
2746,5.82253,3.64547
2747,5.82528,3.63676
2748,5.82803,3.62804
2749,5.83078,3.61932
2750,5.83353,3.61061
2751,5.83627,3.60189
2752,5.83902,3.59317
2753,5.84176,3.58445
2754,5.84450,3.57573
2755,5.84725,3.56701
2756,5.84999,3.55829
2757,5.85272,3.54957
2758,5.85546,3.54085
2759,5.85820,3.53213
2760,5.86093,3.52341
2761,5.86367,3.51468
2762,5.86640,3.50596
2763,5.86913,3.49724
2764,5.87186,3.48851
2765,5.87459,3.47979
2766,5.87732,3.47107
2767,5.88004,3.46234
2768,5.88277,3.45362
2769,5.88549,3.44489
2770,5.88822,3.43617
2771,5.89094,3.42744
2772,5.89366,3.41872
2773,5.89638,3.40999
2774,5.89910,3.40126
2775,5.90181,3.39253
2776,5.90453,3.38381
2777,5.90724,3.37508
2778,5.90996,3.36635
2779,5.91267,3.35762
2780,5.91538,3.34889
2781,5.91809,3.34016
2782,5.92080,3.33143
2783,5.92350,3.32270
2784,5.92621,3.31397
2785,5.92891,3.30524
2786,5.93162,3.29651
2787,5.93432,3.28778
2788,5.93702,3.27904
2789,5.93972,3.27031
2790,5.94242,3.26158
2791,5.94512,3.25285
2792,5.94781,3.24411
2793,5.95051,3.23538
2794,5.95320,3.22664
2795,5.95589,3.21791
2796,5.95859,3.20917
2797,5.96128,3.20044
2798,5.96396,3.19170
2799,5.96665,3.18297
2800,5.96934,3.17423
2801,5.97202,3.16549
2802,5.97471,3.15675
2803,5.97739,3.14802
2804,5.98007,3.13928
2805,5.98275,3.13054
2806,5.98543,3.12180
2807,5.98811,3.11306
2808,5.99079,3.10432
2809,5.99346,3.09558
2810,5.99614,3.08684
2811,5.99881,3.07810
2812,6.00148,3.06936
2813,6.00415,3.06062
2814,6.00682,3.05187
2815,6.00949,3.04313
2816,6.01215,3.03439
2817,6.01482,3.02565
2818,6.01748,3.01690
2819,6.02015,3.00816
2820,6.02281,2.99941
2821,6.02547,2.99067
2822,6.02813,2.98192
2823,6.03079,2.97318
2824,6.03344,2.96443
2825,6.03610,2.95569
2826,6.03875,2.94694
2827,6.04141,2.93819
2828,6.04406,2.92945
2829,6.04671,2.92070
2830,6.04936,2.91195
2831,6.05201,2.90320
2832,6.05466,2.89445
2833,6.05730,2.88570
2834,6.05995,2.87695
2835,6.06259,2.86820
2836,6.06523,2.85945
2837,6.06787,2.85070
2838,6.07051,2.84195
2839,6.07315,2.83320
2840,6.07579,2.82445
2841,6.07842,2.81570
2842,6.08106,2.80694
2843,6.08369,2.79819
2844,6.08632,2.78944
2845,6.08895,2.78068
2846,6.09158,2.77193
2847,6.09421,2.76318
2848,6.09684,2.75442
2849,6.09946,2.74567
2850,6.10209,2.73691
2851,6.10471,2.72815
2852,6.10733,2.71940
2853,6.10996,2.71064
2854,6.11258,2.70188
2855,6.11519,2.69313
2856,6.11781,2.68437
2857,6.12043,2.67561
2858,6.12304,2.66685
2859,6.12565,2.65809
2860,6.12827,2.64933
2861,6.13088,2.64058
2862,6.13349,2.63182
2863,6.13610,2.62305
2864,6.13870,2.61429
2865,6.14131,2.60553
2866,6.14391,2.59677
2867,6.14652,2.58801
2868,6.14912,2.57925
2869,6.15172,2.57048
2870,6.15432,2.56172
2871,6.15692,2.55296
2872,6.15951,2.54419
2873,6.16211,2.53543
2874,6.16471,2.52667
2875,6.16730,2.51790
2876,6.16989,2.50914
2877,6.17248,2.50037
2878,6.17507,2.49160
2879,6.17766,2.48284
2880,6.18025,2.47407
2881,6.18283,2.46530
2882,6.18542,2.45654
2883,6.18800,2.44777
2884,6.19058,2.43900
2885,6.19316,2.43023
2886,6.19574,2.42146
2887,6.19832,2.41269
2888,6.20090,2.40392
2889,6.20347,2.39515
2890,6.20605,2.38638
2891,6.20862,2.37761
2892,6.21119,2.36884
2893,6.21376,2.36007
2894,6.21633,2.35130
2895,6.21890,2.34253
2896,6.22147,2.33375
2897,6.22403,2.32498
2898,6.22660,2.31621
2899,6.22916,2.30743
2900,6.23172,2.29866
2901,6.23428,2.28988
2902,6.23684,2.28111
2903,6.23940,2.27233
2904,6.24195,2.26356
2905,6.24451,2.25478
2906,6.24706,2.24601
2907,6.24962,2.23723
2908,6.25217,2.22845
2909,6.25472,2.21967
2910,6.25727,2.21090
2911,6.25981,2.20212
2912,6.26236,2.19334
2913,6.26491,2.18456
2914,6.26745,2.17578
2915,6.26999,2.16700
2916,6.27253,2.15822
2917,6.27507,2.14944
2918,6.27761,2.14066
2919,6.28015,2.13188
2920,6.28269,2.12310
2921,6.28522,2.11432
2922,6.28775,2.10553
2923,6.29029,2.09675
2924,6.29282,2.08797
2925,6.29535,2.07918
2926,6.29788,2.07040
2927,6.30040,2.06162
2928,6.30293,2.05283
2929,6.30545,2.04405
2930,6.30798,2.03526
2931,6.31050,2.02648
2932,6.31302,2.01769
2933,6.31554,2.00890
2934,6.31806,2.00012
2935,6.32057,1.99133
2936,6.32309,1.98254
2937,6.32560,1.97375
2938,6.32812,1.96497
2939,6.33063,1.95618
2940,6.33314,1.94739
2941,6.33565,1.93860
2942,6.33815,1.92981
2943,6.34066,1.92102
2944,6.34317,1.91223
2945,6.34567,1.90344
2946,6.34817,1.89465
2947,6.35067,1.88585
2948,6.35317,1.87706
2949,6.35567,1.86827
2950,6.35817,1.85948
2951,6.36067,1.85068
2952,6.36316,1.84189
2953,6.36566,1.83310
2954,6.36815,1.82430
2955,6.37064,1.81551
2956,6.37313,1.80671
2957,6.37562,1.79792
2958,6.37810,1.78912
2959,6.38059,1.78033
2960,6.38307,1.77153
2961,6.38556,1.76273
2962,6.38804,1.75394
2963,6.39052,1.74514
2964,6.39300,1.73634
2965,6.39548,1.72754
2966,6.39795,1.71875
2967,6.40043,1.70995
2968,6.40290,1.70115
2969,6.40538,1.69235
2970,6.40785,1.68355
2971,6.41032,1.67475
2972,6.41279,1.66595
2973,6.41525,1.65715
2974,6.41772,1.64834
2975,6.42018,1.63954
2976,6.42265,1.63074
2977,6.42511,1.62194
2978,6.42757,1.61313
2979,6.43003,1.60433
2980,6.43249,1.59553
2981,6.43495,1.58672
2982,6.43740,1.57792
2983,6.43986,1.56911
2984,6.44231,1.56031
2985,6.44476,1.55150
2986,6.44721,1.54270
2987,6.44966,1.53389
2988,6.45211,1.52508
2989,6.45456,1.51628
2990,6.45700,1.50747
2991,6.45944,1.49866
2992,6.46189,1.48985
2993,6.46433,1.48105
2994,6.46677,1.47224
2995,6.46921,1.46343
2996,6.47164,1.45462
2997,6.47408,1.44581
2998,6.47652,1.43700
2999,6.47895,1.42819
3000,6.48138,1.41938
3001,6.48381,1.41057
3002,6.48624,1.40175
3003,6.48867,1.39294
3004,6.49110,1.38413
3005,6.49352,1.37532
3006,6.49594,1.36650
3007,6.49837,1.35769
3008,6.50079,1.34888
3009,6.50321,1.34006
3010,6.50563,1.33125
3011,6.50805,1.32243
3012,6.51046,1.31362
3013,6.51288,1.30480
3014,6.51529,1.29599
3015,6.51770,1.28717
3016,6.52011,1.27835
3017,6.52252,1.26953
3018,6.52493,1.26072
3019,6.52734,1.25190
3020,6.52974,1.24308
3021,6.53215,1.23426
3022,6.53455,1.22544
3023,6.53695,1.21662
3024,6.53935,1.20780
3025,6.54175,1.19898
3026,6.54415,1.19016
3027,6.54654,1.18134
3028,6.54894,1.17252
3029,6.55133,1.16370
3030,6.55373,1.15488
3031,6.55612,1.14606
3032,6.55851,1.13723
3033,6.56089,1.12841
3034,6.56328,1.11959
3035,6.56567,1.11076
3036,6.56805,1.10194
3037,6.57043,1.09312
3038,6.57281,1.08429
3039,6.57519,1.07547
3040,6.57757,1.06664
3041,6.57995,1.05781
3042,6.58233,1.04899
3043,6.58470,1.04016
3044,6.58708,1.03133
3045,6.58945,1.02251
3046,6.59182,1.01368
3047,6.59419,1.00485
3048,6.59656,0.99602
3049,6.59892,0.98719
3050,6.60129,0.97837
3051,6.60365,0.96954
3052,6.60601,0.96071
3053,6.60838,0.95188
3054,6.61074,0.94305
3055,6.61309,0.93421
3056,6.61545,0.92538
3057,6.61781,0.91655
3058,6.62016,0.90772
3059,6.62252,0.89889
3060,6.62487,0.89005
3061,6.62722,0.88122
3062,6.62957,0.87239
3063,6.63192,0.86355
3064,6.63426,0.85472
3065,6.63661,0.84589
3066,6.63895,0.83705
3067,6.64129,0.82822
3068,6.64363,0.81938
3069,6.64597,0.81054
3070,6.64831,0.80171
3071,6.65065,0.79287
3072,6.65299,0.78403
3073,6.65532,0.77520
3074,6.65765,0.76636
3075,6.65998,0.75752
3076,6.66231,0.74868
3077,6.66464,0.73984
3078,6.66697,0.73100
3079,6.66930,0.72216
3080,6.67162,0.71332
3081,6.67395,0.70448
3082,6.67627,0.69564
3083,6.67859,0.68680
3084,6.68091,0.67796
3085,6.68323,0.66912
3086,6.68554,0.66028
3087,6.68786,0.65144
3088,6.69017,0.64259
3089,6.69248,0.63375
3090,6.69479,0.62491
3091,6.69710,0.61606
3092,6.69941,0.60722
3093,6.70172,0.59837
3094,6.70403,0.58953
3095,6.70633,0.58068
3096,6.70863,0.57184
3097,6.71093,0.56299
3098,6.71324,0.55415
3099,6.71553,0.54530
3100,6.71783,0.53645
3101,6.72013,0.52761
3102,6.72242,0.51876
3103,6.72472,0.50991
3104,6.72701,0.50106
3105,6.72930,0.49221
3106,6.73159,0.48336
3107,6.73388,0.47451
3108,6.73616,0.46566
3109,6.73845,0.45681
3110,6.74073,0.44796
3111,6.74301,0.43911
3112,6.74529,0.43026
3113,6.74757,0.42141
3114,6.74985,0.41256
3115,6.75213,0.40370
3116,6.75440,0.39485
3117,6.75668,0.38600
3118,6.75895,0.37715
3119,6.76122,0.36829
3120,6.76349,0.35944
3121,6.76576,0.35058
3122,6.76803,0.34173
3123,6.77029,0.33287
3124,6.77256,0.32402
3125,6.77482,0.31516
3126,6.77708,0.30631
3127,6.77934,0.29745
3128,6.78160,0.28859
3129,6.78386,0.27973
3130,6.78612,0.27088
3131,6.78837,0.26202
3132,6.79063,0.25316
3133,6.79288,0.24430
3134,6.79513,0.23544
3135,6.79738,0.22658
3136,6.79963,0.21772
3137,6.80187,0.20886
3138,6.80412,0.20000
3139,6.80636,0.19114
3140,6.80860,0.18228
3141,6.81084,0.17342
3142,6.81308,0.16456
3143,6.81532,0.15570
3144,6.81756,0.14683
3145,6.81979,0.13797
3146,6.82203,0.12911
3147,6.82426,0.12024
3148,6.82649,0.11138
3149,6.82872,0.10252
3150,6.83095,0.09365
3151,6.83318,0.08479
3152,6.83540,0.07592
3153,6.83763,0.06705
3154,6.83985,0.05819
3155,6.84207,0.04932
3156,6.84429,0.04046
3157,6.84651,0.03159
3158,6.84873,0.02272
3159,6.85094,0.01385
3160,6.85316,0.00498
3161,6.85047,-0.00074
3162,6.84148,-0.00244
3163,6.83250,-0.00414
3164,6.82352,-0.00583
3165,6.81454,-0.00753
3166,6.80556,-0.00923
3167,6.79658,-0.01092
3168,6.78759,-0.01262
3169,6.77861,-0.01431
3170,6.76963,-0.01601
3171,6.76065,-0.01771
3172,6.75167,-0.01940
3173,6.74269,-0.02110
3174,6.73370,-0.02280
3175,6.72472,-0.02449
3176,6.71574,-0.02619
3177,6.70676,-0.02789
3178,6.69778,-0.02958
3179,6.68880,-0.03128
3180,6.67981,-0.03298
3181,6.67083,-0.03467
3182,6.66185,-0.03637
3183,6.65287,-0.03806
3184,6.64389,-0.03976
3185,6.63491,-0.04146
3186,6.62592,-0.04315
3187,6.61694,-0.04485
3188,6.60796,-0.04655
3189,6.59898,-0.04824
3190,6.59000,-0.04994
3191,6.58102,-0.05164
3192,6.57203,-0.05333
3193,6.56305,-0.05503
3194,6.55407,-0.05673
3195,6.54509,-0.05842
3196,6.53611,-0.06012
3197,6.52713,-0.06181
3198,6.51814,-0.06351
3199,6.50916,-0.06521
3200,6.50028,-0.06689
