# markii vane — 平滑化輪郭 (周期スプライン, s=0.05*m)
# 入力: vane_markii_profile.csv (表の点 + 復元円弧)
# 検査: 表点からの max 0.00842 cm / 折れ角 max 79.32° / R_LE 1.279 R_TE 0.018 cm
i,x_cm,y_cm
1114,1.73766,8.88065
1115,1.73165,8.88754
1116,1.72564,8.89442
1117,1.71961,8.90130
1118,1.71358,8.90816
1119,1.70753,8.91502
1120,1.70148,8.92187
1121,1.69542,8.92871
1122,1.68935,8.93554
1123,1.68327,8.94237
1124,1.67717,8.94918
1125,1.67107,8.95599
1126,1.66496,8.96279
1127,1.65884,8.96957
1128,1.65271,8.97635
1129,1.64657,8.98312
1130,1.64042,8.98988
1131,1.63425,8.99663
1132,1.62808,9.00337
1133,1.62189,9.01010
1134,1.61570,9.01682
1135,1.60949,9.02353
1136,1.60327,9.03023
1137,1.59705,9.03692
1138,1.59081,9.04360
1139,1.58455,9.05027
1140,1.57829,9.05693
1141,1.57202,9.06357
1142,1.56573,9.07021
1143,1.55943,9.07683
1144,1.55312,9.08345
1145,1.54680,9.09005
1146,1.54046,9.09664
1147,1.53411,9.10321
1148,1.52775,9.10978
1149,1.52138,9.11633
1150,1.51500,9.12287
1151,1.50860,9.12940
1152,1.50219,9.13591
1153,1.49576,9.14242
1154,1.48933,9.14891
1155,1.48288,9.15538
1156,1.47641,9.16185
1157,1.46994,9.16830
1158,1.46345,9.17473
1159,1.45694,9.18115
1160,1.45042,9.18756
1161,1.44389,9.19396
1162,1.43735,9.20034
1163,1.43079,9.20670
1164,1.42422,9.21306
1165,1.41763,9.21939
1166,1.41103,9.22571
1167,1.40441,9.23202
1168,1.39778,9.23831
1169,1.39114,9.24459
1170,1.38448,9.25085
1171,1.37780,9.25710
1172,1.37111,9.26333
1173,1.36441,9.26954
1174,1.35769,9.27574
1175,1.35096,9.28192
1176,1.34421,9.28808
1177,1.33744,9.29423
1178,1.33067,9.30036
1179,1.32387,9.30647
1180,1.31706,9.31257
1181,1.31023,9.31865
1182,1.30339,9.32471
1183,1.29654,9.33075
1184,1.28966,9.33678
1185,1.28277,9.34279
1186,1.27587,9.34878
1187,1.26895,9.35475
1188,1.26201,9.36070
1189,1.25506,9.36663
1190,1.24809,9.37255
1191,1.24110,9.37844
1192,1.23410,9.38432
1193,1.22708,9.39017
1194,1.22005,9.39601
1195,1.21300,9.40183
1196,1.20593,9.40762
1197,1.19885,9.41340
1198,1.19174,9.41915
1199,1.18463,9.42489
1200,1.17749,9.43060
1201,1.17034,9.43629
1202,1.16317,9.44197
1203,1.15599,9.44762
1204,1.14878,9.45324
1205,1.14156,9.45885
1206,1.13433,9.46443
1207,1.12707,9.46999
1208,1.11980,9.47553
1209,1.11251,9.48105
1210,1.10521,9.48654
1211,1.09789,9.49201
1212,1.09055,9.49746
1213,1.08319,9.50289
1214,1.07582,9.50829
1215,1.06842,9.51366
1216,1.06101,9.51901
1217,1.05359,9.52434
1218,1.04614,9.52965
1219,1.03868,9.53493
1220,1.03120,9.54018
1221,1.02370,9.54541
1222,1.01619,9.55061
1223,1.00866,9.55579
1224,1.00111,9.56095
1225,0.99355,9.56608
1226,0.98597,9.57119
1227,0.97837,9.57628
1228,0.97076,9.58134
1229,0.96314,9.58638
1230,0.95551,9.59141
1231,0.94786,9.59641
1232,0.94020,9.60140
1233,0.93252,9.60637
1234,0.92484,9.61132
1235,0.91715,9.61625
1236,0.90944,9.62117
1237,0.90173,9.62607
1238,0.89400,9.63096
1239,0.88627,9.63583
1240,0.87853,9.64069
1241,0.87078,9.64554
1242,0.86302,9.65038
1243,0.85526,9.65520
1244,0.84749,9.66002
1245,0.83971,9.66482
1246,0.83193,9.66962
1247,0.82414,9.67440
1248,0.81635,9.67918
1249,0.80856,9.68395
1250,0.80076,9.68872
1251,0.79295,9.69348
1252,0.78515,9.69824
1253,0.77734,9.70299
1254,0.76953,9.70773
1255,0.76172,9.71248
1256,0.75390,9.71722
1257,0.74609,9.72196
1258,0.73828,9.72671
1259,0.73046,9.73145
1260,0.72265,9.73619
1261,0.71483,9.74093
1262,0.70702,9.74568
1263,0.69921,9.75043
1264,0.69140,9.75518
1265,0.68360,9.75994
1266,0.67580,9.76470
1267,0.66800,9.76947
1268,0.66020,9.77424
1269,0.65241,9.77902
1270,0.64463,9.78381
1271,0.63685,9.78861
1272,0.62907,9.79342
1273,0.62130,9.79823
1274,0.61354,9.80306
1275,0.60580,9.80791
1276,0.59806,9.81278
1277,0.59035,9.81768
1278,0.58266,9.82262
1279,0.57499,9.82761
1280,0.56736,9.83264
1281,0.55977,9.83772
1282,0.55221,9.84286
1283,0.54468,9.84805
1284,0.53719,9.85329
1285,0.52974,9.85858
1286,0.52233,9.86393
1287,0.51495,9.86933
1288,0.50761,9.87478
1289,0.50031,9.88028
1290,0.49306,9.88583
1291,0.48584,9.89144
1292,0.47866,9.89710
1293,0.47153,9.90282
1294,0.46444,9.90859
1295,0.45739,9.91440
1296,0.45038,9.92028
1297,0.44342,9.92620
1298,0.43651,9.93218
1299,0.42964,9.93821
1300,0.42281,9.94429
1301,0.41603,9.95042
1302,0.40930,9.95660
1303,0.40261,9.96282
1304,0.39596,9.96910
1305,0.38937,9.97543
1306,0.38282,9.98181
1307,0.37631,9.98823
1308,0.36986,9.99470
1309,0.36345,10.00122
1310,0.35709,10.00778
1311,0.35077,10.01439
1312,0.34451,10.02105
1313,0.33829,10.02775
1314,0.33213,10.03449
1315,0.32601,10.04128
1316,0.31994,10.04812
1317,0.31392,10.05500
1318,0.30795,10.06192
1319,0.30203,10.06888
1320,0.29616,10.07589
1321,0.29034,10.08294
1322,0.28457,10.09003
1323,0.27885,10.09716
1324,0.27319,10.10433
1325,0.26757,10.11154
1326,0.26201,10.11880
1327,0.25650,10.12609
1328,0.25104,10.13342
1329,0.24563,10.14079
1330,0.24028,10.14820
1331,0.23498,10.15565
1332,0.22973,10.16313
1333,0.22454,10.17065
1334,0.21939,10.17821
1335,0.21431,10.18580
1336,0.20927,10.19343
1337,0.20429,10.20110
1338,0.19937,10.20880
1339,0.19450,10.21653
1340,0.18968,10.22430
1341,0.18492,10.23210
1342,0.18022,10.23994
1343,0.17557,10.24781
1344,0.17097,10.25571
1345,0.16644,10.26365
1346,0.16195,10.27161
1347,0.15753,10.27961
1348,0.15316,10.28764
1349,0.14885,10.29570
1350,0.14459,10.30379
1351,0.14040,10.31191
1352,0.13625,10.32006
1353,0.13217,10.32823
1354,0.12815,10.33644
1355,0.12418,10.34468
1356,0.12027,10.35294
1357,0.11642,10.36123
1358,0.11263,10.36954
1359,0.10890,10.37789
1360,0.10522,10.38626
1361,0.10161,10.39465
1362,0.09806,10.40308
1363,0.09456,10.41152
1364,0.09113,10.41999
1365,0.08775,10.42849
1366,0.08444,10.43701
1367,0.08119,10.44555
1368,0.07800,10.45411
1369,0.07487,10.46270
1370,0.07180,10.47131
1371,0.06879,10.47994
1372,0.06584,10.48859
1373,0.06296,10.49727
1374,0.06014,10.50596
1375,0.05738,10.51468
1376,0.05468,10.52341
1377,0.05205,10.53216
1378,0.04948,10.54093
1379,0.04697,10.54972
1380,0.04453,10.55853
1381,0.04215,10.56736
1382,0.03983,10.57620
1383,0.03758,10.58506
1384,0.03540,10.59393
1385,0.03327,10.60282
1386,0.03122,10.61173
1387,0.02922,10.62065
1388,0.02729,10.62959
1389,0.02543,10.63853
1390,0.02363,10.64750
1391,0.02189,10.65647
1392,0.02022,10.66546
1393,0.01862,10.67445
1394,0.01707,10.68346
1395,0.01560,10.69248
1396,0.01418,10.70151
1397,0.01283,10.71055
1398,0.01155,10.71960
1399,0.01033,10.72866
1400,0.00918,10.73773
1401,0.00809,10.74681
1402,0.00706,10.75589
1403,0.00610,10.76498
1404,0.00520,10.77407
1405,0.00437,10.78318
1406,0.00360,10.79229
1407,0.00290,10.80140
1408,0.00226,10.81052
1409,0.00169,10.81964
1410,0.00118,10.82877
1411,0.00074,10.83790
1412,0.00036,10.84703
1413,0.00005,10.85616
1414,-0.00020,10.86530
1415,-0.00039,10.87444
1416,-0.00051,10.88358
1417,-0.00056,10.89272
1418,-0.00055,10.90186
1419,-0.00047,10.91100
1420,-0.00033,10.92014
1421,-0.00013,10.92928
1422,0.00014,10.93841
1423,0.00048,10.94755
1424,0.00088,10.95668
1425,0.00134,10.96581
1426,0.00187,10.97493
1427,0.00247,10.98405
1428,0.00313,10.99317
1429,0.00385,11.00228
1430,0.00464,11.01139
1431,0.00550,11.02049
1432,0.00642,11.02958
1433,0.00740,11.03867
1434,0.00845,11.04775
1435,0.00957,11.05682
1436,0.01075,11.06589
1437,0.01200,11.07494
1438,0.01331,11.08399
1439,0.01469,11.09302
1440,0.01613,11.10205
1441,0.01764,11.11106
1442,0.01921,11.12007
1443,0.02085,11.12906
1444,0.02255,11.13804
1445,0.02432,11.14701
1446,0.02615,11.15596
1447,0.02805,11.16491
1448,0.03001,11.17383
1449,0.03203,11.18275
1450,0.03412,11.19165
1451,0.03627,11.20053
1452,0.03848,11.20940
1453,0.04076,11.21825
1454,0.04310,11.22709
1455,0.04550,11.23590
1456,0.04797,11.24471
1457,0.05050,11.25349
1458,0.05309,11.26226
1459,0.05574,11.27100
1460,0.05845,11.27973
1461,0.06123,11.28844
1462,0.06407,11.29713
1463,0.06697,11.30580
1464,0.06993,11.31444
1465,0.07295,11.32307
1466,0.07604,11.33167
1467,0.07918,11.34026
1468,0.08239,11.34882
1469,0.08565,11.35735
1470,0.08898,11.36587
1471,0.09237,11.37436
1472,0.09581,11.38282
1473,0.09932,11.39126
1474,0.10289,11.39968
1475,0.10651,11.40807
1476,0.11020,11.41643
1477,0.11394,11.42477
1478,0.11775,11.43308
1479,0.12161,11.44137
1480,0.12553,11.44962
1481,0.12951,11.45785
1482,0.13355,11.46605
1483,0.13765,11.47422
1484,0.14180,11.48236
1485,0.14602,11.49048
1486,0.15029,11.49856
1487,0.15462,11.50661
1488,0.15900,11.51463
1489,0.16345,11.52261
1490,0.16795,11.53057
1491,0.17251,11.53849
1492,0.17712,11.54638
1493,0.18179,11.55424
1494,0.18652,11.56206
1495,0.19131,11.56985
1496,0.19615,11.57760
1497,0.20104,11.58532
1498,0.20599,11.59300
1499,0.21100,11.60065
1500,0.21607,11.60826
1501,0.22118,11.61583
1502,0.22636,11.62337
1503,0.23159,11.63087
1504,0.23687,11.63833
1505,0.24220,11.64575
1506,0.24759,11.65313
1507,0.25303,11.66048
1508,0.25852,11.66778
1509,0.26407,11.67505
1510,0.26967,11.68227
1511,0.27532,11.68946
1512,0.28102,11.69660
1513,0.28677,11.70371
1514,0.29257,11.71077
1515,0.29842,11.71779
1516,0.30433,11.72477
1517,0.31028,11.73171
1518,0.31628,11.73861
1519,0.32233,11.74546
1520,0.32842,11.75227
1521,0.33457,11.75903
1522,0.34076,11.76575
1523,0.34700,11.77243
1524,0.35329,11.77907
1525,0.35963,11.78566
1526,0.36601,11.79220
1527,0.37244,11.79870
1528,0.37891,11.80515
1529,0.38543,11.81156
1530,0.39199,11.81792
1531,0.39860,11.82423
1532,0.40526,11.83050
1533,0.41195,11.83672
1534,0.41870,11.84289
1535,0.42548,11.84902
1536,0.43231,11.85509
1537,0.43918,11.86112
1538,0.44609,11.86710
1539,0.45305,11.87303
1540,0.46005,11.87891
1541,0.46708,11.88474
1542,0.47416,11.89053
1543,0.48129,11.89626
1544,0.48845,11.90194
1545,0.49565,11.90756
1546,0.50289,11.91314
1547,0.51017,11.91867
1548,0.51749,11.92414
1549,0.52485,11.92956
1550,0.53225,11.93493
1551,0.53968,11.94025
1552,0.54716,11.94551
1553,0.55467,11.95072
1554,0.56222,11.95587
1555,0.56980,11.96098
1556,0.57742,11.96602
1557,0.58508,11.97101
1558,0.59277,11.97595
1559,0.60050,11.98083
1560,0.60826,11.98565
1561,0.61606,11.99042
1562,0.62390,11.99513
1563,0.63176,11.99979
1564,0.63966,12.00439
1565,0.64759,12.00893
1566,0.65556,12.01341
1567,0.66355,12.01784
1568,0.67158,12.02221
1569,0.67964,12.02652
1570,0.68773,12.03077
1571,0.69586,12.03497
1572,0.70401,12.03910
1573,0.71219,12.04318
1574,0.72040,12.04720
1575,0.72864,12.05116
1576,0.73690,12.05505
1577,0.74520,12.05889
1578,0.75352,12.06267
1579,0.76187,12.06639
1580,0.77025,12.07004
1581,0.77865,12.07364
1582,0.78708,12.07717
1583,0.79554,12.08065
1584,0.80402,12.08406
1585,0.81252,12.08741
1586,0.82105,12.09069
1587,0.82961,12.09392
1588,0.83818,12.09708
1589,0.84678,12.10018
1590,0.85540,12.10321
1591,0.86405,12.10619
1592,0.87271,12.10910
1593,0.88139,12.11195
1594,0.89010,12.11474
1595,0.89882,12.11748
1596,0.90756,12.12015
1597,0.91632,12.12277
1598,0.92509,12.12533
1599,0.93388,12.12784
1600,0.94269,12.13029
1601,0.95151,12.13268
1602,0.96034,12.13503
1603,0.96919,12.13732
1604,0.97806,12.13955
1605,0.98693,12.14174
1606,0.99582,12.14387
1607,1.00472,12.14595
1608,1.01363,12.14798
1609,1.02256,12.14995
1610,1.03149,12.15188
1611,1.04044,12.15375
1612,1.04940,12.15557
1613,1.05836,12.15734
1614,1.06734,12.15906
1615,1.07633,12.16073
1616,1.08533,12.16234
1617,1.09433,12.16391
1618,1.10335,12.16542
1619,1.11237,12.16688
1620,1.12140,12.16829
1621,1.13044,12.16965
1622,1.13948,12.17095
1623,1.14854,12.17221
1624,1.15760,12.17342
1625,1.16667,12.17457
1626,1.17574,12.17567
1627,1.18482,12.17673
1628,1.19391,12.17773
1629,1.20300,12.17868
1630,1.21209,12.17958
1631,1.22119,12.18043
1632,1.23030,12.18123
1633,1.23941,12.18198
1634,1.24852,12.18268
1635,1.25764,12.18333
1636,1.26676,12.18393
1637,1.27588,12.18448
1638,1.28501,12.18498
1639,1.29414,12.18543
1640,1.30327,12.18582
1641,1.31241,12.18617
1642,1.32154,12.18647
1643,1.33068,12.18672
1644,1.33982,12.18693
1645,1.34896,12.18708
1646,1.35810,12.18718
1647,1.36724,12.18723
1648,1.37638,12.18724
1649,1.38552,12.18719
1650,1.39466,12.18710
1651,1.40380,12.18695
1652,1.41293,12.18676
1653,1.42207,12.18652
1654,1.43121,12.18623
1655,1.44034,12.18589
1656,1.44947,12.18550
1657,1.45860,12.18507
1658,1.46773,12.18458
1659,1.47686,12.18405
1660,1.48598,12.18347
1661,1.49510,12.18284
1662,1.50421,12.18217
1663,1.51332,12.18144
1664,1.52243,12.18067
1665,1.53154,12.17985
1666,1.54063,12.17898
1667,1.54973,12.17806
1668,1.55882,12.17710
1669,1.56790,12.17609
1670,1.57698,12.17503
1671,1.58605,12.17392
1672,1.59512,12.17277
1673,1.60418,12.17156
1674,1.61324,12.17032
1675,1.62229,12.16902
1676,1.63133,12.16768
1677,1.64036,12.16629
1678,1.64939,12.16485
1679,1.65841,12.16337
1680,1.66742,12.16183
1681,1.67642,12.16026
1682,1.68542,12.15863
1683,1.69440,12.15696
1684,1.70338,12.15524
1685,1.71235,12.15348
1686,1.72131,12.15167
1687,1.73026,12.14981
1688,1.73920,12.14791
1689,1.74813,12.14596
1690,1.75705,12.14396
1691,1.76596,12.14192
1692,1.77486,12.13983
1693,1.78374,12.13770
1694,1.79262,12.13552
1695,1.80149,12.13329
1696,1.81034,12.13102
1697,1.81918,12.12870
1698,1.82801,12.12633
1699,1.83683,12.12392
1700,1.84563,12.12147
1701,1.85442,12.11897
1702,1.86320,12.11642
1703,1.87197,12.11383
1704,1.88072,12.11119
1705,1.88946,12.10851
1706,1.89818,12.10578
1707,1.90689,12.10301
1708,1.91558,12.10019
1709,1.92427,12.09733
1710,1.93293,12.09442
1711,1.94158,12.09146
1712,1.95021,12.08846
1713,1.95883,12.08542
1714,1.96744,12.08233
1715,1.97602,12.07920
1716,1.98459,12.07602
1717,1.99315,12.07279
1718,2.00168,12.06953
1719,2.01020,12.06621
1720,2.01870,12.06285
1721,2.02719,12.05945
1722,2.03565,12.05601
1723,2.04410,12.05251
1724,2.05253,12.04898
1725,2.06094,12.04540
1726,2.06933,12.04177
1727,2.07770,12.03811
1728,2.08605,12.03439
1729,2.09439,12.03064
1730,2.10270,12.02683
1731,2.11099,12.02299
1732,2.11926,12.01910
1733,2.12751,12.01517
1734,2.13574,12.01119
1735,2.14395,12.00717
1736,2.15214,12.00310
1737,2.16030,11.99900
1738,2.16845,11.99484
1739,2.17657,11.99065
1740,2.18466,11.98641
1741,2.19274,11.98212
1742,2.20079,11.97780
1743,2.20882,11.97343
1744,2.21682,11.96901
1745,2.22480,11.96456
1746,2.23276,11.96006
1747,2.24069,11.95551
1748,2.24860,11.95093
1749,2.25648,11.94630
1750,2.26433,11.94163
1751,2.27216,11.93691
1752,2.27997,11.93215
1753,2.28775,11.92735
1754,2.29550,11.92251
1755,2.30322,11.91762
1756,2.31092,11.91269
1757,2.31859,11.90772
1758,2.32623,11.90270
1759,2.33385,11.89765
1760,2.34143,11.89255
1761,2.34899,11.88741
1762,2.35652,11.88222
1763,2.36402,11.87700
1764,2.37149,11.87173
1765,2.37893,11.86642
1766,2.38634,11.86107
1767,2.39372,11.85568
1768,2.40107,11.85024
1769,2.40839,11.84477
1770,2.41567,11.83925
1771,2.42293,11.83369
1772,2.43016,11.82809
1773,2.43735,11.82246
1774,2.44451,11.81678
1775,2.45164,11.81106
1776,2.45874,11.80530
1777,2.46581,11.79950
1778,2.47284,11.79366
1779,2.47984,11.78778
1780,2.48680,11.78186
1781,2.49373,11.77590
1782,2.50063,11.76990
1783,2.50749,11.76387
1784,2.51432,11.75779
1785,2.52112,11.75168
1786,2.52788,11.74552
1787,2.53460,11.73933
1788,2.54129,11.73310
1789,2.54794,11.72683
1790,2.55456,11.72053
1791,2.56114,11.71418
1792,2.56768,11.70780
1793,2.57419,11.70138
1794,2.58066,11.69492
1795,2.58709,11.68843
1796,2.59348,11.68190
1797,2.59984,11.67533
1798,2.60616,11.66872
1799,2.61244,11.66208
1800,2.61868,11.65540
1801,2.62488,11.64869
1802,2.63104,11.64194
1803,2.63716,11.63515
1804,2.64324,11.62833
1805,2.64929,11.62147
1806,2.65529,11.61457
1807,2.66125,11.60764
1808,2.66717,11.60068
1809,2.67304,11.59368
1810,2.67888,11.58664
1811,2.68467,11.57957
1812,2.69042,11.57247
1813,2.69613,11.56533
1814,2.70180,11.55815
1815,2.70742,11.55095
1816,2.71300,11.54371
1817,2.71853,11.53643
1818,2.72402,11.52912
1819,2.72946,11.52178
1820,2.73487,11.51441
1821,2.74022,11.50700
1822,2.74554,11.49956
1823,2.75081,11.49210
1824,2.75604,11.48460
1825,2.76122,11.47707
1826,2.76637,11.46952
1827,2.77147,11.46194
1828,2.77654,11.45433
1829,2.78156,11.44669
1830,2.78655,11.43903
1831,2.79150,11.43135
1832,2.79641,11.42364
1833,2.80129,11.41591
1834,2.80612,11.40815
1835,2.81093,11.40038
1836,2.81570,11.39258
1837,2.82043,11.38476
1838,2.82513,11.37692
1839,2.82980,11.36906
1840,2.83443,11.36118
1841,2.83904,11.35329
1842,2.84361,11.34537
1843,2.84816,11.33744
1844,2.85267,11.32949
1845,2.85716,11.32153
1846,2.86161,11.31355
1847,2.86605,11.30556
1848,2.87045,11.29755
1849,2.87483,11.28952
1850,2.87918,11.28149
1851,2.88351,11.27344
1852,2.88782,11.26537
1853,2.89210,11.25730
1854,2.89636,11.24921
1855,2.90061,11.24112
1856,2.90483,11.23301
1857,2.90903,11.22489
1858,2.91321,11.21676
1859,2.91737,11.20862
1860,2.92152,11.20048
1861,2.92564,11.19232
1862,2.92976,11.18416
1863,2.93385,11.17599
1864,2.93794,11.16781
1865,2.94201,11.15963
1866,2.94606,11.15144
1867,2.95011,11.14324
1868,2.95414,11.13504
1869,2.95816,11.12683
1870,2.96217,11.11861
1871,2.96617,11.11040
1872,2.97017,11.10217
1873,2.97415,11.09395
1874,2.97813,11.08572
1875,2.98211,11.07749
1876,2.98607,11.06925
1877,2.99003,11.06102
1878,2.99399,11.05278
1879,2.99794,11.04453
1880,3.00188,11.03629
1881,3.00582,11.02804
1882,3.00975,11.01979
1883,3.01368,11.01153
1884,3.01760,11.00327
1885,3.02151,10.99502
1886,3.02542,10.98675
1887,3.02933,10.97849
1888,3.03323,10.97022
1889,3.03712,10.96195
1890,3.04101,10.95368
1891,3.04489,10.94541
1892,3.04877,10.93713
1893,3.05264,10.92885
1894,3.05651,10.92057
1895,3.06037,10.91228
1896,3.06423,10.90400
1897,3.06808,10.89571
1898,3.07193,10.88742
1899,3.07577,10.87912
1900,3.07961,10.87083
1901,3.08344,10.86253
1902,3.08727,10.85423
1903,3.09110,10.84593
1904,3.09492,10.83762
1905,3.09873,10.82932
1906,3.10254,10.82101
1907,3.10634,10.81270
1908,3.11015,10.80438
1909,3.11394,10.79607
1910,3.11773,10.78775
1911,3.12152,10.77943
1912,3.12531,10.77111
1913,3.12909,10.76279
1914,3.13286,10.75447
1915,3.13663,10.74614
1916,3.14040,10.73781
1917,3.14416,10.72948
1918,3.14792,10.72115
1919,3.15168,10.71282
1920,3.15543,10.70448
1921,3.15917,10.69614
1922,3.16292,10.68781
1923,3.16666,10.67946
1924,3.17039,10.67112
1925,3.17413,10.66278
1926,3.17786,10.65443
1927,3.18158,10.64609
1928,3.18530,10.63774
1929,3.18902,10.62939
1930,3.19274,10.62104
1931,3.19645,10.61268
1932,3.20016,10.60433
1933,3.20386,10.59597
1934,3.20756,10.58762
1935,3.21126,10.57926
1936,3.21496,10.57090
1937,3.21865,10.56254
1938,3.22234,10.55417
1939,3.22603,10.54581
1940,3.22971,10.53745
1941,3.23339,10.52908
1942,3.23707,10.52071
1943,3.24075,10.51234
1944,3.24442,10.50397
1945,3.24809,10.49560
1946,3.25176,10.48723
1947,3.25542,10.47886
1948,3.25909,10.47048
1949,3.26275,10.46211
1950,3.26641,10.45373
1951,3.27006,10.44535
1952,3.27371,10.43697
1953,3.27737,10.42859
1954,3.28101,10.42021
1955,3.28466,10.41183
1956,3.28831,10.40345
1957,3.29195,10.39507
1958,3.29559,10.38668
1959,3.29923,10.37830
1960,3.30287,10.36991
1961,3.30650,10.36152
1962,3.31013,10.35314
1963,3.31377,10.34475
1964,3.31740,10.33636
1965,3.32102,10.32797
1966,3.32465,10.31958
1967,3.32828,10.31119
1968,3.33190,10.30280
1969,3.33552,10.29441
1970,3.33914,10.28601
1971,3.34276,10.27762
1972,3.34638,10.26923
1973,3.35000,10.26083
1974,3.35361,10.25244
1975,3.35723,10.24404
1976,3.36084,10.23565
1977,3.36446,10.22725
1978,3.36807,10.21885
1979,3.37168,10.21046
1980,3.37529,10.20206
1981,3.37890,10.19366
1982,3.38251,10.18526
1983,3.38611,10.17687
1984,3.38972,10.16847
1985,3.39333,10.16007
1986,3.39693,10.15167
1987,3.40054,10.14327
1988,3.40414,10.13487
1989,3.40775,10.12647
1990,3.41135,10.11807
1991,3.41496,10.10967
1992,3.41856,10.10127
1993,3.42216,10.09287
1994,3.42576,10.08447
1995,3.42936,10.07607
1996,3.43297,10.06767
1997,3.43657,10.05926
1998,3.44017,10.05086
1999,3.44377,10.04246
2000,3.44736,10.03406
2001,3.45096,10.02566
2002,3.45456,10.01725
2003,3.45816,10.00885
2004,3.46175,10.00045
2005,3.46535,9.99204
2006,3.46894,9.98364
2007,3.47254,9.97524
2008,3.47613,9.96683
2009,3.47973,9.95843
2010,3.48332,9.95002
2011,3.48691,9.94162
2012,3.49050,9.93321
2013,3.49410,9.92481
2014,3.49769,9.91640
2015,3.50128,9.90800
2016,3.50486,9.89959
2017,3.50845,9.89118
2018,3.51204,9.88278
2019,3.51563,9.87437
2020,3.51922,9.86596
2021,3.52280,9.85755
2022,3.52639,9.84915
2023,3.52997,9.84074
2024,3.53356,9.83233
2025,3.53714,9.82392
2026,3.54072,9.81551
2027,3.54430,9.80710
2028,3.54788,9.79869
2029,3.55147,9.79028
2030,3.55504,9.78187
2031,3.55862,9.77346
2032,3.56220,9.76505
2033,3.56578,9.75664
2034,3.56936,9.74823
2035,3.57293,9.73982
2036,3.57651,9.73140
2037,3.58008,9.72299
2038,3.58366,9.71458
2039,3.58723,9.70617
2040,3.59080,9.69775
2041,3.59438,9.68934
2042,3.59795,9.68092
2043,3.60152,9.67251
2044,3.60509,9.66410
2045,3.60865,9.65568
2046,3.61222,9.64727
2047,3.61579,9.63885
2048,3.61936,9.63043
2049,3.62292,9.62202
2050,3.62649,9.61360
2051,3.63005,9.60518
2052,3.63361,9.59677
2053,3.63718,9.58835
2054,3.64074,9.57993
2055,3.64430,9.57151
2056,3.64786,9.56309
2057,3.65142,9.55467
2058,3.65497,9.54625
2059,3.65853,9.53783
2060,3.66209,9.52941
2061,3.66564,9.52099
2062,3.66920,9.51257
2063,3.67275,9.50415
2064,3.67630,9.49573
2065,3.67986,9.48731
2066,3.68341,9.47889
2067,3.68696,9.47046
2068,3.69051,9.46204
2069,3.69406,9.45362
2070,3.69760,9.44519
2071,3.70115,9.43677
2072,3.70470,9.42834
2073,3.70824,9.41992
2074,3.71178,9.41149
2075,3.71533,9.40307
2076,3.71887,9.39464
2077,3.72241,9.38621
2078,3.72595,9.37779
2079,3.72949,9.36936
2080,3.73303,9.36093
2081,3.73656,9.35250
2082,3.74010,9.34407
2083,3.74364,9.33564
2084,3.74717,9.32721
2085,3.75070,9.31878
2086,3.75424,9.31035
2087,3.75777,9.30192
2088,3.76130,9.29349
2089,3.76483,9.28506
2090,3.76835,9.27663
2091,3.77188,9.26820
2092,3.77541,9.25976
2093,3.77893,9.25133
2094,3.78246,9.24290
2095,3.78598,9.23446
2096,3.78950,9.22603
2097,3.79302,9.21759
2098,3.79654,9.20916
2099,3.80006,9.20072
2100,3.80358,9.19228
2101,3.80710,9.18385
2102,3.81061,9.17541
2103,3.81413,9.16697
2104,3.81764,9.15853
2105,3.82115,9.15010
2106,3.82466,9.14166
2107,3.82817,9.13322
2108,3.83168,9.12478
2109,3.83519,9.11634
2110,3.83870,9.10789
2111,3.84220,9.09945
2112,3.84571,9.09101
2113,3.84921,9.08257
2114,3.85271,9.07413
2115,3.85621,9.06568
2116,3.85971,9.05724
2117,3.86321,9.04879
2118,3.86671,9.04035
2119,3.87021,9.03190
2120,3.87370,9.02346
2121,3.87720,9.01501
2122,3.88069,9.00657
2123,3.88418,8.99812
2124,3.88767,8.98967
2125,3.89116,8.98122
2126,3.89465,8.97277
2127,3.89814,8.96433
2128,3.90162,8.95588
2129,3.90511,8.94743
2130,3.90859,8.93897
2131,3.91207,8.93052
2132,3.91556,8.92207
2133,3.91903,8.91362
2134,3.92251,8.90517
2135,3.92599,8.89671
2136,3.92947,8.88826
2137,3.93294,8.87981
2138,3.93641,8.87135
2139,3.93989,8.86290
2140,3.94336,8.85444
2141,3.94683,8.84598
2142,3.95030,8.83753
2143,3.95376,8.82907
2144,3.95723,8.82061
2145,3.96069,8.81215
2146,3.96416,8.80369
2147,3.96762,8.79523
2148,3.97108,8.78677
2149,3.97454,8.77831
2150,3.97800,8.76985
2151,3.98145,8.76139
2152,3.98491,8.75293
2153,3.98836,8.74447
2154,3.99181,8.73600
2155,3.99526,8.72754
2156,3.99871,8.71907
2157,4.00216,8.71061
2158,4.00561,8.70214
2159,4.00906,8.69368
2160,4.01250,8.68521
2161,4.01594,8.67674
2162,4.01939,8.66828
2163,4.02283,8.65981
2164,4.02626,8.65134
2165,4.02970,8.64287
2166,4.03314,8.63440
2167,4.03657,8.62593
2168,4.04001,8.61746
2169,4.04344,8.60899
2170,4.04687,8.60051
2171,4.05030,8.59204
2172,4.05373,8.58357
2173,4.05716,8.57509
2174,4.06058,8.56662
2175,4.06400,8.55815
2176,4.06743,8.54967
2177,4.07085,8.54119
2178,4.07427,8.53272
2179,4.07769,8.52424
