step,g_max,exit_g_avg,onset_x_wall,x30_j4,wall_M_exit,exit_M_avg
12000,0.016301056,0.0058441404,15.916854,18.690275,3.8786037,4.0499034
16000,0.016300913,0.0058442531,15.916854,18.690275,3.8786006,4.049901
20000,0.016301392,0.0058443104,15.916854,18.690275,3.8785875,4.0498981
24000,0.016301349,0.0058443057,15.916854,18.690275,3.8785837,4.0498981
