x_m,r_m,x_over_rt,r_over_rt,theta_rad,M_wall  (非粘性設計壁 = 逆 MOC; r_t 0.07702 m)
4.989751277506159433e+00,7.084409591554112762e-01,6.478513733453854684e+01,9.198142809080904314e+00,1.965078784953112195e-02,5.836587011523775459e+00
5.017840325576403693e+00,7.089855803705312765e-01,6.514983543983905179e+01,9.205213975208144106e+00,1.912048221943146720e-02,5.841086610110044930e+00
5.045684460774448432e+00,7.095107065146666336e-01,6.551135368442544404e+01,9.212032024339997349e+00,1.860208524864209387e-02,5.845483143776482038e+00
5.073285586256499613e+00,7.100171846420766375e-01,6.586971677819396120e+01,9.218607954324546938e+00,1.809536013743145988e-02,5.849777817626641507e+00
5.100644535276019909e+00,7.105056296529104198e-01,6.622493553980810077e+01,9.224949748804341709e+00,1.760008204880057422e-02,5.853972614985841538e+00
5.127760195139820176e+00,7.109762338915599500e-01,6.657699552245935593e+01,9.231059905109839647e+00,1.711603855184613485e-02,5.858069528863834918e+00
5.154635134299438981e+00,7.114298990091891817e-01,6.692593007399946714e+01,9.236950129955713962e+00,1.664300390421883866e-02,5.862071194287095111e+00
5.181270080804467604e+00,7.118671292169772569e-01,6.727174864716265290e+01,9.242626969838706685e+00,1.618076493618293352e-02,5.865978868426456216e+00
5.207664606499397664e+00,7.122881749951132102e-01,6.761444568293167379e+01,9.248093676903572202e+00,1.572911755563224240e-02,5.869794396286831528e+00
5.233821969106656091e+00,7.126940006594114640e-01,6.795406347840373940e+01,9.253362771480283300e+00,1.528784691372366347e-02,5.873519736961407389e+00
5.259740319343893411e+00,7.130845187688242826e-01,6.829057802316143011e+01,9.258433118265699591e+00,1.485676103488551419e-02,5.877156615042395948e+00
5.285423989788345267e+00,7.134608491688775311e-01,6.862404556983049986e+01,9.263319256931673351e+00,1.443564833413018070e-02,5.880706947341283630e+00
5.310870921550798762e+00,7.138228228596964486e-01,6.895443938653335181e+01,9.268018993244565351e+00,1.402432523084973411e-02,5.884172369906100819e+00
5.336085203489475681e+00,7.141714733425618133e-01,6.928181256153564505e+01,9.272545745813577156e+00,1.362259023536419381e-02,5.887554694720916082e+00
5.361065991138755038e+00,7.145068162109288190e-01,6.960615413059925061e+01,9.276899717098530118e+00,1.323026058182523619e-02,5.890855540657364386e+00
5.385815831169003864e+00,7.148295246378739698e-01,6.992749715877698691e+01,9.281089647336717263e+00,1.284714663227913035e-02,5.894076594292503302e+00
5.410336379891880654e+00,7.151400734284872884e-01,7.024586315102415313e+01,9.285121701226788815e+00,1.247306548131710789e-02,5.897219473224157404e+00
5.434627142439297565e+00,7.154385051564881026e-01,7.056124568215135184e+01,9.288996431530616604e+00,1.210784462553314914e-02,5.900285691399628440e+00
5.458691524932955730e+00,7.157255941909367314e-01,7.087368897601864148e+01,9.292723892377781070e+00,1.175130222626626260e-02,5.903276850830661893e+00
5.482530840143588158e+00,7.160016961203637953e-01,7.118321007716940585e+01,9.296308700601970898e+00,1.140326733762253401e-02,5.906194446543959309e+00
5.506145171144289918e+00,7.162668903097595408e-01,7.148981006419488438e+01,9.299751886649694654e+00,1.106357287533880733e-02,5.909040268670055163e+00
5.529537231461326030e+00,7.165217655053953694e-01,7.179352416854486307e+01,9.303061094590955094e+00,1.073204994692675100e-02,5.911815844754973348e+00
5.552708793651238928e+00,7.167667107134040316e-01,7.209437540445648551e+01,9.306241375141572902e+00,1.040853546003191361e-02,5.914522272219704391e+00
5.575661463363166703e+00,7.170020492948104840e-01,7.239238461910109379e+01,9.309296926704886843e+00,1.009286814081780843e-02,5.917160940105128830e+00
5.598396753349475397e+00,7.172280843457068400e-01,7.268757145351175097e+01,9.312231684571628421e+00,9.784891415634770079e-03,5.919733218515653483e+00
5.620915394553073874e+00,7.174449686696831030e-01,7.297994539798848734e+01,9.315047632688692403e+00,9.484454663137050281e-03,5.922241387287479952e+00
5.643220261284429107e+00,7.176532102666181023e-01,7.326954377154542897e+01,9.317751366743937780e+00,9.191401333223938111e-03,5.924685843641178451e+00
5.665313022371472051e+00,7.178530945321092149e-01,7.355638824164465461e+01,9.320346592211233627e+00,8.905583086263865744e-03,5.927067848190397115e+00
5.687195405331771703e+00,7.180449036416687303e-01,7.384050123775345753e+01,9.322836972756020302e+00,8.626854063322777350e-03,5.929389512612829094e+00
5.708869293929343058e+00,7.182289348475557889e-01,7.412190721798678794e+01,9.325226367794803295e+00,8.355070759731986554e-03,5.931651625268582251e+00
5.730336460011466571e+00,7.184054480519660446e-01,7.440062918737297082e+01,9.327518151804284230e+00,8.090092459603780498e-03,5.933854989973018412e+00
5.751598752443314311e+00,7.185747092361087773e-01,7.467669115091293008e+01,9.329715778188894859e+00,7.831781299638010049e-03,5.936002047929709313e+00
5.772658101580155687e+00,7.187369925827051809e-01,7.495011817164574097e+01,9.331822806838550477e+00,7.580002275295049524e-03,5.938092885914541874e+00
5.793516427416731673e+00,7.188925295550481209e-01,7.522093517809311436e+01,9.333842242989458526e+00,7.334620225966979531e-03,5.940129066060135798e+00
5.814175769445879105e+00,7.190415919294346203e-01,7.548916865029704582e+01,9.335777615287387476e+00,7.095505190795328536e-03,5.942112097268949178e+00
5.834637963600508570e+00,7.191844002129561542e-01,7.575484242535065960e+01,9.337631786717166094e+00,6.862529966213453021e-03,5.944042230837617957e+00
5.854905173591941292e+00,7.193212029034966593e-01,7.601798459610414227e+01,9.339407983686012216e+00,6.635566792137196843e-03,5.945921945445824974e+00
5.874979322112904079e+00,7.194522221152975794e-01,7.627862012610884790e+01,9.341109090045410568e+00,6.414493668260258172e-03,5.947750710667706109e+00
5.894862510599133465e+00,7.195776809398282126e-01,7.653677629965116580e+01,9.342738002334824543e+00,6.199188484207595468e-03,5.949531372425023612e+00
5.914556005583976095e+00,7.196976477724035259e-01,7.679246956094489462e+01,9.344295608574441303e+00,5.989533127193968909e-03,5.951263149655138918e+00
5.934062392019952448e+00,7.198124285664561084e-01,7.704573347208454948e+01,9.345785881153675589e+00,5.785410590997117943e-03,5.952948919010862205e+00
5.953383938830655531e+00,7.199222618860939837e-01,7.729659749195865004e+01,9.347211917503166489e+00,5.586706450575565017e-03,5.954587922670760314e+00
5.972522842298348067e+00,7.200273558827803289e-01,7.754509013630676861e+01,9.348576420186708091e+00,5.393307533770804428e-03,5.956182780157353918e+00
5.991481188703232874e+00,7.201278895377197786e-01,7.779123849264129831e+01,9.349881713031935604e+00,5.205103190497922978e-03,5.957733121406429078e+00
6.010260203670219958e+00,7.202238919757114610e-01,7.803505847403556572e+01,9.351128174184776043e+00,5.021986696744941241e-03,5.959240808885182261e+00
6.028862207174839227e+00,7.203155748816657544e-01,7.827658020221811341e+01,9.352318552086025250e+00,4.843851657678185929e-03,5.960706356777504489e+00
6.047290202706792073e+00,7.204032651712598545e-01,7.851584267341978318e+01,9.353457091291350167e+00,4.670592467344023176e-03,5.962130493402415077e+00
6.065546250286407926e+00,7.204871046711989191e-01,7.875287263420419492e+01,9.354545633227719037e+00,4.502106164243659982e-03,5.963515006629322990e+00
6.083630571561583267e+00,7.205669146142333892e-01,7.898767296236799496e+01,9.355581856845407884e+00,4.338294787559954235e-03,5.964859599637191145e+00
6.101547304479583822e+00,7.206432112303842175e-01,7.922029738353133155e+01,9.356572464689485003e+00,4.179058116045927460e-03,5.966166084086939492e+00
6.119298554461406248e+00,7.207161300351639932e-01,7.945077323372377975e+01,9.357519216244662985e+00,4.024299313901287187e-03,5.967434978172188487e+00
6.136884502903310334e+00,7.207854604764727391e-01,7.967910286812919196e+01,9.358419377778144366e+00,3.873924632344545593e-03,5.968666604756769800e+00
6.154309256975960984e+00,7.208517069693091139e-01,7.990533961277539277e+01,9.359279498432991673e+00,3.727840820157995831e-03,5.969862872460599768e+00
6.171574530881174248e+00,7.209148967074906489e-01,8.012950572424271911e+01,9.360099931283960117e+00,3.585954246991648626e-03,5.971023809627810763e+00
6.188681245345287074e+00,7.209749661749186300e-01,8.035161315691101436e+01,9.360879851660849127e+00,3.448178527832403747e-03,5.972149954324636134e+00
6.205633737687868745e+00,7.210324087418438221e-01,8.057171822497880953e+01,9.361625665305684407e+00,3.314421921098772896e-03,5.973243005838949848e+00
6.222431515179718708e+00,7.210868789999966832e-01,8.078981453102724686e+01,9.362332887561628070e+00,3.184600554317667392e-03,5.974303160399839108e+00
6.239078917063250351e+00,7.211388887756087218e-01,8.100595841422033061e+01,9.363008163796529004e+00,3.058628597227046331e-03,5.975330869784744259e+00
6.255576792081479987e+00,7.211883186914151977e-01,8.122016089433238051e+01,9.363649944058883179e+00,2.936423224575412157e-03,5.976327234368913111e+00
6.271927928059279012e+00,7.212353779406925902e-01,8.143245816747959509e+01,9.364260944439010359e+00,2.817901376003410091e-03,5.977293360861836824e+00
6.288133968127755935e+00,7.212800852774494675e-01,8.164287156748578411e+01,9.364841408432218017e+00,2.702983310182939612e-03,5.978229230173785602e+00
6.304197499787464132e+00,7.213226215764571014e-01,8.185143468952821877e+01,9.365393684451532863e+00,2.591589897126915770e-03,5.979135554766797256e+00
6.320120299663450680e+00,7.213630211109685053e-01,8.205817060066800650e+01,9.365918217488554021e+00,2.483643903794056310e-03,5.980013515524068346e+00
6.335904882245948500e+00,7.214014372690839005e-01,8.226311194814266514e+01,9.366416999079250516e+00,2.379068810362055045e-03,5.980863752208250617e+00
6.351552429800506161e+00,7.214377950539986317e-01,8.246627408206317966e+01,9.366889055492061189e+00,2.277790431711448297e-03,5.981686454936343544e+00
6.367066775273050538e+00,7.214724787446983312e-01,8.266770676802194373e+01,9.367339376067233658e+00,2.179734306303654761e-03,5.982482287225117545e+00
6.382447712498046322e+00,7.215051722063500206e-01,8.286740732923975372e+01,9.367763856223707108e+00,2.084830018924575205e-03,5.983252005135478058e+00
6.397699688316421884e+00,7.215363614531654646e-01,8.306543350190108299e+01,9.368168806195344089e+00,1.993005892646874770e-03,5.983996800424129958e+00
6.412822800571218451e+00,7.215657566906638065e-01,8.326178655636481096e+01,9.368550463394750949e+00,1.904191699785482122e-03,5.984716579574195450e+00
6.427820363114602031e+00,7.215936455621700940e-01,8.345650951849651733e+01,9.368912562479486894e+00,1.818318732695703563e-03,5.985411949313546920e+00
6.442694836345140175e+00,7.216201731948701514e-01,8.364963433322695607e+01,9.369256987728773467e+00,1.735320656696213949e-03,5.986083494575592745e+00
6.457446475907384631e+00,7.216450827847484817e-01,8.384116431975310491e+01,9.369580404891566516e+00,1.655131293793571509e-03,5.986731825281187191e+00
6.472079389230537494e+00,7.216687839764672763e-01,8.403115280745957705e+01,9.369888132646938317e+00,1.577684646152324776e-03,5.987358146297726336e+00
6.486594688368326089e+00,7.216911814560657001e-01,8.421961423485231535e+01,9.370178933472677940e+00,1.502918282463076372e-03,5.987962323068833470e+00
6.500993716331570305e+00,7.217121965637149916e-01,8.440656603910113631e+01,9.370451786077836687e+00,1.430768241646330347e-03,5.988544912265358455e+00
6.515280052883270834e+00,7.217321624165464744e-01,8.459205469856232185e+01,9.370711015535528432e+00,1.361173528406257795e-03,5.989106445665911771e+00
6.529455335376496805e+00,7.217510521430896553e-01,8.477610147203968438e+01,9.370956272956240340e+00,1.294072517439902401e-03,5.989647457212675441e+00
6.543520406228008568e+00,7.217687154072454092e-01,8.495871729716967025e+01,9.371185606430087134e+00,1.229406192506928962e-03,5.990168458091169157e+00
6.557478773701048702e+00,7.217854661855017673e-01,8.513994772398140753e+01,9.371403092514952959e+00,1.167116517564510073e-03,5.990670377122239820e+00
6.571332380252879801e+00,7.218013133335389186e-01,8.531981797264189993e+01,9.371608846189806385e+00,1.107143708070787436e-03,5.991153404383313230e+00
6.585081828744431931e+00,7.218160678599190305e-01,8.549833587048080119e+01,9.371800413657737749e+00,1.049432036540476039e-03,5.991617895877242361e+00
6.598730064800988337e+00,7.218299414550092274e-01,8.567553966243816888e+01,9.371980543430396438e+00,9.939259270783044192e-04,5.992064329139792811e+00
6.612279548023334286e+00,7.218430563085712626e-01,8.585146128308664970e+01,9.372150821975736790e+00,9.405703331168098003e-04,5.992493175673466510e+00
6.625732320630469019e+00,7.218554505729131154e-01,8.602612724786378351e+01,9.372311744649611143e+00,8.893100056090695593e-04,5.992904906787537733e+00
6.639089089716916803e+00,7.218669464249153345e-01,8.619954673743075091e+01,9.372461002660546825e+00,8.400920991003237243e-04,5.993299973100795874e+00
6.652352765123588085e+00,7.218777413146338917e-01,8.637175753211617746e+01,9.372601159629107670e+00,7.928639527624132231e-04,5.993678822574802112e+00
6.665525606711652173e+00,7.218879198183352219e-01,8.654278897314530639e+01,9.372733313663141885e+00,7.475738234293263177e-04,5.994042090513990395e+00
6.678609387130116204e+00,7.218974796937184246e-01,8.671266407595580006e+01,9.372857435649420310e+00,7.041707991400826148e-04,5.994390197918720631e+00
6.691605906913586921e+00,7.219064268448365240e-01,8.688140621804188868e+01,9.372973602244046631e+00,6.626047051501546443e-04,5.994723366243895235e+00
6.704516113259201049e+00,7.219146225397717886e-01,8.704902769747079105e+01,9.373080012201658207e+00,6.228262457734632567e-04,5.995042011532161652e+00
6.717343167482395572e+00,7.219223052312816469e-01,8.721556955962600455e+01,9.373179761507161700e+00,5.847864652486091776e-04,5.995346546090843276e+00
6.730088994906291866e+00,7.219295036330467541e-01,8.738105680221100613e+01,9.373273222968666829e+00,5.484374362780237251e-04,5.995637372763133577e+00
6.742755494181623455e+00,7.219362442707731864e-01,8.754551407662455631e+01,9.373360740986408146e+00,5.137321297923222148e-04,5.995914886140927713e+00
6.755344532340431307e+00,7.219425518976407830e-01,8.770896562373968663e+01,9.373442636946776929e+00,4.806244913092953016e-04,5.996179472015239931e+00
6.767857782145306977e+00,7.219483979868202006e-01,8.787143316210473643e+01,9.373518540467673077e+00,4.490671835606761418e-04,5.996431525094117809e+00
6.780296724372462336e+00,7.219537370705239043e-01,8.803293591758584569e+01,9.373587861211683858e+00,4.190150381041232762e-04,5.996671421992026296e+00
6.792663949596756900e+00,7.219587164013653302e-01,8.819350752527599013e+01,9.373652511053821357e+00,3.904237430453646432e-04,5.996899531643089531e+00
6.804961258962936022e+00,7.219633551326701815e-01,8.835317137059121251e+01,9.373712738673981804e+00,3.632501978567658223e-04,5.997116212444768557e+00
6.817190597144924702e+00,7.219676714588416644e-01,8.851195270247889368e+01,9.373768780301761083e+00,3.374494255113251505e-04,5.997321836533336281e+00
6.829353781381982458e+00,7.219716807490550448e-01,8.866987511532046540e+01,9.373820835485004110e+00,3.129788591674846588e-04,5.997516828721444426e+00
6.841452452060046596e+00,7.219753788381421122e-01,8.882695990729740743e+01,9.373868850144663867e+00,2.897976371095227488e-04,5.997701585176350214e+00
6.853488554656503418e+00,7.219787823629455481e-01,8.898323233778891961e+01,9.373913040287529697e+00,2.678622168194700975e-04,5.997876322514141378e+00
6.865463693536075773e+00,7.219818814566266729e-01,8.913871323728999130e+01,9.373953277806110762e+00,2.471324884846787099e-04,5.998041371588237247e+00
6.877379409044092284e+00,7.219846458412289003e-01,8.929342260509078244e+01,9.373989169582301884e+00,2.275678848023930266e-04,5.998197066046734527e+00
6.889238065886093665e+00,7.219871808665395685e-01,8.944739114367817479e+01,9.374022083439879083e+00,2.091278610881526371e-04,5.998343738610845577e+00
6.901041413569931393e+00,7.219895025217578644e-01,8.960064156803338165e+01,9.374052226976861135e+00,1.917737806193048279e-04,5.998481706296533211e+00
6.912791298619913150e+00,7.219916255631253499e-01,8.975319785276438722e+01,9.374079791782982340e+00,1.754657444040374635e-04,5.998611295296812251e+00
6.924489448180738194e+00,7.219935636086137754e-01,8.990508242249724447e+01,9.374104954669094880e+00,1.601661068618740293e-04,5.998732813464493496e+00
6.936137649398193439e+00,7.219953293741400158e-01,9.005631848089058167e+01,9.374127880734095086e+00,1.458365378710225059e-04,5.998846573356206413e+00
6.947737661318763358e+00,7.219969347376175017e-01,9.020692886677178990e+01,9.374148724196539106e+00,1.324395220956904216e-04,5.998952880507835594e+00
6.959291147975227076e+00,7.219983908568078368e-01,9.035693518534441182e+01,9.374167629924796685e+00,1.199393239124345989e-04,5.999052025911231212e+00
6.970799944395060344e+00,7.219997082676129496e-01,9.050636126194572739e+01,9.374184734713228551e+00,1.082977970274173014e-04,5.999144318841859835e+00
6.982265685879673889e+00,7.220008968904155777e-01,9.065522832874154346e+01,9.374200167364522329e+00,9.748033375192297122e-05,5.999230040296814614e+00
6.993690071460320290e+00,7.220019661443328740e-01,9.080355844534302889e+01,9.374214050173108603e+00,8.745153771159325554e-05,5.999309476908152305e+00
7.005074850793294061e+00,7.220029249496399126e-01,9.095137432865870153e+01,9.374226498956632625e+00,7.817553931970486496e-05,5.999382918479279070e+00
7.016421644710987948e+00,7.220037817561335558e-01,9.109869702299386063e+01,9.374237623424221511e+00,6.961884362627510320e-05,5.999450635716137903e+00
7.027732061402424790e+00,7.220045445928686689e-01,9.124554740849680456e+01,9.374247527822236137e+00,6.174836627484346879e-05,5.999512895630802589e+00
7.039007849461772715e+00,7.220052210812223370e-01,9.139194818828579514e+01,9.374256311103899009e+00,5.452906722317702950e-05,5.999569980065775354e+00
7.050250472059980567e+00,7.220057946532416615e-01,9.153791835964658219e+01,9.374263758156862636e+00,4.792854987708474211e-05,5.999622149712311447e+00
7.061461579344656236e+00,7.220062837153014002e-01,9.168347934750266859e+01,9.374270107962884069e+00,4.191502066584640876e-05,5.999669660110921399e+00
7.072642816621924844e+00,7.220067101608675930e-01,9.182865251391747563e+01,9.374275644778856886e+00,3.645733804990888686e-05,5.999712761283782392e+00
7.083795834304465799e+00,7.220070799147896290e-01,9.197345928725610520e+01,9.374280445530896344e+00,3.152305764334212886e-05,5.999751713038277146e+00
7.094922196621684662e+00,7.220073985475646827e-01,9.211791997691098288e+01,9.374284582544333944e+00,2.708140837214625962e-05,5.999786761689078318e+00
7.106023434250970716e+00,7.220076712915008965e-01,9.226205445664723470e+01,9.374288123753581559e+00,2.310240527601063721e-05,5.999818147022527803e+00
7.117101058068766584e+00,7.220079030485213600e-01,9.240588234314159877e+01,9.374291132803444171e+00,1.955661907110808767e-05,5.999846104114826773e+00
7.128156556069744632e+00,7.220080983988177437e-01,9.254942295598213775e+01,9.374293669161486875e+00,1.641522342682468741e-05,5.999870862975465791e+00
7.139191389275761246e+00,7.220082616081348048e-01,9.269269526455155983e+01,9.374295788212604563e+00,1.365004738333335427e-05,5.999892648150494168e+00
7.150207022313468386e+00,7.220083966311393597e-01,9.283571828503593792e+01,9.374297541302770043e+00,1.123308029921833531e-05,5.999911682606162699e+00
7.161204916172780877e+00,7.220085071147278599e-01,9.297851098640327905e+01,9.374298975781975685e+00,9.136625353459147623e-06,5.999928186536137353e+00
7.172186470772790479e+00,7.220085964088586161e-01,9.312109154469995076e+01,9.374300135144878254e+00,7.334209733814729292e-06,5.999942370253576129e+00
7.183153058718208861e+00,7.220086675771093532e-01,9.326347778133222732e+01,9.374301059167869710e+00,5.800030010082786214e-06,5.999954438544964574e+00
7.194106023341438672e+00,7.220087234044227920e-01,9.340568713764525910e+01,9.374301784009643868e+00,4.508983753981940078e-06,5.999964590433954470e+00
7.205046676543831907e+00,7.220087664051918486e-01,9.354773664689471957e+01,9.374302342316175540e+00,3.436704751010709923e-06,5.999973018917093448e+00
7.215976296397376366e+00,7.220087988317231975e-01,9.368964290310796628e+01,9.374302763330604193e+00,2.559602435505612669e-06,5.999979910666422889e+00
7.226896124459192272e+00,7.220088226831345990e-01,9.383142202621645822e+01,9.374303073008757536e+00,1.854906326606932874e-06,5.999985445692948005e+00
7.237807362737181727e+00,7.220088397147411685e-01,9.397308962265880439e+01,9.374303294141016707e+00,1.300716368855605738e-06,5.999989796964015021e+00
7.248711170222520650e+00,7.220088514480048625e-01,9.411466074035990914e+01,9.374303446481496493e+00,8.760606254325291838e-07,5.999993129963307581e+00
7.259608658876205212e+00,7.220088591811439915e-01,9.425614981662171488e+01,9.374303546885794702e+00,5.609619721913008245e-07,5.999995602180788978e+00
7.270500888906390458e+00,7.220088640005067893e-01,9.439757061680589345e+01,9.374303609458669584e+00,3.365165036069493120e-07,5.999997362511318322e+00
7.281388863098178454e+00,7.220088667928702408e-01,9.453893616071381700e+01,9.374303645713712996e+00,1.849873269869833890e-07,5.999998550533517161e+00
7.292273519821484307e+00,7.220088682588604589e-01,9.468025863180321267e+01,9.374303664747603904e+00,8.991974411325784571e-08,5.999999295622086670e+00
7.303155724091825007e+00,7.220088689277883720e-01,9.482154926112470150e+01,9.374303673432722306e+00,3.628767903598348889e-08,5.999999715816722201e+00
7.314036255530210973e+00,7.220088691743492548e-01,9.496281817099728073e+01,9.374303676633980231e+00,1.068959097893237692e-08,5.999999916305416292e+00
7.324915790732506871e+00,7.220088692379534878e-01,9.510407414609849752e+01,9.374303677459796091e+00,1.633263913360337950e-09,5.999999987214684971e+00
