x_m,r_m,x_over_rt,r_over_rt  (物理壁 = run_0038_ns_final_rt77p02 のメッシュ壁線; r_t 0.07702 m; 入口直管〜出口 x_F 7.3249 m; 出口半径 0.7750 m)
2.499322652816772461e+00,5.870882272720336914e-01,3.245030975341796875e+01,7.622542858123779297e+00
2.506285905838012695e+00,5.878733396530151367e-01,3.254071807861328125e+01,7.632736682891845703e+00
2.513249158859252930e+00,5.886557698249816895e-01,3.263112640380859375e+01,7.642895221710205078e+00
2.520212411880493164e+00,5.894355773925781250e-01,3.272153472900390625e+01,7.653019905090332031e+00
2.527176141738891602e+00,5.902127623558044434e-01,3.281194686889648438e+01,7.663110733032226562e+00
2.534139394760131836e+00,5.909873247146606445e-01,3.290235519409179688e+01,7.673167228698730469e+00
2.541102647781372070e+00,5.917592644691467285e-01,3.299276351928710938e+01,7.683189868927001953e+00
2.548066139221191406e+00,5.925286412239074707e-01,3.308317565917968750e+01,7.693179130554199219e+00
2.555029392242431641e+00,5.932953953742980957e-01,3.317358398437500000e+01,7.703134536743164062e+00
2.561992645263671875e+00,5.940595269203186035e-01,3.326399230957031250e+01,7.713055610656738281e+00
2.568956136703491211e+00,5.948210954666137695e-01,3.335440444946289062e+01,7.722943782806396484e+00
2.575919389724731445e+00,5.955800414085388184e-01,3.344481277465820312e+01,7.732797622680664062e+00
2.582882642745971680e+00,5.963364839553833008e-01,3.353522109985351562e+01,7.742619037628173828e+00
2.589846134185791016e+00,5.970903038978576660e-01,3.362563323974609375e+01,7.752406120300292969e+00
2.596809387207031250e+00,5.978416204452514648e-01,3.371604156494140625e+01,7.762161254882812500e+00
2.603772640228271484e+00,5.985903739929199219e-01,3.380644989013671875e+01,7.771882534027099609e+00
2.610736131668090820e+00,5.993365645408630371e-01,3.389686203002929688e+01,7.781570911407470703e+00
2.617699384689331055e+00,6.000802516937255859e-01,3.398727035522460938e+01,7.791226863861083984e+00
2.624662637710571289e+00,6.008214354515075684e-01,3.407767868041992188e+01,7.800849914550781250e+00
2.631626367568969727e+00,6.015601158142089844e-01,3.416809082031250000e+01,7.810440540313720703e+00
2.638589382171630859e+00,6.022962927818298340e-01,3.425849914550781250e+01,7.819998741149902344e+00
2.645552635192871094e+00,6.030300259590148926e-01,3.434890747070312500e+01,7.829525470733642578e+00
2.652515888214111328e+00,6.037611961364746094e-01,3.443931579589843750e+01,7.839018821716308594e+00
2.659479141235351562e+00,6.044899225234985352e-01,3.452972412109375000e+01,7.848480224609375000e+00
2.666442871093750000e+00,6.052162051200866699e-01,3.462013626098632812e+01,7.857910156250000000e+00
2.673406124114990234e+00,6.059399843215942383e-01,3.471054458618164062e+01,7.867307186126708984e+00
2.680369377136230469e+00,6.066613197326660156e-01,3.480095291137695312e+01,7.876672744750976562e+00
2.687332868576049805e+00,6.073802113533020020e-01,3.489136505126953125e+01,7.886006832122802734e+00
2.694296121597290039e+00,6.080967187881469727e-01,3.498177337646484375e+01,7.895309448242187500e+00
2.701259374618530273e+00,6.088107228279113770e-01,3.507218170166015625e+01,7.904580116271972656e+00
2.708222866058349609e+00,6.095223426818847656e-01,3.516259384155273438e+01,7.913819313049316406e+00
2.715186119079589844e+00,6.102315187454223633e-01,3.525300216674804688e+01,7.923027038574218750e+00
2.722149372100830078e+00,6.109383106231689453e-01,3.534341049194335938e+01,7.932203769683837891e+00
2.729112863540649414e+00,6.116426587104797363e-01,3.543382263183593750e+01,7.941348552703857422e+00
2.736076116561889648e+00,6.123446226119995117e-01,3.552423095703125000e+01,7.950462818145751953e+00
2.743039369583129883e+00,6.130442619323730469e-01,3.561463928222656250e+01,7.959546566009521484e+00
2.750002861022949219e+00,6.137414574623107910e-01,3.570505142211914062e+01,7.968598842620849609e+00
2.756966114044189453e+00,6.144363284111022949e-01,3.579545974731445312e+01,7.977620601654052734e+00
2.763929843902587891e+00,6.151287555694580078e-01,3.588587188720703125e+01,7.986610889434814453e+00
2.770893096923828125e+00,6.158189177513122559e-01,3.597628021240234375e+01,7.995571613311767578e+00
2.777856349945068359e+00,6.165066957473754883e-01,3.606668853759765625e+01,8.004501342773437500e+00
2.784819602966308594e+00,6.171921491622924805e-01,3.615709686279296875e+01,8.013401031494140625e+00
2.791782855987548828e+00,6.178752183914184570e-01,3.624750518798828125e+01,8.022270202636718750e+00
2.798745870590209961e+00,6.185559630393981934e-01,3.633791351318359375e+01,8.031108856201171875e+00
2.805709600448608398e+00,6.192343831062316895e-01,3.642832565307617188e+01,8.039916992187500000e+00
2.812672853469848633e+00,6.199104785919189453e-01,3.651873397827148438e+01,8.048695564270019531e+00
2.819636106491088867e+00,6.205843687057495117e-01,3.660914230346679688e+01,8.057444572448730469e+00
2.826599597930908203e+00,6.212558746337890625e-01,3.669955444335937500e+01,8.066163063049316406e+00
2.833562850952148438e+00,6.219251751899719238e-01,3.678996276855468750e+01,8.074852943420410156e+00
2.840526103973388672e+00,6.225920319557189941e-01,3.688037109375000000e+01,8.083511352539062500e+00
2.847489595413208008e+00,6.232566833496093750e-01,3.697078323364257812e+01,8.092141151428222656e+00
2.854452848434448242e+00,6.239191293716430664e-01,3.706119155883789062e+01,8.100742340087890625e+00
2.861416339874267578e+00,6.245792508125305176e-01,3.715160369873046875e+01,8.109313011169433594e+00
2.868379592895507812e+00,6.252371072769165039e-01,3.724201202392578125e+01,8.117854118347167969e+00
2.875342845916748047e+00,6.258927583694458008e-01,3.733242034912109375e+01,8.126366615295410156e+00
2.882306337356567383e+00,6.265460848808288574e-01,3.742283248901367188e+01,8.134849548339843750e+00
2.889269590377807617e+00,6.271972656250000000e-01,3.751324081420898438e+01,8.143303871154785156e+00
2.896232843399047852e+00,6.278461217880249023e-01,3.760364913940429688e+01,8.151728630065917969e+00
2.903196096420288086e+00,6.284927725791931152e-01,3.769405746459960938e+01,8.160124778747558594e+00
2.910159826278686523e+00,6.291372776031494141e-01,3.778446960449218750e+01,8.168492317199707031e+00
2.917123079299926758e+00,6.297794580459594727e-01,3.787487792968750000e+01,8.176830291748046875e+00
2.924086332321166992e+00,6.304194927215576172e-01,3.796528625488281250e+01,8.185140609741210938e+00
2.931049585342407227e+00,6.310573816299438477e-01,3.805569458007812500e+01,8.193422317504882812e+00
2.938012838363647461e+00,6.316930055618286133e-01,3.814610290527343750e+01,8.201675415039062500e+00
2.944976329803466797e+00,6.323264837265014648e-01,3.823651504516601562e+01,8.209899902343750000e+00
2.951939582824707031e+00,6.329577565193176270e-01,3.832692337036132812e+01,8.218096733093261719e+00
2.958903074264526367e+00,6.335868835449218750e-01,3.841733551025390625e+01,8.226264953613281250e+00
2.965866327285766602e+00,6.342138051986694336e-01,3.850774383544921875e+01,8.234404563903808594e+00
2.972829580307006836e+00,6.348385810852050781e-01,3.859815216064453125e+01,8.242516517639160156e+00
2.979793071746826172e+00,6.354611515998840332e-01,3.868856430053710938e+01,8.250599861145019531e+00
2.986756324768066406e+00,6.360816359519958496e-01,3.877897262573242188e+01,8.258655548095703125e+00
2.993719577789306641e+00,6.366999149322509766e-01,3.886938095092773438e+01,8.266683578491210938e+00
3.000683069229125977e+00,6.373161077499389648e-01,3.895979309082031250e+01,8.274683952331542969e+00
3.007646322250366211e+00,6.379302144050598145e-01,3.905020141601562500e+01,8.282656669616699219e+00
3.014609575271606445e+00,6.385421156883239746e-01,3.914060974121093750e+01,8.290601730346679688e+00
3.021573066711425781e+00,6.391519308090209961e-01,3.923102188110351562e+01,8.298519134521484375e+00
3.028536319732666016e+00,6.397596001625061035e-01,3.932143020629882812e+01,8.306408882141113281e+00
3.035499572753906250e+00,6.403652429580688477e-01,3.941183853149414062e+01,8.314272880554199219e+00
3.042462825775146484e+00,6.409687399864196777e-01,3.950224685668945312e+01,8.322108268737792969e+00
3.049426078796386719e+00,6.415701508522033691e-01,3.959265518188476562e+01,8.329916954040527344e+00
3.056389331817626953e+00,6.421695351600646973e-01,3.968306350708007812e+01,8.337698936462402344e+00
3.063353061676025391e+00,6.427667737007141113e-01,3.977347564697265625e+01,8.345453262329101562e+00
3.070316314697265625e+00,6.433619856834411621e-01,3.986388397216796875e+01,8.353180885314941406e+00
3.077279806137084961e+00,6.439551115036010742e-01,3.995429611206054688e+01,8.360881805419921875e+00
3.084243059158325195e+00,6.445462107658386230e-01,4.004470443725585938e+01,8.368556976318359375e+00
3.091206312179565430e+00,6.451352238655090332e-01,4.013511276245117188e+01,8.376204490661621094e+00
3.098169803619384766e+00,6.457221508026123047e-01,4.022552490234375000e+01,8.383824348449707031e+00
3.105133056640625000e+00,6.463071107864379883e-01,4.031593322753906250e+01,8.391419410705566406e+00
3.112096309661865234e+00,6.468899846076965332e-01,4.040634155273437500e+01,8.398987770080566406e+00
3.119059801101684570e+00,6.474707722663879395e-01,4.049675369262695312e+01,8.406528472900390625e+00
3.126023054122924805e+00,6.480495929718017578e-01,4.058716201782226562e+01,8.414043426513671875e+00
3.132986307144165039e+00,6.486264467239379883e-01,4.067757034301757812e+01,8.421532630920410156e+00
3.139949798583984375e+00,6.492011547088623047e-01,4.076798248291015625e+01,8.428995132446289062e+00
3.146913051605224609e+00,6.497738957405090332e-01,4.085839080810546875e+01,8.436430931091308594e+00
3.153876304626464844e+00,6.503446102142333984e-01,4.094879913330078125e+01,8.443840980529785156e+00
3.160840034484863281e+00,6.509134173393249512e-01,4.103921127319335938e+01,8.451226234436035156e+00
3.167803287506103516e+00,6.514801979064941406e-01,4.112961959838867188e+01,8.458584785461425781e+00
3.174766540527343750e+00,6.520449519157409668e-01,4.122002792358398438e+01,8.465917587280273438e+00
3.181729555130004883e+00,6.526077985763549805e-01,4.131043624877929688e+01,8.473225593566894531e+00
3.188692808151245117e+00,6.531686782836914062e-01,4.140084457397460938e+01,8.480507850646972656e+00
3.195656538009643555e+00,6.537275910377502441e-01,4.149125671386718750e+01,8.487764358520507812e+00
3.202619791030883789e+00,6.542844772338867188e-01,4.158166503906250000e+01,8.494995117187500000e+00
3.209583044052124023e+00,6.548394560813903809e-01,4.167207336425781250e+01,8.502200126647949219e+00
3.216546535491943359e+00,6.553923487663269043e-01,4.176248550415039062e+01,8.509379386901855469e+00
3.223509788513183594e+00,6.559435129165649414e-01,4.185289382934570312e+01,8.516534805297851562e+00
3.230473041534423828e+00,6.564925312995910645e-01,4.194330215454101562e+01,8.523663520812988281e+00
3.237436532974243164e+00,6.570397019386291504e-01,4.203371429443359375e+01,8.530767440795898438e+00
3.244399785995483398e+00,6.575849056243896484e-01,4.212412261962890625e+01,8.537846565246582031e+00
3.251363039016723633e+00,6.581281423568725586e-01,4.221453094482421875e+01,8.544899940490722656e+00
3.258326530456542969e+00,6.586696505546569824e-01,4.230494308471679688e+01,8.551930427551269531e+00
3.265289783477783203e+00,6.592091321945190430e-01,4.239535140991210938e+01,8.558935165405273438e+00
3.272253274917602539e+00,6.597467064857482910e-01,4.248576354980468750e+01,8.565914154052734375e+00
3.279216527938842773e+00,6.602824330329895020e-01,4.257617187500000000e+01,8.572870254516601562e+00
3.286179780960083008e+00,6.608161926269531250e-01,4.266658020019531250e+01,8.579800605773925781e+00
3.293143510818481445e+00,6.613479852676391602e-01,4.275699234008789062e+01,8.586705207824707031e+00
3.300106763839721680e+00,6.618780493736267090e-01,4.284740066528320312e+01,8.593586921691894531e+00
3.307070016860961914e+00,6.624061465263366699e-01,4.293780899047851562e+01,8.600443840026855469e+00
3.314033269882202148e+00,6.629323959350585938e-01,4.302821731567382812e+01,8.607275962829589844e+00
3.320996522903442383e+00,6.634567379951477051e-01,4.311862564086914062e+01,8.614084243774414062e+00
3.327959775924682617e+00,6.639792323112487793e-01,4.320903396606445312e+01,8.620867729187011719e+00
3.334923267364501953e+00,6.644998788833618164e-01,4.329944610595703125e+01,8.627628326416015625e+00
3.341886520385742188e+00,6.650186777114868164e-01,4.338985443115234375e+01,8.634364128112792969e+00
3.348849773406982422e+00,6.655356287956237793e-01,4.348026275634765625e+01,8.641076087951660156e+00
3.355813264846801758e+00,6.660507917404174805e-01,4.357067489624023438e+01,8.647764205932617188e+00
3.362776517868041992e+00,6.665640473365783691e-01,4.366108322143554688e+01,8.654428482055664062e+00
3.369740009307861328e+00,6.670754551887512207e-01,4.375149536132812500e+01,8.661067962646484375e+00
3.376703262329101562e+00,6.675850152969360352e-01,4.384190368652343750e+01,8.667684555053710938e+00
3.383666515350341797e+00,6.680927872657775879e-01,4.393231201171875000e+01,8.674277305603027344e+00
3.390630006790161133e+00,6.685986518859863281e-01,4.402272415161132812e+01,8.680845260620117188e+00
3.397593259811401367e+00,6.691027879714965820e-01,4.411313247680664062e+01,8.687390327453613281e+00
3.404556512832641602e+00,6.696050167083740234e-01,4.420354080200195312e+01,8.693911552429199219e+00
3.411520004272460938e+00,6.701055169105529785e-01,4.429395294189453125e+01,8.700409889221191406e+00
3.418483257293701172e+00,6.706042885780334473e-01,4.438436126708984375e+01,8.706885337829589844e+00
3.425446510314941406e+00,6.711012721061706543e-01,4.447476959228515625e+01,8.713337898254394531e+00
3.432409763336181641e+00,6.715964078903198242e-01,4.456517791748046875e+01,8.719766616821289062e+00
3.439373016357421875e+00,6.720897555351257324e-01,4.465558624267578125e+01,8.726172447204589844e+00
3.446336269378662109e+00,6.725813746452331543e-01,4.474599456787109375e+01,8.732555389404296875e+00
3.453299999237060547e+00,6.730711460113525391e-01,4.483640670776367188e+01,8.738914489746093750e+00
3.460263252258300781e+00,6.735591888427734375e-01,4.492681503295898438e+01,8.745250701904296875e+00
3.467226505279541016e+00,6.740454435348510742e-01,4.501722335815429688e+01,8.751564025878906250e+00
3.474189996719360352e+00,6.745299696922302246e-01,4.510763549804687500e+01,8.757855415344238281e+00
3.481153249740600586e+00,6.750126481056213379e-01,4.519804382324218750e+01,8.764122009277343750e+00
3.488116741180419922e+00,6.754937171936035156e-01,4.528845596313476562e+01,8.770367622375488281e+00
3.495079994201660156e+00,6.759728789329528809e-01,4.537886428833007812e+01,8.776589393615722656e+00
3.502043247222900391e+00,6.764503717422485352e-01,4.546927261352539062e+01,8.782789230346679688e+00
3.509006738662719727e+00,6.769261360168457031e-01,4.555968475341796875e+01,8.788966178894042969e+00
3.515969991683959961e+00,6.774002313613891602e-01,4.565009307861328125e+01,8.795121192932128906e+00
3.522933244705200195e+00,6.778724789619445801e-01,4.574050140380859375e+01,8.801253318786621094e+00
3.529896736145019531e+00,6.783431172370910645e-01,4.583091354370117188e+01,8.807363510131835938e+00
3.536859989166259766e+00,6.788119673728942871e-01,4.592132186889648438e+01,8.813450813293457031e+00
3.543823242187500000e+00,6.792792081832885742e-01,4.601173019409179688e+01,8.819517135620117188e+00
3.550786972045898438e+00,6.797446608543395996e-01,4.610214233398437500e+01,8.825560569763183594e+00
3.557750225067138672e+00,6.802084445953369141e-01,4.619255065917968750e+01,8.831582069396972656e+00
3.564713478088378906e+00,6.806704998016357422e-01,4.628295898437500000e+01,8.837581634521484375e+00
3.571676492691040039e+00,6.811308860778808594e-01,4.637336730957031250e+01,8.843559265136718750e+00
3.578639745712280273e+00,6.815896034240722656e-01,4.646377563476562500e+01,8.849514961242675781e+00
3.585603475570678711e+00,6.820466518402099609e-01,4.655418777465820312e+01,8.855448722839355469e+00
3.592566728591918945e+00,6.825019717216491699e-01,4.664459609985351562e+01,8.861360549926757812e+00
3.599529981613159180e+00,6.829556226730346680e-01,4.673500442504882812e+01,8.867250442504882812e+00
3.606493473052978516e+00,6.834076046943664551e-01,4.682541656494140625e+01,8.873119354248046875e+00
3.613456726074218750e+00,6.838578581809997559e-01,4.691582489013671875e+01,8.878965377807617188e+00
3.620419979095458984e+00,6.843065023422241211e-01,4.700623321533203125e+01,8.884790420532226562e+00
3.627383470535278320e+00,6.847535371780395508e-01,4.709664535522460938e+01,8.890594482421875000e+00
3.634346723556518555e+00,6.851989030838012695e-01,4.718705368041992188e+01,8.896376609802246094e+00
3.641309976577758789e+00,6.856425404548645020e-01,4.727746200561523438e+01,8.902136802673339844e+00
3.648273468017578125e+00,6.860846281051635742e-01,4.736787414550781250e+01,8.907876968383789062e+00
3.655236721038818359e+00,6.865250468254089355e-01,4.745828247070312500e+01,8.913595199584960938e+00
3.662199974060058594e+00,6.869637966156005859e-01,4.754869079589843750e+01,8.919291496276855469e+00
3.669163465499877930e+00,6.874009370803833008e-01,4.763910293579101562e+01,8.924966812133789062e+00
3.676126718521118164e+00,6.878364682197570801e-01,4.772951126098632812e+01,8.930622100830078125e+00
3.683090448379516602e+00,6.882703900337219238e-01,4.781992340087890625e+01,8.936255455017089844e+00
3.690053701400756836e+00,6.887027025222778320e-01,4.791033172607421875e+01,8.941868782043457031e+00
3.697016954421997070e+00,6.891333460807800293e-01,4.800074005126953125e+01,8.947460174560546875e+00
3.703980207443237305e+00,6.895624399185180664e-01,4.809114837646484375e+01,8.953031539916992188e+00
3.710943460464477539e+00,6.899899244308471680e-01,4.818155670166015625e+01,8.958581924438476562e+00
3.717906713485717773e+00,6.904157996177673340e-01,4.827196502685546875e+01,8.964111328125000000e+00
3.724870204925537109e+00,6.908400654792785645e-01,4.836237716674804688e+01,8.969619750976562500e+00
3.731833457946777344e+00,6.912627816200256348e-01,4.845278549194335938e+01,8.975108146667480469e+00
3.738796710968017578e+00,6.916838884353637695e-01,4.854319381713867188e+01,8.980575561523437500e+00
3.745760202407836914e+00,6.921034455299377441e-01,4.863360595703125000e+01,8.986022949218750000e+00
3.752723455429077148e+00,6.925213932991027832e-01,4.872401428222656250e+01,8.991449356079101562e+00
3.759686708450317383e+00,6.929377913475036621e-01,4.881442260742187500e+01,8.996855735778808594e+00
3.766650199890136719e+00,6.933526396751403809e-01,4.890483474731445312e+01,9.002242088317871094e+00
3.773613452911376953e+00,6.937658786773681641e-01,4.899524307250976562e+01,9.007607460021972656e+00
3.780576705932617188e+00,6.941775679588317871e-01,4.908565139770507812e+01,9.012952804565429688e+00
3.787540197372436523e+00,6.945877075195312500e-01,4.917606353759765625e+01,9.018277168273925781e+00
3.794503450393676758e+00,6.949962973594665527e-01,4.926647186279296875e+01,9.023582458496093750e+00
3.801466941833496094e+00,6.954033374786376953e-01,4.935688400268554688e+01,9.028867721557617188e+00
3.808430194854736328e+00,6.958088874816894531e-01,4.944729232788085938e+01,9.034132957458496094e+00
3.815393447875976562e+00,6.962128281593322754e-01,4.953770065307617188e+01,9.039377212524414062e+00
3.822356700897216797e+00,6.966152191162109375e-01,4.962810897827148438e+01,9.044602394104003906e+00
3.829319953918457031e+00,6.970161199569702148e-01,4.971851730346679688e+01,9.049807548522949219e+00
3.836283206939697266e+00,6.974155306816101074e-01,4.980892562866210938e+01,9.054992675781250000e+00
3.843246936798095703e+00,6.978133916854858398e-01,4.989933776855468750e+01,9.060158729553222656e+00
3.850210189819335938e+00,6.982097625732421875e-01,4.998974609375000000e+01,9.065304756164550781e+00
3.857173442840576172e+00,6.986045241355895996e-01,5.008015441894531250e+01,9.070430755615234375e+00
3.864136934280395508e+00,6.989978551864624023e-01,5.017056655883789062e+01,9.075537681579589844e+00
3.871100187301635742e+00,6.993897557258605957e-01,5.026097488403320312e+01,9.080625534057617188e+00
3.878063440322875977e+00,6.997800469398498535e-01,5.035138320922851562e+01,9.085693359375000000e+00
3.885026931762695312e+00,7.001688480377197266e-01,5.044179534912109375e+01,9.090741157531738281e+00
3.891990184783935547e+00,7.005562186241149902e-01,5.053220367431640625e+01,9.095770835876464844e+00
3.898953676223754883e+00,7.009420394897460938e-01,5.062261581420898438e+01,9.100779533386230469e+00
3.905916929244995117e+00,7.013264298439025879e-01,5.071302413940429688e+01,9.105771064758300781e+00
3.912880182266235352e+00,7.017092704772949219e-01,5.080343246459960938e+01,9.110741615295410156e+00
3.919843673706054688e+00,7.020906805992126465e-01,5.089384460449218750e+01,9.115693092346191406e+00
3.926806926727294922e+00,7.024707198143005371e-01,5.098425292968750000e+01,9.120627403259277344e+00
3.933770179748535156e+00,7.028490900993347168e-01,5.107466125488281250e+01,9.125540733337402344e+00
3.940733909606933594e+00,7.032261490821838379e-01,5.116507339477539062e+01,9.130435943603515625e+00
3.947697162628173828e+00,7.036016583442687988e-01,5.125548171997070312e+01,9.135311126708984375e+00
3.954660177230834961e+00,7.039757966995239258e-01,5.134589004516601562e+01,9.140169143676757812e+00
3.961623430252075195e+00,7.043484449386596680e-01,5.143629837036132812e+01,9.145007133483886719e+00
3.968586683273315430e+00,7.047196030616760254e-01,5.152670669555664062e+01,9.149826049804687500e+00
3.975549936294555664e+00,7.050893306732177734e-01,5.161711502075195312e+01,9.154626846313476562e+00
3.982513666152954102e+00,7.054576277732849121e-01,5.170752716064453125e+01,9.159408569335937500e+00
3.989476919174194336e+00,7.058244943618774414e-01,5.179793548583984375e+01,9.164172172546386719e+00
3.996440410614013672e+00,7.061898708343505859e-01,5.188834762573242188e+01,9.168915748596191406e+00
4.003403663635253906e+00,7.065538763999938965e-01,5.197875595092773438e+01,9.173642158508300781e+00
4.010366916656494141e+00,7.069164514541625977e-01,5.206916427612304688e+01,9.178349494934082031e+00
4.017330169677734375e+00,7.072775959968566895e-01,5.215957260131835938e+01,9.183038711547851562e+00
4.024293422698974609e+00,7.076373100280761719e-01,5.224998092651367188e+01,9.187708854675292969e+00
4.031257152557373047e+00,7.079955935478210449e-01,5.234039688110351562e+01,9.192360877990722656e+00
4.038220405578613281e+00,7.083525061607360840e-01,5.243080520629882812e+01,9.196994781494140625e+00
4.045183658599853516e+00,7.087079882621765137e-01,5.252121353149414062e+01,9.201610565185546875e+00
4.052146911621093750e+00,7.090621590614318848e-01,5.261162185668945312e+01,9.206208229064941406e+00
4.059110164642333984e+00,7.094148397445678711e-01,5.270203018188476562e+01,9.210787773132324219e+00
4.066073894500732422e+00,7.097661495208740234e-01,5.279244613647460938e+01,9.215349197387695312e+00
4.073037147521972656e+00,7.101160883903503418e-01,5.288285446166992188e+01,9.219892501831054688e+00
4.080000400543212891e+00,7.104645967483520508e-01,5.297326278686523438e+01,9.224417686462402344e+00
4.086963653564453125e+00,7.108118534088134766e-01,5.306367111206054688e+01,9.228925704956054688e+00
4.093926906585693359e+00,7.111576199531555176e-01,5.315407943725585938e+01,9.233415603637695312e+00
4.100890159606933594e+00,7.115019559860229492e-01,5.324448776245117188e+01,9.237886428833007812e+00
4.107853889465332031e+00,7.118450999259948730e-01,5.333489990234375000e+01,9.242341041564941406e+00
4.114817142486572266e+00,7.121867537498474121e-01,5.342530822753906250e+01,9.246777534484863281e+00
4.121780395507812500e+00,7.125270366668701172e-01,5.351571655273437500e+01,9.251194953918457031e+00
4.128743648529052734e+00,7.128658890724182129e-01,5.360612487792968750e+01,9.255595207214355469e+00
4.135706901550292969e+00,7.132035493850708008e-01,5.369653320312500000e+01,9.259979248046875000e+00
4.142670154571533203e+00,7.135396599769592285e-01,5.378694152832031250e+01,9.264343261718750000e+00
4.149633884429931641e+00,7.138745784759521484e-01,5.387735748291015625e+01,9.268691062927246094e+00
4.156597137451171875e+00,7.142081260681152344e-01,5.396776580810546875e+01,9.273021697998046875e+00
4.163560390472412109e+00,7.145403027534484863e-01,5.405817413330078125e+01,9.277335166931152344e+00
4.170523643493652344e+00,7.148711681365966797e-01,5.414858245849609375e+01,9.281630516052246094e+00
4.177486896514892578e+00,7.152007222175598145e-01,5.423899078369140625e+01,9.285909652709960938e+00
4.184450626373291016e+00,7.155289649963378906e-01,5.432940673828125000e+01,9.290171623229980469e+00
4.191413879394531250e+00,7.158558368682861328e-01,5.441981506347656250e+01,9.294415473937988281e+00
4.198377132415771484e+00,7.161814570426940918e-01,5.451022338867187500e+01,9.298643112182617188e+00
4.205340385437011719e+00,7.165057063102722168e-01,5.460063171386718750e+01,9.302852630615234375e+00
4.212303638458251953e+00,7.168285846710205078e-01,5.469104003906250000e+01,9.307044982910156250e+00
4.219266891479492188e+00,7.171501517295837402e-01,5.478144836425781250e+01,9.311220169067382812e+00
4.226230621337890625e+00,7.174703478813171387e-01,5.487186050415039062e+01,9.315377235412597656e+00
4.233193874359130859e+00,7.177893519401550293e-01,5.496226882934570312e+01,9.319519042968750000e+00
4.240157127380371094e+00,7.181069850921630859e-01,5.505267715454101562e+01,9.323643684387207031e+00
4.247120380401611328e+00,7.184233665466308594e-01,5.514308547973632812e+01,9.327751159667968750e+00
4.254083633422851562e+00,7.187383770942687988e-01,5.523349380493164062e+01,9.331841468811035156e+00
4.261047363281250000e+00,7.190522551536560059e-01,5.532390975952148438e+01,9.335916519165039062e+00
4.268010616302490234e+00,7.193648219108581543e-01,5.541431808471679688e+01,9.339974403381347656e+00
4.274973869323730469e+00,7.196760773658752441e-01,5.550472640991210938e+01,9.344016075134277344e+00
4.281937122344970703e+00,7.199860811233520508e-01,5.559513473510742188e+01,9.348040580749511719e+00
4.288900375366210938e+00,7.202946543693542480e-01,5.568554306030273438e+01,9.352046966552734375e+00
4.295863628387451172e+00,7.206019759178161621e-01,5.577595138549804688e+01,9.356037139892578125e+00
4.302827358245849609e+00,7.209081053733825684e-01,5.586636734008789062e+01,9.360012054443359375e+00
4.309790611267089844e+00,7.212129235267639160e-01,5.595677566528320312e+01,9.363969802856445312e+00
4.316753864288330078e+00,7.215165495872497559e-01,5.604718399047851562e+01,9.367912292480468750e+00
4.323717117309570312e+00,7.218189239501953125e-01,5.613759231567382812e+01,9.371837615966796875e+00
4.330680370330810547e+00,7.221200466156005859e-01,5.622800064086914062e+01,9.375747680664062500e+00
4.337643623352050781e+00,7.224199175834655762e-01,5.631840896606445312e+01,9.379640579223632812e+00
4.344607353210449219e+00,7.227184772491455078e-01,5.640882110595703125e+01,9.383517265319824219e+00
4.351570606231689453e+00,7.230157852172851562e-01,5.649922943115234375e+01,9.387377738952636719e+00
4.358533859252929688e+00,7.233118414878845215e-01,5.658963775634765625e+01,9.391221046447753906e+00
4.365497112274169922e+00,7.236066460609436035e-01,5.668004608154296875e+01,9.395049095153808594e+00
4.372460365295410156e+00,7.239002585411071777e-01,5.677045440673828125e+01,9.398860931396484375e+00
4.379424095153808594e+00,7.241926789283752441e-01,5.686087036132812500e+01,9.402657508850097656e+00
4.386387348175048828e+00,7.244837284088134766e-01,5.695127868652343750e+01,9.406436920166015625e+00
4.393350601196289062e+00,7.247737050056457520e-01,5.704168701171875000e+01,9.410202026367187500e+00
4.400313854217529297e+00,7.250623703002929688e-01,5.713209533691406250e+01,9.413949966430664062e+00
4.407277107238769531e+00,7.253499627113342285e-01,5.722250366210937500e+01,9.417683601379394531e+00
4.414240360260009766e+00,7.256363034248352051e-01,5.731291198730468750e+01,9.421401023864746094e+00
4.421204090118408203e+00,7.259213328361511230e-01,5.740332794189453125e+01,9.425102233886718750e+00
4.428167343139648438e+00,7.262051701545715332e-01,5.749373626708984375e+01,9.428787231445312500e+00
4.435130596160888672e+00,7.264878153800964355e-01,5.758414459228515625e+01,9.432456970214843750e+00
4.442093849182128906e+00,7.267692089080810547e-01,5.767455291748046875e+01,9.436110496520996094e+00
4.449057102203369141e+00,7.270494699478149414e-01,5.776496124267578125e+01,9.439749717712402344e+00
4.456020832061767578e+00,7.273284792900085449e-01,5.785537719726562500e+01,9.443371772766113281e+00
4.462984085083007812e+00,7.276063561439514160e-01,5.794578552246093750e+01,9.446979522705078125e+00
4.469947338104248047e+00,7.278830409049987793e-01,5.803619384765625000e+01,9.450572013854980469e+00
4.476910591125488281e+00,7.281585335731506348e-01,5.812660217285156250e+01,9.454149246215820312e+00
4.483873844146728516e+00,7.284328341484069824e-01,5.821701049804687500e+01,9.457710266113281250e+00
4.490837097167968750e+00,7.287060022354125977e-01,5.830741882324218750e+01,9.461256980895996094e+00
4.497800827026367188e+00,7.289779782295227051e-01,5.839783096313476562e+01,9.464788436889648438e+00
4.504764080047607422e+00,7.292488217353820801e-01,5.848823928833007812e+01,9.468304634094238281e+00
