step,Cf_x05,Cf_x2,Cf_x6,xr_h,r_gradu,r_gradk,r_gradw,dF1_inf,dF1_l2,xr_gradu,xr_gradk,xr_gradw
10000,-0.007396623481873583,-0.004539015603288635,0.00039338978749232494,5.03411350184917,0.9974026502275826,0.9844771444942232,0.9999990270896463,0.03325935102734323,0.0019347938643935248,0.9363068599665009,0.9916774750240817,1.0000488145444675
20000,-0.0073966004959752675,-0.004539032211946037,0.00039337955047750295,5.034098390698323,0.9974022756867339,0.9844724840199762,0.9999990628484473,0.03325543797013086,0.0019350740322458828,0.9363070744460685,0.991677589895073,1.0000488190787382
30000,-0.007396596642956586,-0.004539022063706143,0.00039337122937546155,5.034104114164051,0.9974002470186362,0.9844686361395566,0.9999990382692495,0.03326646170726255,0.0019359518354284651,0.9363069782921775,0.9916771398913158,1.0000488611451515
40000,-0.007396593291325001,-0.004539035210456576,0.0003933893456928321,5.034109653249209,0.9973991791792463,0.9844659633735456,0.9999990320450712,0.033285187891844314,0.001936418912629586,0.9363071310313794,0.9916775635185648,1.000048881981863
50000,-0.007396588815589871,-0.004539011997487983,0.0003933892990882907,5.034106783508833,0.9973990085058144,0.9844634967500204,0.999999060230832,0.033298478107426366,0.001936913291017597,0.9363074161821276,0.9916774323553416,1.0000488701972368
60000,-0.0073965816269028475,-0.004539023678056819,0.0003933889065743212,5.034076150669674,0.9973973206347778,0.9844607136668311,0.999999086125888,0.033290964645187215,0.0019372967656845232,0.9363073658196761,0.991677222743327,1.0000488373506984
70000,-0.0073965807842250484,-0.004539004343091875,0.0003934018924187932,5.034076869581206,0.9973973998734278,0.984457116894556,0.9999990557872098,0.03327867426117126,0.001937653635366352,0.9363073850306523,0.9916774771918925,1.000048830347869
80000,-0.007396559299093932,-0.004539041361432512,0.00039339384208033506,5.034031100628582,0.9973957074655535,0.9844537864932478,0.9999990689900025,0.03329103251784005,0.0019381119117157966,0.9363077901689529,0.9916773644060192,1.0000488349021228
90000,-0.007396543986387188,-0.004539016627228876,0.0003933910608479989,5.034068203365536,0.9973953072677649,0.98445405011462,0.9999990811892063,0.03329721348231318,0.0019383881577628341,0.9363081237461002,0.9916778105300624,1.0000488090389432
100000,-0.0073965489748954415,-0.004539005772533594,0.0003934302610775753,5.034071666694728,0.9973954834739035,0.9844509639491046,0.9999990430618437,0.03332867994600608,0.001938577232123036,0.9363067942538259,0.991677632713835,1.0000488317528329
