# c3x vane — 平滑化輪郭 (周期スプライン, s=0.05*m)
# 入力: vane_c3x_profile.csv (表の点 + 復元円弧)
# 検査: 表点からの max 0.01040 cm / 折れ角 max 3.78° / R_LE 1.179 R_TE 0.188 cm
i,x_cm,y_cm
1104,6.18860,5.43951
1105,6.19178,5.43002
1106,6.19497,5.42053
1107,6.19815,5.41105
1108,6.20133,5.40156
1109,6.20452,5.39207
1110,6.20770,5.38258
1111,6.21088,5.37309
1112,6.21406,5.36361
1113,6.21724,5.35412
1114,6.22042,5.34463
1115,6.22359,5.33514
1116,6.22677,5.32565
1117,6.22995,5.31616
1118,6.23312,5.30667
1119,6.23630,5.29718
1120,6.23947,5.28769
1121,6.24265,5.27820
1122,6.24582,5.26870
1123,6.24899,5.25921
1124,6.25216,5.24972
1125,6.25533,5.24023
1126,6.25850,5.23074
1127,6.26167,5.22125
1128,6.26484,5.21175
1129,6.26800,5.20226
1130,6.27117,5.19277
1131,6.27434,5.18327
1132,6.27750,5.17378
1133,6.28067,5.16429
1134,6.28383,5.15479
1135,6.28699,5.14530
1136,6.29015,5.13580
1137,6.29332,5.12631
1138,6.29648,5.11681
1139,6.29964,5.10732
1140,6.30279,5.09782
1141,6.30595,5.08832
1142,6.30911,5.07883
1143,6.31227,5.06933
1144,6.31542,5.05984
1145,6.31858,5.05034
1146,6.32173,5.04084
1147,6.32488,5.03134
1148,6.32804,5.02185
1149,6.33119,5.01235
1150,6.33434,5.00285
1151,6.33749,4.99335
1152,6.34064,4.98385
1153,6.34379,4.97435
1154,6.34694,4.96485
1155,6.35008,4.95535
1156,6.35323,4.94585
1157,6.35638,4.93635
1158,6.35952,4.92685
1159,6.36266,4.91735
1160,6.36581,4.90785
1161,6.36895,4.89835
1162,6.37209,4.88885
1163,6.37523,4.87935
1164,6.37837,4.86985
1165,6.38151,4.86034
1166,6.38465,4.85084
1167,6.38779,4.84134
1168,6.39092,4.83183
1169,6.39406,4.82233
1170,6.39719,4.81283
1171,6.40033,4.80332
1172,6.40346,4.79382
1173,6.40659,4.78431
1174,6.40973,4.77481
1175,6.41286,4.76530
1176,6.41599,4.75580
1177,6.41911,4.74629
1178,6.42224,4.73679
1179,6.42537,4.72728
1180,6.42850,4.71778
1181,6.43162,4.70827
1182,6.43475,4.69876
1183,6.43787,4.68925
1184,6.44100,4.67975
1185,6.44412,4.67024
1186,6.44724,4.66073
1187,6.45036,4.65122
1188,6.45348,4.64171
1189,6.45660,4.63221
1190,6.45972,4.62270
1191,6.46284,4.61319
1192,6.46595,4.60368
1193,6.46907,4.59417
1194,6.47218,4.58466
1195,6.47530,4.57515
1196,6.47841,4.56564
1197,6.48152,4.55612
1198,6.48463,4.54661
1199,6.48774,4.53710
1200,6.49085,4.52759
1201,6.49396,4.51808
1202,6.49707,4.50856
1203,6.50018,4.49905
1204,6.50328,4.48954
1205,6.50639,4.48003
1206,6.50949,4.47051
1207,6.51260,4.46100
1208,6.51570,4.45148
1209,6.51880,4.44197
1210,6.52190,4.43245
1211,6.52500,4.42294
1212,6.52810,4.41342
1213,6.53120,4.40391
1214,6.53430,4.39439
1215,6.53739,4.38488
1216,6.54049,4.37536
1217,6.54358,4.36584
1218,6.54668,4.35633
1219,6.54977,4.34681
1220,6.55286,4.33729
1221,6.55595,4.32777
1222,6.55904,4.31825
1223,6.56213,4.30874
1224,6.56522,4.29922
1225,6.56831,4.28970
1226,6.57139,4.28018
1227,6.57448,4.27066
1228,6.57756,4.26114
1229,6.58065,4.25162
1230,6.58373,4.24210
1231,6.58681,4.23258
1232,6.58989,4.22305
1233,6.59297,4.21353
1234,6.59605,4.20401
1235,6.59913,4.19449
1236,6.60221,4.18497
1237,6.60528,4.17544
1238,6.60836,4.16592
1239,6.61143,4.15640
1240,6.61451,4.14687
1241,6.61758,4.13735
1242,6.62065,4.12783
1243,6.62372,4.11830
1244,6.62679,4.10878
1245,6.62986,4.09925
1246,6.63293,4.08973
1247,6.63600,4.08020
1248,6.63906,4.07067
1249,6.64213,4.06115
1250,6.64519,4.05162
1251,6.64826,4.04209
1252,6.65132,4.03257
1253,6.65438,4.02304
1254,6.65744,4.01351
1255,6.66050,4.00398
1256,6.66356,3.99446
1257,6.66662,3.98493
1258,6.66968,3.97540
1259,6.67273,3.96587
1260,6.67579,3.95634
1261,6.67884,3.94681
1262,6.68190,3.93728
1263,6.68495,3.92775
1264,6.68800,3.91822
1265,6.69105,3.90869
1266,6.69410,3.89915
1267,6.69715,3.88962
1268,6.70020,3.88009
1269,6.70324,3.87056
1270,6.70629,3.86103
1271,6.70933,3.85149
1272,6.71238,3.84196
1273,6.71542,3.83243
1274,6.71846,3.82289
1275,6.72150,3.81336
1276,6.72455,3.80382
1277,6.72758,3.79429
1278,6.73062,3.78476
1279,6.73366,3.77522
1280,6.73670,3.76568
1281,6.73973,3.75615
1282,6.74277,3.74661
1283,6.74580,3.73708
1284,6.74883,3.72754
1285,6.75187,3.71800
1286,6.75490,3.70847
1287,6.75793,3.69893
1288,6.76096,3.68939
1289,6.76399,3.67985
1290,6.76701,3.67031
1291,6.77004,3.66077
1292,6.77306,3.65124
1293,6.77609,3.64170
1294,6.77911,3.63216
1295,6.78214,3.62262
1296,6.78516,3.61308
1297,6.78818,3.60354
1298,6.79120,3.59399
1299,6.79422,3.58445
1300,6.79724,3.57491
1301,6.80025,3.56537
1302,6.80327,3.55583
1303,6.80628,3.54629
1304,6.80930,3.53674
1305,6.81231,3.52720
1306,6.81532,3.51766
1307,6.81834,3.50811
1308,6.82135,3.49857
1309,6.82436,3.48903
1310,6.82736,3.47948
1311,6.83037,3.46994
1312,6.83338,3.46039
1313,6.83639,3.45085
1314,6.83939,3.44130
1315,6.84239,3.43176
1316,6.84540,3.42221
1317,6.84840,3.41266
1318,6.85140,3.40312
1319,6.85440,3.39357
1320,6.85740,3.38402
1321,6.86040,3.37447
1322,6.86340,3.36493
1323,6.86639,3.35538
1324,6.86939,3.34583
1325,6.87238,3.33628
1326,6.87538,3.32673
1327,6.87837,3.31718
1328,6.88136,3.30763
1329,6.88435,3.29808
1330,6.88734,3.28853
1331,6.89033,3.27898
1332,6.89332,3.26943
1333,6.89631,3.25988
1334,6.89930,3.25033
1335,6.90228,3.24078
1336,6.90527,3.23123
1337,6.90825,3.22167
1338,6.91123,3.21212
1339,6.91421,3.20257
1340,6.91719,3.19302
1341,6.92017,3.18346
1342,6.92315,3.17391
1343,6.92613,3.16435
1344,6.92911,3.15480
1345,6.93208,3.14525
1346,6.93506,3.13569
1347,6.93803,3.12614
1348,6.94101,3.11658
1349,6.94398,3.10702
1350,6.94695,3.09747
1351,6.94992,3.08791
1352,6.95289,3.07836
1353,6.95586,3.06880
1354,6.95883,3.05924
1355,6.96179,3.04968
1356,6.96476,3.04013
1357,6.96772,3.03057
1358,6.97069,3.02101
1359,6.97365,3.01145
1360,6.97661,3.00189
1361,6.97957,2.99233
1362,6.98253,2.98277
1363,6.98549,2.97321
1364,6.98845,2.96365
1365,6.99141,2.95409
1366,6.99437,2.94453
1367,6.99732,2.93497
1368,7.00028,2.92541
1369,7.00323,2.91585
1370,7.00618,2.90629
1371,7.00913,2.89672
1372,7.01209,2.88716
1373,7.01504,2.87760
1374,7.01798,2.86804
1375,7.02093,2.85847
1376,7.02388,2.84891
1377,7.02683,2.83935
1378,7.02977,2.82978
1379,7.03271,2.82022
1380,7.03566,2.81065
1381,7.03860,2.80109
1382,7.04154,2.79152
1383,7.04448,2.78196
1384,7.04742,2.77239
1385,7.05036,2.76282
1386,7.05330,2.75326
1387,7.05624,2.74369
1388,7.05917,2.73412
1389,7.06211,2.72456
1390,7.06504,2.71499
1391,7.06797,2.70542
1392,7.07090,2.69585
1393,7.07384,2.68628
1394,7.07677,2.67672
1395,7.07970,2.66715
1396,7.08262,2.65758
1397,7.08555,2.64801
1398,7.08848,2.63844
1399,7.09140,2.62887
1400,7.09433,2.61930
1401,7.09725,2.60973
1402,7.10017,2.60016
1403,7.10310,2.59058
1404,7.10602,2.58101
1405,7.10894,2.57144
1406,7.11185,2.56187
1407,7.11477,2.55230
1408,7.11769,2.54272
1409,7.12061,2.53315
1410,7.12352,2.52358
1411,7.12643,2.51400
1412,7.12935,2.50443
1413,7.13226,2.49485
1414,7.13517,2.48528
1415,7.13808,2.47570
1416,7.14099,2.46613
1417,7.14390,2.45655
1418,7.14681,2.44698
1419,7.14971,2.43740
1420,7.15262,2.42783
1421,7.15552,2.41825
1422,7.15843,2.40867
1423,7.16133,2.39910
1424,7.16423,2.38952
1425,7.16713,2.37994
1426,7.17003,2.37036
1427,7.17293,2.36078
1428,7.17583,2.35121
1429,7.17873,2.34163
1430,7.18162,2.33205
1431,7.18452,2.32247
1432,7.18741,2.31289
1433,7.19031,2.30331
1434,7.19320,2.29373
1435,7.19609,2.28415
1436,7.19898,2.27457
1437,7.20187,2.26499
1438,7.20476,2.25541
1439,7.20765,2.24582
1440,7.21053,2.23624
1441,7.21342,2.22666
1442,7.21631,2.21708
1443,7.21919,2.20749
1444,7.22207,2.19791
1445,7.22495,2.18833
1446,7.22784,2.17874
1447,7.23072,2.16916
1448,7.23359,2.15958
1449,7.23647,2.14999
1450,7.23935,2.14041
1451,7.24223,2.13082
1452,7.24510,2.12124
1453,7.24798,2.11165
1454,7.25085,2.10206
1455,7.25372,2.09248
1456,7.25659,2.08289
1457,7.25946,2.07331
1458,7.26233,2.06372
1459,7.26520,2.05413
1460,7.26807,2.04454
1461,7.27094,2.03496
1462,7.27380,2.02537
1463,7.27667,2.01578
1464,7.27953,2.00619
1465,7.28240,1.99660
1466,7.28526,1.98701
1467,7.28812,1.97742
1468,7.29098,1.96783
1469,7.29384,1.95824
1470,7.29670,1.94865
1471,7.29955,1.93906
1472,7.30241,1.92947
1473,7.30527,1.91988
1474,7.30812,1.91029
1475,7.31097,1.90069
1476,7.31383,1.89110
1477,7.31668,1.88151
1478,7.31953,1.87192
1479,7.32238,1.86232
1480,7.32523,1.85273
1481,7.32808,1.84314
1482,7.33092,1.83354
1483,7.33377,1.82395
1484,7.33661,1.81435
1485,7.33946,1.80476
1486,7.34230,1.79517
1487,7.34514,1.78557
1488,7.34799,1.77597
1489,7.35083,1.76638
1490,7.35366,1.75678
1491,7.35650,1.74719
1492,7.35934,1.73759
1493,7.36218,1.72799
1494,7.36501,1.71840
1495,7.36785,1.70880
1496,7.37068,1.69920
1497,7.37351,1.68960
1498,7.37635,1.68000
1499,7.37918,1.67040
1500,7.38201,1.66081
1501,7.38483,1.65121
1502,7.38766,1.64161
1503,7.39049,1.63201
1504,7.39332,1.62241
1505,7.39614,1.61281
1506,7.39896,1.60321
1507,7.40179,1.59361
1508,7.40461,1.58400
1509,7.40743,1.57440
1510,7.41025,1.56480
1511,7.41307,1.55520
1512,7.41589,1.54560
1513,7.41871,1.53599
1514,7.42152,1.52639
1515,7.42434,1.51679
1516,7.42715,1.50718
1517,7.42997,1.49758
1518,7.43278,1.48798
1519,7.43559,1.47837
1520,7.43840,1.46877
1521,7.44121,1.45916
1522,7.44402,1.44956
1523,7.44683,1.43995
1524,7.44964,1.43035
1525,7.45244,1.42074
1526,7.45525,1.41114
1527,7.45805,1.40153
1528,7.46085,1.39192
1529,7.46366,1.38232
1530,7.46646,1.37271
1531,7.46926,1.36310
1532,7.47206,1.35349
1533,7.47485,1.34388
1534,7.47765,1.33428
1535,7.48045,1.32467
1536,7.48324,1.31506
1537,7.48604,1.30545
1538,7.48883,1.29584
1539,7.49162,1.28623
1540,7.49442,1.27662
1541,7.49721,1.26701
1542,7.50000,1.25740
1543,7.50278,1.24779
1544,7.50557,1.23818
1545,7.50836,1.22856
1546,7.51115,1.21895
1547,7.51393,1.20934
1548,7.51671,1.19973
1549,7.51950,1.19012
1550,7.52228,1.18050
1551,7.52505,1.17089
1552,7.52783,1.16127
1553,7.53061,1.15166
1554,7.53338,1.14204
1555,7.53615,1.13243
1556,7.53892,1.12281
1557,7.54169,1.11320
1558,7.54446,1.10358
1559,7.54722,1.09396
1560,7.54998,1.08434
1561,7.55274,1.07472
1562,7.55550,1.06510
1563,7.55825,1.05548
1564,7.56100,1.04586
1565,7.56375,1.03623
1566,7.56649,1.02661
1567,7.56924,1.01699
1568,7.57197,1.00736
1569,7.57471,0.99773
1570,7.57744,0.98811
1571,7.58017,0.97848
1572,7.58290,0.96885
1573,7.58562,0.95922
1574,7.58833,0.94959
1575,7.59105,0.93996
1576,7.59376,0.93032
1577,7.59646,0.92069
1578,7.59916,0.91105
1579,7.60186,0.90142
1580,7.60456,0.89178
1581,7.60724,0.88214
1582,7.60993,0.87250
1583,7.61261,0.86286
1584,7.61528,0.85321
1585,7.61795,0.84357
1586,7.62062,0.83392
1587,7.62328,0.82427
1588,7.62593,0.81463
1589,7.62858,0.80498
1590,7.63123,0.79532
1591,7.63387,0.78567
1592,7.63650,0.77602
1593,7.63913,0.76636
1594,7.64175,0.75670
1595,7.64437,0.74704
1596,7.64698,0.73738
1597,7.64958,0.72772
1598,7.65218,0.71806
1599,7.65477,0.70839
1600,7.65736,0.69872
1601,7.65994,0.68905
1602,7.66251,0.67938
1603,7.66508,0.66971
1604,7.66764,0.66004
1605,7.67019,0.65036
1606,7.67274,0.64068
1607,7.67528,0.63100
1608,7.67781,0.62132
1609,7.68033,0.61164
1610,7.68285,0.60195
1611,7.68536,0.59226
1612,7.68787,0.58257
1613,7.69036,0.57288
1614,7.69285,0.56319
1615,7.69533,0.55349
1616,7.69780,0.54380
1617,7.70027,0.53410
1618,7.70272,0.52440
1619,7.70517,0.51469
1620,7.70761,0.50499
1621,7.71004,0.49528
1622,7.71246,0.48557
1623,7.71488,0.47586
1624,7.71728,0.46615
1625,7.71968,0.45643
1626,7.72207,0.44671
1627,7.72445,0.43699
1628,7.72682,0.42727
1629,7.72918,0.41754
1630,7.73153,0.40782
1631,7.73387,0.39809
1632,7.73621,0.38836
1633,7.73853,0.37862
1634,7.74084,0.36888
1635,7.74315,0.35915
1636,7.74544,0.34941
1637,7.74773,0.33966
1638,7.75000,0.32992
1639,7.75227,0.32017
1640,7.75452,0.31042
1641,7.75676,0.30067
1642,7.75900,0.29091
1643,7.76122,0.28115
1644,7.76343,0.27139
1645,7.76563,0.26163
1646,7.76782,0.25187
1647,7.77000,0.24210
1648,7.77217,0.23233
1649,7.77433,0.22256
1650,7.77647,0.21278
1651,7.77861,0.20301
1652,7.78073,0.19323
1653,7.78284,0.18344
1654,7.78494,0.17366
1655,7.78703,0.16387
1656,7.78910,0.15408
1657,7.79117,0.14429
1658,7.79322,0.13450
1659,7.79526,0.12470
1660,7.79729,0.11490
1661,7.79930,0.10510
1662,7.80131,0.09529
1663,7.80330,0.08548
1664,7.80528,0.07567
1665,7.80724,0.06586
1666,7.80919,0.05605
1667,7.81113,0.04623
1668,7.81305,0.03641
1669,7.81482,0.02656
1670,7.81617,0.01664
1671,7.81695,0.00667
1672,7.81714,-0.00334
1673,7.81672,-0.01333
1674,7.81566,-0.02328
1675,7.81395,-0.03314
1676,7.81160,-0.04287
1677,7.80864,-0.05243
1678,7.80511,-0.06179
1679,7.80101,-0.07091
1680,7.79638,-0.07978
1681,7.79125,-0.08838
1682,7.78564,-0.09666
1683,7.77958,-0.10463
1684,7.77309,-0.11224
1685,7.76620,-0.11949
1686,7.75892,-0.12636
1687,7.75128,-0.13282
1688,7.74329,-0.13885
1689,7.73499,-0.14443
1690,7.72638,-0.14953
1691,7.71750,-0.15413
1692,7.70836,-0.15821
1693,7.69899,-0.16174
1694,7.68943,-0.16469
1695,7.67971,-0.16703
1696,7.66985,-0.16877
1697,7.65991,-0.16991
1698,7.64992,-0.17046
1699,7.63992,-0.17044
1700,7.62993,-0.16984
1701,7.61999,-0.16868
1702,7.61013,-0.16697
1703,7.60038,-0.16470
1704,7.59078,-0.16189
1705,7.58135,-0.15854
1706,7.57213,-0.15466
1707,7.56314,-0.15026
1708,7.55443,-0.14535
1709,7.54601,-0.13994
1710,7.53792,-0.13405
1711,7.53019,-0.12770
1712,7.52286,-0.12089
1713,7.51595,-0.11365
1714,7.50950,-0.10600
1715,7.50356,-0.09795
1716,7.49811,-0.08955
1717,7.49308,-0.08090
1718,7.48836,-0.07208
1719,7.48382,-0.06316
1720,7.47935,-0.05421
1721,7.47494,-0.04523
1722,7.47057,-0.03622
1723,7.46626,-0.02719
1724,7.46199,-0.01814
1725,7.45777,-0.00907
1726,7.45359,0.00002
1727,7.44945,0.00914
1728,7.44536,0.01827
1729,7.44131,0.02742
1730,7.43730,0.03659
1731,7.43333,0.04578
1732,7.42940,0.05498
1733,7.42550,0.06420
1734,7.42164,0.07343
1735,7.41781,0.08267
1736,7.41401,0.09193
1737,7.41025,0.10120
1738,7.40651,0.11049
1739,7.40280,0.11978
1740,7.39912,0.12909
1741,7.39546,0.13840
1742,7.39183,0.14773
1743,7.38822,0.15706
1744,7.38463,0.16640
1745,7.38106,0.17575
1746,7.37751,0.18511
1747,7.37398,0.19447
1748,7.37046,0.20384
1749,7.36696,0.21322
1750,7.36347,0.22259
1751,7.35999,0.23198
1752,7.35652,0.24136
1753,7.35306,0.25075
1754,7.34960,0.26015
1755,7.34615,0.26954
1756,7.34271,0.27893
1757,7.33926,0.28833
1758,7.33582,0.29773
1759,7.33238,0.30712
1760,7.32893,0.31652
1761,7.32549,0.32592
1762,7.32203,0.33531
1763,7.31858,0.34470
1764,7.31511,0.35409
1765,7.31163,0.36347
1766,7.30815,0.37285
1767,7.30466,0.38223
1768,7.30115,0.39161
1769,7.29764,0.40098
1770,7.29412,0.41034
1771,7.29060,0.41971
1772,7.28706,0.42907
1773,7.28351,0.43843
1774,7.27996,0.44778
1775,7.27640,0.45714
1776,7.27283,0.46649
1777,7.26925,0.47583
1778,7.26566,0.48517
1779,7.26207,0.49451
1780,7.25847,0.50385
1781,7.25486,0.51318
1782,7.25124,0.52251
1783,7.24762,0.53184
1784,7.24398,0.54117
1785,7.24034,0.55049
1786,7.23670,0.55981
1787,7.23304,0.56912
1788,7.22938,0.57844
1789,7.22571,0.58775
1790,7.22204,0.59706
1791,7.21835,0.60636
1792,7.21466,0.61566
1793,7.21097,0.62496
1794,7.20726,0.63426
1795,7.20356,0.64355
1796,7.19984,0.65285
1797,7.19612,0.66214
1798,7.19239,0.67142
1799,7.18865,0.68071
1800,7.18491,0.68999
1801,7.18116,0.69927
1802,7.17741,0.70854
1803,7.17365,0.71782
1804,7.16989,0.72709
1805,7.16611,0.73636
1806,7.16234,0.74563
1807,7.15856,0.75489
1808,7.15477,0.76416
1809,7.15097,0.77342
1810,7.14718,0.78267
1811,7.14337,0.79193
1812,7.13956,0.80119
1813,7.13575,0.81044
1814,7.13193,0.81969
1815,7.12811,0.82894
1816,7.12428,0.83818
1817,7.12044,0.84743
1818,7.11661,0.85667
1819,7.11276,0.86591
1820,7.10891,0.87515
1821,7.10506,0.88438
1822,7.10121,0.89362
1823,7.09735,0.90285
1824,7.09348,0.91208
1825,7.08961,0.92131
1826,7.08574,0.93054
1827,7.08186,0.93976
1828,7.07798,0.94899
1829,7.07410,0.95821
1830,7.07021,0.96743
1831,7.06631,0.97665
1832,7.06242,0.98587
1833,7.05852,0.99508
1834,7.05462,1.00430
1835,7.05071,1.01351
1836,7.04680,1.02272
1837,7.04289,1.03193
1838,7.03897,1.04114
1839,7.03505,1.05035
1840,7.03113,1.05956
1841,7.02721,1.06877
1842,7.02328,1.07797
1843,7.01935,1.08717
1844,7.01542,1.09638
1845,7.01148,1.10558
1846,7.00755,1.11478
1847,7.00361,1.12398
1848,6.99966,1.13317
1849,6.99572,1.14237
1850,6.99177,1.15157
1851,6.98782,1.16076
1852,6.98387,1.16996
1853,6.97992,1.17915
1854,6.97597,1.18834
1855,6.97201,1.19754
1856,6.96805,1.20673
1857,6.96409,1.21592
1858,6.96013,1.22511
1859,6.95617,1.23430
1860,6.95220,1.24349
1861,6.94824,1.25267
1862,6.94427,1.26186
1863,6.94030,1.27105
1864,6.93633,1.28023
1865,6.93235,1.28942
1866,6.92838,1.29860
1867,6.92440,1.30778
1868,6.92042,1.31697
1869,6.91644,1.32615
1870,6.91246,1.33533
1871,6.90847,1.34451
1872,6.90449,1.35369
1873,6.90050,1.36287
1874,6.89651,1.37204
1875,6.89252,1.38122
1876,6.88852,1.39040
1877,6.88453,1.39957
1878,6.88053,1.40875
1879,6.87653,1.41792
1880,6.87253,1.42709
1881,6.86853,1.43626
1882,6.86453,1.44544
1883,6.86052,1.45461
1884,6.85651,1.46378
1885,6.85250,1.47294
1886,6.84849,1.48211
1887,6.84448,1.49128
1888,6.84046,1.50045
1889,6.83644,1.50961
1890,6.83242,1.51878
1891,6.82840,1.52794
1892,6.82438,1.53710
1893,6.82035,1.54627
1894,6.81633,1.55543
1895,6.81230,1.56459
1896,6.80827,1.57375
1897,6.80423,1.58291
1898,6.80020,1.59206
1899,6.79616,1.60122
1900,6.79212,1.61038
1901,6.78808,1.61953
1902,6.78404,1.62869
1903,6.78000,1.63784
1904,6.77595,1.64699
1905,6.77190,1.65615
1906,6.76785,1.66530
1907,6.76380,1.67445
1908,6.75975,1.68360
1909,6.75569,1.69275
1910,6.75163,1.70189
1911,6.74758,1.71104
1912,6.74351,1.72019
1913,6.73945,1.72933
1914,6.73538,1.73848
1915,6.73132,1.74762
1916,6.72725,1.75676
1917,6.72318,1.76590
1918,6.71910,1.77505
1919,6.71503,1.78418
1920,6.71095,1.79332
1921,6.70687,1.80246
1922,6.70279,1.81160
1923,6.69870,1.82074
1924,6.69462,1.82987
1925,6.69053,1.83901
1926,6.68644,1.84814
1927,6.68235,1.85727
1928,6.67826,1.86640
1929,6.67416,1.87553
1930,6.67006,1.88466
1931,6.66596,1.89379
1932,6.66186,1.90292
1933,6.65776,1.91205
1934,6.65365,1.92117
1935,6.64954,1.93030
1936,6.64543,1.93942
1937,6.64132,1.94855
1938,6.63721,1.95767
1939,6.63309,1.96679
1940,6.62897,1.97591
1941,6.62485,1.98503
1942,6.62073,1.99415
1943,6.61660,2.00327
1944,6.61248,2.01239
1945,6.60835,2.02150
1946,6.60422,2.03062
1947,6.60008,2.03973
1948,6.59595,2.04884
1949,6.59181,2.05796
1950,6.58767,2.06707
1951,6.58353,2.07618
1952,6.57939,2.08529
1953,6.57524,2.09439
1954,6.57109,2.10350
1955,6.56694,2.11261
1956,6.56279,2.12171
1957,6.55864,2.13082
1958,6.55448,2.13992
1959,6.55032,2.14902
1960,6.54616,2.15812
1961,6.54200,2.16722
1962,6.53783,2.17632
1963,6.53366,2.18542
1964,6.52950,2.19452
1965,6.52532,2.20362
1966,6.52115,2.21271
1967,6.51697,2.22181
1968,6.51280,2.23090
1969,6.50862,2.23999
1970,6.50443,2.24908
1971,6.50025,2.25817
1972,6.49606,2.26726
1973,6.49187,2.27635
1974,6.48768,2.28544
1975,6.48349,2.29452
1976,6.47929,2.30361
1977,6.47509,2.31269
1978,6.47089,2.32178
1979,6.46669,2.33086
1980,6.46248,2.33994
1981,6.45828,2.34902
1982,6.45407,2.35810
1983,6.44986,2.36718
1984,6.44564,2.37625
1985,6.44143,2.38533
1986,6.43721,2.39441
1987,6.43299,2.40348
1988,6.42876,2.41255
1989,6.42454,2.42162
1990,6.42031,2.43069
1991,6.41608,2.43976
1992,6.41185,2.44883
1993,6.40762,2.45790
1994,6.40338,2.46697
1995,6.39914,2.47603
1996,6.39490,2.48510
1997,6.39066,2.49416
1998,6.38641,2.50322
1999,6.38216,2.51228
2000,6.37791,2.52134
2001,6.37366,2.53040
2002,6.36940,2.53946
2003,6.36515,2.54851
2004,6.36089,2.55757
2005,6.35663,2.56662
2006,6.35236,2.57568
2007,6.34809,2.58473
2008,6.34383,2.59378
2009,6.33955,2.60283
2010,6.33528,2.61188
2011,6.33100,2.62093
2012,6.32673,2.62997
2013,6.32245,2.63902
2014,6.31816,2.64806
2015,6.31388,2.65711
2016,6.30959,2.66615
2017,6.30530,2.67519
2018,6.30101,2.68423
2019,6.29671,2.69327
2020,6.29241,2.70231
2021,6.28811,2.71134
2022,6.28381,2.72038
2023,6.27951,2.72941
2024,6.27520,2.73845
2025,6.27089,2.74748
2026,6.26658,2.75651
2027,6.26226,2.76554
2028,6.25795,2.77457
2029,6.25363,2.78359
2030,6.24931,2.79262
2031,6.24498,2.80165
2032,6.24066,2.81067
2033,6.23633,2.81969
2034,6.23200,2.82871
2035,6.22766,2.83773
2036,6.22333,2.84675
2037,6.21899,2.85577
2038,6.21465,2.86479
2039,6.21030,2.87380
2040,6.20596,2.88282
2041,6.20161,2.89183
2042,6.19726,2.90084
2043,6.19290,2.90985
2044,6.18855,2.91886
2045,6.18419,2.92787
2046,6.17983,2.93688
2047,6.17546,2.94589
2048,6.17110,2.95489
2049,6.16673,2.96389
2050,6.16236,2.97290
2051,6.15799,2.98190
2052,6.15361,2.99090
2053,6.14923,2.99990
2054,6.14485,3.00889
2055,6.14047,3.01789
2056,6.13608,3.02688
2057,6.13169,3.03588
2058,6.12730,3.04487
2059,6.12291,3.05386
2060,6.11851,3.06285
2061,6.11411,3.07184
2062,6.10971,3.08083
2063,6.10531,3.08981
2064,6.10090,3.09880
2065,6.09649,3.10778
2066,6.09208,3.11677
2067,6.08767,3.12575
2068,6.08325,3.13473
2069,6.07883,3.14371
2070,6.07441,3.15268
2071,6.06999,3.16166
2072,6.06556,3.17064
2073,6.06113,3.17961
2074,6.05670,3.18858
2075,6.05226,3.19755
2076,6.04783,3.20652
2077,6.04339,3.21549
2078,6.03894,3.22446
2079,6.03450,3.23342
2080,6.03005,3.24239
2081,6.02560,3.25135
2082,6.02115,3.26031
2083,6.01669,3.26927
2084,6.01223,3.27823
2085,6.00777,3.28719
2086,6.00331,3.29615
2087,5.99884,3.30510
2088,5.99437,3.31406
2089,5.98990,3.32301
2090,5.98543,3.33196
2091,5.98095,3.34091
2092,5.97647,3.34986
2093,5.97199,3.35881
2094,5.96751,3.36776
2095,5.96302,3.37670
2096,5.95853,3.38565
2097,5.95404,3.39459
2098,5.94954,3.40353
2099,5.94504,3.41247
2100,5.94054,3.42141
2101,5.93604,3.43034
2102,5.93153,3.43928
2103,5.92702,3.44821
2104,5.92251,3.45714
2105,5.91800,3.46608
2106,5.91348,3.47501
2107,5.90896,3.48393
2108,5.90444,3.49286
2109,5.89991,3.50179
2110,5.89539,3.51071
2111,5.89085,3.51963
2112,5.88632,3.52856
2113,5.88178,3.53748
2114,5.87725,3.54639
2115,5.87270,3.55531
2116,5.86816,3.56423
2117,5.86361,3.57314
2118,5.85906,3.58206
2119,5.85451,3.59097
2120,5.84995,3.59988
2121,5.84539,3.60879
2122,5.84083,3.61769
2123,5.83627,3.62660
2124,5.83170,3.63550
2125,5.82713,3.64441
2126,5.82256,3.65331
2127,5.81798,3.66221
2128,5.81341,3.67111
2129,5.80882,3.68001
2130,5.80424,3.68890
2131,5.79965,3.69780
2132,5.79506,3.70669
2133,5.79047,3.71558
2134,5.78588,3.72447
2135,5.78128,3.73336
2136,5.77668,3.74224
2137,5.77207,3.75113
2138,5.76747,3.76001
2139,5.76286,3.76890
2140,5.75825,3.77778
2141,5.75363,3.78666
2142,5.74901,3.79554
2143,5.74439,3.80441
2144,5.73977,3.81329
2145,5.73514,3.82216
2146,5.73051,3.83103
2147,5.72588,3.83990
2148,5.72124,3.84877
2149,5.71660,3.85764
2150,5.71196,3.86650
2151,5.70732,3.87537
2152,5.70267,3.88423
2153,5.69802,3.89309
2154,5.69337,3.90195
2155,5.68871,3.91081
2156,5.68405,3.91967
2157,5.67939,3.92852
2158,5.67472,3.93738
2159,5.67005,3.94623
2160,5.66538,3.95508
2161,5.66071,3.96393
2162,5.65603,3.97277
2163,5.65135,3.98162
2164,5.64667,3.99046
2165,5.64198,3.99931
