x_mm,contour_wall,center,center_T,side_wall_mid
-4.051428604125976562e+01,9.917109608650207520e-01,9.894636869430541992e-01,2.857862548828125000e+02,9.894569516181945801e-01
-3.988571548461914062e+01,9.918140769004821777e-01,9.893102645874023438e-01,2.857738037109375000e+02,9.893070459365844727e-01
-3.925714111328125000e+01,9.918507933616638184e-01,9.891457557678222656e-01,2.857601318359375000e+02,9.891414642333984375e-01
-3.862857055664062500e+01,9.919538497924804688e-01,9.889603853225708008e-01,2.857450561523437500e+02,9.889574646949768066e-01
-3.800000000000000000e+01,9.919120669364929199e-01,9.887619018554687500e-01,2.857283630371093750e+02,9.887574911117553711e-01
-3.757109451293945312e+01,9.920368790626525879e-01,9.886049032211303711e-01,2.857158813476562500e+02,9.886045455932617188e-01
-3.714219284057617188e+01,9.921320676803588867e-01,9.884461760520935059e-01,2.857026977539062500e+02,9.884468913078308105e-01
-3.671328735351562500e+01,9.923942685127258301e-01,9.882749915122985840e-01,2.856886291503906250e+02,9.882750511169433594e-01
-3.628438186645507812e+01,9.923669099807739258e-01,9.880939126014709473e-01,2.856736145019531250e+02,9.880948066711425781e-01
-3.585548019409179688e+01,9.921084642410278320e-01,9.878984689712524414e-01,2.856576538085937500e+02,9.879016876220703125e-01
-3.542657089233398438e+01,9.917319416999816895e-01,9.876951575279235840e-01,2.856407775878906250e+02,9.876972436904907227e-01
-3.499766921997070312e+01,9.912643432617187500e-01,9.874755740165710449e-01,2.856227722167968750e+02,9.874796271324157715e-01
-3.456876373291015625e+01,9.907960891723632812e-01,9.872453808784484863e-01,2.856036682128906250e+02,9.872494339942932129e-01
-3.413986206054687500e+01,9.903242588043212891e-01,9.869980216026306152e-01,2.855834960937500000e+02,9.870048761367797852e-01
-3.371095657348632812e+01,9.898718595504760742e-01,9.867417812347412109e-01,2.855621948242187500e+02,9.867463707923889160e-01
-3.328205108642578125e+01,9.894208312034606934e-01,9.864660501480102539e-01,2.855395507812500000e+02,9.864729642868041992e-01
-3.285314559936523438e+01,9.889813661575317383e-01,9.861763119697570801e-01,2.855157165527343750e+02,9.861838817596435547e-01
-3.242424011230468750e+01,9.885513186454772949e-01,9.858723878860473633e-01,2.854905395507812500e+02,9.858788847923278809e-01
-3.199533653259277344e+01,9.881221055984497070e-01,9.855487942695617676e-01,2.854638977050781250e+02,9.855570793151855469e-01
-3.156643295288085938e+01,9.876950383186340332e-01,9.852092862129211426e-01,2.854358215332031250e+02,9.852175116539001465e-01
-3.113752937316894531e+01,9.872616529464721680e-01,9.848496317863464355e-01,2.854062194824218750e+02,9.848596453666687012e-01
-3.070862388610839844e+01,9.868263006210327148e-01,9.844737052917480469e-01,2.853751220703125000e+02,9.844828844070434570e-01
-3.027972030639648438e+01,9.863810539245605469e-01,9.840763211250305176e-01,2.853423461914062500e+02,9.840863347053527832e-01
-2.985081672668457031e+01,9.859274029731750488e-01,9.836592674255371094e-01,2.853078308105468750e+02,9.836692214012145996e-01
-2.942191123962402344e+01,9.854604005813598633e-01,9.832189083099365234e-01,2.852714843750000000e+02,9.832302927970886230e-01
-2.899300765991210938e+01,9.849823713302612305e-01,9.827577471733093262e-01,2.852332763671875000e+02,9.827685952186584473e-01
-2.856410217285156250e+01,9.844871163368225098e-01,9.822704792022705078e-01,2.851929931640625000e+02,9.822830557823181152e-01
-2.813519668579101562e+01,9.839755892753601074e-01,9.817591905593872070e-01,2.851507263183593750e+02,9.817720651626586914e-01
-2.770629310607910156e+01,9.834451079368591309e-01,9.812215566635131836e-01,2.851062316894531250e+02,9.812346100807189941e-01
-2.727738952636718750e+01,9.828935265541076660e-01,9.806558489799499512e-01,2.850594177246093750e+02,9.806693792343139648e-01
-2.684848594665527344e+01,9.823204278945922852e-01,9.800612330436706543e-01,2.850101318359375000e+02,9.800744652748107910e-01
-2.641958045959472656e+01,9.817215800285339355e-01,9.794338941574096680e-01,2.849582214355468750e+02,9.794477820396423340e-01
-2.599067687988281250e+01,9.810969233512878418e-01,9.787758588790893555e-01,2.849035949707031250e+02,9.787892103195190430e-01
-2.556177139282226562e+01,9.804411530494689941e-01,9.780803918838500977e-01,2.848459472656250000e+02,9.780951142311096191e-01
-2.513286590576171875e+01,9.797545075416564941e-01,9.773488044738769531e-01,2.847852172851562500e+02,9.773644208908081055e-01
-2.470396232604980469e+01,9.790346026420593262e-01,9.765776991844177246e-01,2.847211914062500000e+02,9.765934944152832031e-01
-2.427505874633789062e+01,9.782763719558715820e-01,9.757643938064575195e-01,2.846536254882812500e+02,9.757811427116394043e-01
-2.384615325927734375e+01,9.774772524833679199e-01,9.749060273170471191e-01,2.845823364257812500e+02,9.749228954315185547e-01
-2.341724967956542969e+01,9.766368269920349121e-01,9.740009307861328125e-01,2.845069885253906250e+02,9.740173220634460449e-01
-2.298834609985351562e+01,9.757457971572875977e-01,9.730427265167236328e-01,2.844272766113281250e+02,9.730605483055114746e-01
-2.255944061279296875e+01,9.748036861419677734e-01,9.720313549041748047e-01,2.843429870605468750e+02,9.720488786697387695e-01
-2.213053512573242188e+01,9.738029241561889648e-01,9.709599614143371582e-01,2.842536926269531250e+02,9.709784388542175293e-01
-2.170163154602050781e+01,9.727392196655273438e-01,9.698264598846435547e-01,2.841590576171875000e+02,9.698457717895507812e-01
-2.127272796630859375e+01,9.716024398803710938e-01,9.686250686645507812e-01,2.840588073730468750e+02,9.686453342437744141e-01
-2.084871673583984375e+01,9.704020619392395020e-01,9.673675298690795898e-01,2.839536132812500000e+02,9.673888683319091797e-01
-2.042467498779296875e+01,9.691154956817626953e-01,9.660325646400451660e-01,2.838419799804687500e+02,9.660554528236389160e-01
-2.000056838989257812e+01,9.677417874336242676e-01,9.646178483963012695e-01,2.837234191894531250e+02,9.646416306495666504e-01
-1.957635879516601562e+01,9.662725925445556641e-01,9.631141424179077148e-01,2.835973815917968750e+02,9.631397128105163574e-01
-1.915201950073242188e+01,9.647034406661987305e-01,9.615164995193481445e-01,2.834632568359375000e+02,9.615435004234313965e-01
-1.872751617431640625e+01,9.630266427993774414e-01,9.598181247711181641e-01,2.833204956054687500e+02,9.598467946052551270e-01
-1.830281448364257812e+01,9.612341523170471191e-01,9.580098986625671387e-01,2.831683349609375000e+02,9.580397605895996094e-01
-1.787788581848144531e+01,9.593182802200317383e-01,9.560840725898742676e-01,2.830060424804687500e+02,9.561157822608947754e-01
-1.745269584655761719e+01,9.572678208351135254e-01,9.540311098098754883e-01,2.828327636718750000e+02,9.540657401084899902e-01
-1.702721405029296875e+01,9.550755023956298828e-01,9.518418908119201660e-01,2.826477050781250000e+02,9.518781304359436035e-01
-1.660140800476074219e+01,9.527273178100585938e-01,9.495052695274353027e-01,2.824498291015625000e+02,9.495433568954467773e-01
-1.617524909973144531e+01,9.502117633819580078e-01,9.470090866088867188e-01,2.822380676269531250e+02,9.470492005348205566e-01
-1.574870777130126953e+01,9.475157260894775391e-01,9.443410038948059082e-01,2.820112915039062500e+02,9.443846344947814941e-01
-1.532175254821777344e+01,9.446231126785278320e-01,9.414874315261840820e-01,2.817682495117187500e+02,9.415342807769775391e-01
-1.489435768127441406e+01,9.415181875228881836e-01,9.384335875511169434e-01,2.815075378417968750e+02,9.384833574295043945e-01
-1.446649360656738281e+01,9.381839036941528320e-01,9.351637959480285645e-01,2.812277221679687500e+02,9.352163076400756836e-01
-1.403813457489013672e+01,9.346013665199279785e-01,9.316601157188415527e-01,2.809271240234375000e+02,9.317177534103393555e-01
-1.360925388336181641e+01,9.307509064674377441e-01,9.279039502143859863e-01,2.806039733886718750e+02,9.279658794403076172e-01
-1.317982769012451172e+01,9.266102910041809082e-01,9.238759875297546387e-01,2.802564086914062500e+02,9.239416122436523438e-01
-1.274983215332031250e+01,9.221556782722473145e-01,9.195538163185119629e-01,2.798822631835937500e+02,9.196239113807678223e-01
