x_mm,contour_wall,center,center_T,center_g,contour_g,side_wall_mid
1.320534229278564453e+01,3.868325352668762207e-01,3.870029151439666748e-01,2.187462158203125000e+02,1.094810613722074777e-05,0.000000000000000000e+00,3.868894875049591064e-01
1.363135623931884766e+01,3.839482367038726807e-01,3.841032385826110840e-01,2.182858428955078125e+02,1.443064320483244956e-05,0.000000000000000000e+00,3.840145766735076904e-01
1.405737018585205078e+01,3.811388909816741943e-01,3.812817037105560303e-01,2.178377075195312500e+02,1.882653668872080743e-05,0.000000000000000000e+00,3.812203407287597656e-01
1.448338413238525391e+01,3.784056007862091064e-01,3.785386085510253906e-01,2.174025726318359375e+02,2.432558903819881380e-05,0.000000000000000000e+00,3.785063922405242920e-01
1.490939807891845703e+01,3.757498264312744141e-01,3.758739233016967773e-01,2.169810333251953125e+02,3.114625360467471182e-05,0.000000000000000000e+00,3.758688271045684814e-01
1.533541107177734375e+01,3.731731772422790527e-01,3.732879459857940674e-01,2.165739593505859375e+02,3.953791747335344553e-05,0.000000000000000000e+00,3.733079731464385986e-01
1.576142597198486328e+01,3.706746995449066162e-01,3.707808256149291992e-01,2.161822052001953125e+02,4.978274955647066236e-05,0.000000000000000000e+00,3.708221912384033203e-01
1.618743896484375000e+01,3.682574927806854248e-01,3.683535456657409668e-01,2.158067779541015625e+02,6.219739589141681790e-05,0.000000000000000000e+00,3.684128522872924805e-01
1.661345291137695312e+01,3.659207820892333984e-01,3.660074770450592041e-01,2.154490509033203125e+02,7.713401282671838999e-05,0.000000000000000000e+00,3.660812377929687500e-01
1.703946685791015625e+01,3.636671006679534912e-01,3.637442588806152344e-01,2.151103668212890625e+02,9.498054714640602469e-05,0.000000000000000000e+00,3.638294339179992676e-01
1.746547889709472656e+01,3.614988029003143311e-01,3.615655303001403809e-01,2.147920837402343750e+02,1.161605832749046385e-04,0.000000000000000000e+00,3.616612851619720459e-01
1.789149475097656250e+01,3.594169616699218750e-01,3.594741821289062500e-01,2.144960784912109375e+02,1.411315315635874867e-04,0.000000000000000000e+00,3.595781922340393066e-01
1.831750679016113281e+01,3.574247062206268311e-01,3.574728071689605713e-01,2.142241210937500000e+02,1.703823945717886090e-04,0.000000000000000000e+00,3.575841486454010010e-01
1.874352264404296875e+01,3.555256724357604980e-01,3.555634617805480957e-01,2.139779968261718750e+02,2.044296415988355875e-04,0.000000000000000000e+00,3.556830286979675293e-01
1.916953468322753906e+01,3.537246882915496826e-01,3.537494540214538574e-01,2.137598266601562500e+02,2.438123920001089573e-04,0.000000000000000000e+00,3.538793027400970459e-01
1.959555053710937500e+01,3.520245254039764404e-01,3.520345091819763184e-01,2.135717315673828125e+02,2.890853502321988344e-04,0.000000000000000000e+00,3.521763086318969727e-01
2.002156257629394531e+01,3.504269719123840332e-01,3.504229485988616943e-01,2.134160766601562500e+02,3.408121410757303238e-04,0.000000000000000000e+00,3.505792915821075439e-01
2.044757843017578125e+01,3.489367067813873291e-01,3.489196002483367920e-01,2.132952880859375000e+02,3.995556908193975687e-04,0.000000000000000000e+00,3.490901887416839600e-01
2.087359046936035156e+01,3.475572764873504639e-01,3.475284576416015625e-01,2.132116088867187500e+02,4.658676043618470430e-04,0.000000000000000000e+00,3.477128446102142334e-01
2.129960441589355469e+01,3.462907075881958008e-01,3.462526798248291016e-01,2.131670684814453125e+02,5.402785027399659157e-04,0.000000000000000000e+00,3.464506268501281738e-01
2.172561836242675781e+01,3.451423943042755127e-01,3.450952470302581787e-01,2.131636657714843750e+02,6.232850137166678905e-04,0.000000000000000000e+00,3.453066051006317139e-01
2.215163230895996094e+01,3.441132009029388428e-01,3.440587818622589111e-01,2.132032928466796875e+02,7.153382757678627968e-04,0.000000000000000000e+00,3.442819714546203613e-01
2.257764625549316406e+01,3.432071805000305176e-01,3.431454896926879883e-01,2.132873535156250000e+02,8.168346248567104340e-04,0.000000000000000000e+00,3.433769941329956055e-01
2.300366020202636719e+01,3.424235582351684570e-01,3.423571586608886719e-01,2.134173583984375000e+02,9.281030506826937199e-04,0.000000000000000000e+00,3.425929844379425049e-01
2.342967414855957031e+01,3.417610228061676025e-01,3.416967988014221191e-01,2.135942993164062500e+02,1.049396931193768978e-03,0.000000000000000000e+00,3.419285118579864502e-01
2.385568809509277344e+01,3.412198722362518311e-01,3.411658704280853271e-01,2.138201446533203125e+02,1.180885010398924351e-03,0.000000000000000000e+00,3.413811922073364258e-01
2.428170013427734375e+01,3.407968878746032715e-01,3.407524824142456055e-01,2.140899505615234375e+02,1.322642085142433643e-03,0.000000000000000000e+00,3.409495651721954346e-01
2.470771598815917969e+01,3.404922485351562500e-01,3.404462933540344238e-01,2.144114685058593750e+02,1.474624616093933582e-03,0.000000000000000000e+00,3.406257629394531250e-01
2.513372802734375000e+01,3.402998447418212891e-01,3.402737677097320557e-01,2.147576293945312500e+02,1.636751345358788967e-03,0.000000000000000000e+00,3.404156565666198730e-01
2.555974388122558594e+01,3.401934206485748291e-01,3.402800261974334717e-01,2.151979064941406250e+02,1.808794564567506313e-03,0.000000000000000000e+00,3.402846455574035645e-01
2.598575782775878906e+01,3.402073681354522705e-01,3.403425216674804688e-01,2.156580047607421875e+02,1.990408869460225105e-03,0.000000000000000000e+00,3.402611911296844482e-01
2.641177177429199219e+01,3.402990102767944336e-01,3.404891788959503174e-01,2.161522216796875000e+02,2.181156072765588760e-03,0.000000000000000000e+00,3.403115868568420410e-01
2.683778572082519531e+01,3.404587805271148682e-01,3.407200574874877930e-01,2.166822967529296875e+02,2.380500547587871552e-03,0.000000000000000000e+00,3.404228389263153076e-01
2.726379966735839844e+01,3.406829237937927246e-01,3.410212993621826172e-01,2.172452545166015625e+02,2.587807131931185722e-03,0.000000000000000000e+00,3.405881226062774658e-01
2.768981361389160156e+01,3.409579992294311523e-01,3.413742482662200928e-01,2.178361816406250000e+02,2.802343573421239853e-03,0.000000000000000000e+00,3.407967686653137207e-01
2.811582565307617188e+01,3.412704169750213623e-01,3.417623043060302734e-01,2.184499969482421875e+02,3.023297525942325592e-03,0.000000000000000000e+00,3.410376012325286865e-01
2.854184150695800781e+01,3.416056334972381592e-01,3.421711623668670654e-01,2.190820159912109375e+02,3.249783301725983620e-03,0.000000000000000000e+00,3.412992954254150391e-01
2.896785354614257812e+01,3.419492840766906738e-01,3.425885438919067383e-01,2.197275848388671875e+02,3.480858169496059418e-03,0.000000000000000000e+00,3.415693044662475586e-01
2.939386940002441406e+01,3.422872424125671387e-01,3.429974317550659180e-01,2.203821258544921875e+02,3.715528408065438271e-03,0.000000000000000000e+00,3.418362438678741455e-01
2.981988143920898438e+01,3.426042199134826660e-01,3.433738648891448975e-01,2.210377044677734375e+02,3.952763043344020844e-03,0.000000000000000000e+00,3.420875668525695801e-01
3.024589729309082031e+01,3.428862094879150391e-01,3.436998426914215088e-01,2.216881713867187500e+02,4.191518295556306839e-03,0.000000000000000000e+00,3.423117995262145996e-01
3.067190933227539062e+01,3.431187868118286133e-01,3.439614474773406982e-01,2.223302459716796875e+02,4.430746659636497498e-03,0.000000000000000000e+00,3.424983918666839600e-01
3.109792518615722656e+01,3.432908952236175537e-01,3.441125154495239258e-01,2.229571075439453125e+02,4.669374320656061172e-03,0.000000000000000000e+00,3.426312804222106934e-01
3.152393531799316406e+01,3.434034883975982666e-01,3.441357910633087158e-01,2.235384216308593750e+02,4.906431771814823151e-03,0.000000000000000000e+00,3.427241146564483643e-01
3.194995307922363281e+01,3.434220254421234131e-01,3.440746366977691650e-01,2.241069030761718750e+02,5.140971858054399490e-03,0.000000000000000000e+00,3.427356183528900146e-01
3.237596511840820312e+01,3.433551490306854248e-01,3.439215719699859619e-01,2.246531982421875000e+02,5.372129380702972412e-03,0.000000000000000000e+00,3.426797986030578613e-01
3.280197906494140625e+01,3.432033360004425049e-01,3.436759412288665771e-01,2.251726074218750000e+02,5.599116906523704529e-03,0.000000000000000000e+00,3.425544202327728271e-01
3.322799301147460938e+01,3.429571092128753662e-01,3.433341085910797119e-01,2.256623992919921875e+02,5.821230821311473846e-03,2.432444817783675593e-30,3.423511385917663574e-01
3.365400695800781250e+01,3.426154553890228271e-01,3.428948521614074707e-01,2.261208038330078125e+02,6.037859246134757996e-03,5.572328466965662228e-30,3.420665264129638672e-01
3.408002090454101562e+01,3.421770930290222168e-01,3.423614203929901123e-01,2.265469360351562500e+02,6.248478312045335770e-03,1.185271755482144645e-29,3.416984379291534424e-01
3.450603485107421875e+01,3.416438102722167969e-01,3.417406976222991943e-01,2.269408264160156250e+02,6.452654954046010971e-03,2.431691786698584029e-29,3.412457108497619629e-01
3.493204879760742188e+01,3.410210609436035156e-01,3.410420417785644531e-01,2.273032531738281250e+02,6.650055758655071259e-03,0.000000000000000000e+00,3.407082259654998779e-01
3.535805892944335938e+01,3.403131067752838135e-01,3.402724862098693848e-01,2.276348114013671875e+02,6.840429734438657761e-03,0.000000000000000000e+00,3.400875627994537354e-01
3.578407669067382812e+01,3.395279645919799805e-01,3.394384980201721191e-01,2.279361724853515625e+02,7.023605052381753922e-03,0.000000000000000000e+00,3.393863141536712646e-01
3.621009063720703125e+01,3.386716246604919434e-01,3.385466933250427246e-01,2.282081298828125000e+02,7.199481595307588577e-03,0.000000000000000000e+00,3.386086523532867432e-01
3.663610458374023438e+01,3.377496898174285889e-01,3.376026749610900879e-01,2.284515533447265625e+02,7.368027232587337494e-03,0.000000000000000000e+00,3.377586007118225098e-01
3.706211471557617188e+01,3.367681205272674561e-01,3.366110026836395264e-01,2.286672973632812500e+02,7.529262453317642212e-03,0.000000000000000000e+00,3.368406295776367188e-01
3.748813247680664062e+01,3.357328772544860840e-01,3.355746567249298096e-01,2.288560638427734375e+02,7.683259434998035431e-03,0.000000000000000000e+00,3.358600735664367676e-01
3.791414642333984375e+01,3.346481323242187500e-01,3.344948291778564453e-01,2.290181732177734375e+02,7.830141112208366394e-03,0.000000000000000000e+00,3.348211646080017090e-01
3.834016036987304688e+01,3.335187733173370361e-01,3.333726227283477783e-01,2.291542358398437500e+02,7.970055565237998962e-03,0.000000000000000000e+00,3.337287604808807373e-01
3.876617050170898438e+01,3.323499262332916260e-01,3.322097659111022949e-01,2.292649230957031250e+02,8.103191852569580078e-03,0.000000000000000000e+00,3.325876593589782715e-01
3.919218444824218750e+01,3.311467766761779785e-01,3.310120999813079834e-01,2.293518066406250000e+02,8.229747414588928223e-03,0.000000000000000000e+00,3.314032852649688721e-01
3.961820220947265625e+01,3.299124836921691895e-01,3.297841846942901611e-01,2.294161834716796875e+02,8.349958807229995728e-03,0.000000000000000000e+00,3.301810324192047119e-01
4.004421615600585938e+01,3.286509811878204346e-01,3.285291194915771484e-01,2.294592895507812500e+02,8.464065380394458771e-03,0.000000000000000000e+00,3.289249837398529053e-01
4.047022628784179688e+01,3.273653090000152588e-01,3.272507488727569580e-01,2.294824218750000000e+02,8.572317659854888916e-03,0.000000000000000000e+00,3.276400566101074219e-01
4.089624023437500000e+01,3.260576128959655762e-01,3.259515762329101562e-01,2.294866333007812500e+02,8.674966171383857727e-03,0.000000000000000000e+00,3.263297975063323975e-01
4.132225799560546875e+01,3.247305154800415039e-01,3.246341645717620850e-01,2.294730682373046875e+02,8.772278204560279846e-03,0.000000000000000000e+00,3.249979913234710693e-01
4.174827194213867188e+01,3.233864009380340576e-01,3.233004212379455566e-01,2.294427032470703125e+02,8.864504285156726837e-03,0.000000000000000000e+00,3.236474394798278809e-01
4.217428207397460938e+01,3.220278918743133545e-01,3.219526112079620361e-01,2.293965606689453125e+02,8.951893076300621033e-03,0.000000000000000000e+00,3.222810626029968262e-01
4.260029602050781250e+01,3.206567466259002686e-01,3.205914199352264404e-01,2.293354034423828125e+02,9.034697897732257843e-03,0.000000000000000000e+00,3.209013342857360840e-01
4.302630996704101562e+01,3.192750513553619385e-01,3.192178010940551758e-01,2.292599487304687500e+02,9.113165549933910370e-03,0.000000000000000000e+00,3.195106983184814453e-01
4.345232772827148438e+01,3.178859651088714600e-01,3.178344666957855225e-01,2.291713562011718750e+02,9.187528863549232483e-03,0.000000000000000000e+00,3.181112706661224365e-01
4.387833786010742188e+01,3.164903521537780762e-01,3.164439499378204346e-01,2.290706024169921875e+02,9.258015081286430359e-03,0.000000000000000000e+00,3.167053163051605225e-01
4.430435180664062500e+01,3.150900006294250488e-01,3.150483667850494385e-01,2.289586791992187500e+02,9.324839338660240173e-03,0.000000000000000000e+00,3.152951598167419434e-01
4.473036575317382812e+01,3.136866688728332520e-01,3.136501908302307129e-01,2.288366394042968750e+02,9.388215839862823486e-03,0.000000000000000000e+00,3.138824403285980225e-01
4.515638351440429688e+01,3.122819662094116211e-01,3.122511208057403564e-01,2.287051696777343750e+02,9.448342025279998779e-03,2.336781018643700389e-30,3.124685287475585938e-01
4.558239364624023438e+01,3.108755350112915039e-01,3.108513951301574707e-01,2.285649719238281250e+02,9.505405090749263763e-03,0.000000000000000000e+00,3.110552430152893066e-01
4.600840759277343750e+01,3.094707429409027100e-01,3.094524443149566650e-01,2.284165649414062500e+02,9.559581056237220764e-03,0.000000000000000000e+00,3.096432387828826904e-01
4.643442153930664062e+01,3.080666065216064453e-01,3.080547749996185303e-01,2.282606506347656250e+02,9.611041285097599030e-03,0.000000000000000000e+00,3.082337081432342529e-01
4.686043548583984375e+01,3.066658079624176025e-01,3.066590130329132080e-01,2.280975952148437500e+02,9.659947827458381653e-03,0.000000000000000000e+00,3.068273663520812988e-01
4.728644943237304688e+01,3.052678406238555908e-01,3.052659928798675537e-01,2.279280853271484375e+02,9.706443175673484802e-03,0.000000000000000000e+00,3.054251670837402344e-01
4.771246337890625000e+01,3.038750290870666504e-01,3.038768768310546875e-01,2.277527160644531250e+02,9.750677272677421570e-03,5.938463924195943078e-30,3.040277063846588135e-01
4.813847732543945312e+01,3.024873137474060059e-01,3.024931252002716064e-01,2.275721130371093750e+02,9.792779572308063507e-03,0.000000000000000000e+00,3.026358187198638916e-01
4.856449127197265625e+01,3.011059761047363281e-01,3.011155426502227783e-01,2.273867797851562500e+02,9.832877665758132935e-03,0.000000000000000000e+00,3.012500107288360596e-01
4.899050521850585938e+01,2.997314929962158203e-01,2.997451126575469971e-01,2.271972045898437500e+02,9.871088899672031403e-03,0.000000000000000000e+00,2.998707592487335205e-01
4.941651916503906250e+01,2.983641028404235840e-01,2.983821034431457520e-01,2.270036621093750000e+02,9.907521307468414307e-03,0.000000000000000000e+00,2.984983921051025391e-01
4.984253311157226562e+01,2.970039844512939453e-01,2.970260679721832275e-01,2.268063659667968750e+02,9.942275471985340118e-03,0.000000000000000000e+00,2.971338629722595215e-01
5.026854705810546875e+01,2.956521809101104736e-01,2.956776916980743408e-01,2.266058502197265625e+02,9.975450113415718079e-03,0.000000000000000000e+00,2.957771420478820801e-01
5.069455718994140625e+01,2.943086922168731689e-01,2.943373918533325195e-01,2.264022521972656250e+02,1.000713929533958435e-02,0.000000000000000000e+00,2.944289147853851318e-01
5.112057495117187500e+01,2.929730117321014404e-01,2.930050492286682129e-01,2.261958465576171875e+02,1.003742590546607971e-02,0.000000000000000000e+00,2.930890619754791260e-01
5.154658889770507812e+01,2.916463017463684082e-01,2.916809618473052979e-01,2.259869232177734375e+02,1.006638817489147186e-02,0.000000000000000000e+00,2.917583286762237549e-01
5.197260284423828125e+01,2.903289794921875000e-01,2.903657257556915283e-01,2.257757873535156250e+02,1.009410433471202850e-02,0.000000000000000000e+00,2.904365360736846924e-01
5.239861297607421875e+01,2.890193760395050049e-01,2.890585362911224365e-01,2.255624237060546875e+02,1.012063492089509964e-02,0.000000000000000000e+00,2.891238033771514893e-01
5.282463073730468750e+01,2.877196371555328369e-01,2.877603471279144287e-01,2.253472747802734375e+02,1.014605537056922913e-02,0.000000000000000000e+00,2.878203988075256348e-01
5.325064468383789062e+01,2.864293456077575684e-01,2.864718139171600342e-01,2.251306304931640625e+02,1.017042156308889389e-02,3.467726766677169042e-30,2.865266501903533936e-01
5.367665863037109375e+01,2.851477563381195068e-01,2.851927578449249268e-01,2.249126434326171875e+02,1.019378751516342163e-02,0.000000000000000000e+00,2.852422297000885010e-01
5.410266876220703125e+01,2.838753163814544678e-01,2.839222550392150879e-01,2.246931762695312500e+02,1.021620910614728928e-02,6.745551292504420748e-31,2.839675247669219971e-01
5.452868270874023438e+01,2.826131284236907959e-01,2.826611101627349854e-01,2.244725799560546875e+02,1.023774035274982452e-02,5.635530942587905930e-30,2.827026844024658203e-01
5.495470046997070312e+01,2.813603579998016357e-01,2.814097702503204346e-01,2.242511291503906250e+02,1.025842223316431046e-02,8.474580760953779825e-30,2.814476191997528076e-01
5.538071441650390625e+01,2.801161110401153564e-01,2.801674604415893555e-01,2.240286712646484375e+02,1.027830131351947784e-02,1.155548186519342670e-29,2.802022397518157959e-01
5.580672454833984375e+01,2.788825333118438721e-01,2.789348363876342773e-01,2.238056030273437500e+02,1.029742136597633362e-02,1.510380165303754857e-29,2.789667248725891113e-01
5.623273849487304688e+01,2.776582539081573486e-01,2.777117490768432617e-01,2.235818481445312500e+02,1.031581591814756393e-02,0.000000000000000000e+00,2.777406573295593262e-01
5.665875244140625000e+01,2.764436304569244385e-01,2.764981985092163086e-01,2.233576660156250000e+02,1.033352594822645187e-02,2.088887842269977752e-29,2.765246033668518066e-01
5.708477020263671875e+01,2.752383649349212646e-01,2.752935588359832764e-01,2.231329040527343750e+02,1.035058032721281052e-02,0.000000000000000000e+00,2.753174901008605957e-01
5.751078033447265625e+01,2.740427553653717041e-01,2.740979492664337158e-01,2.229077301025390625e+02,1.036701817065477371e-02,0.000000000000000000e+00,2.741202414035797119e-01
5.793679428100585938e+01,2.728563249111175537e-01,2.729117870330810547e-01,2.226824340820312500e+02,1.038286648690700531e-02,0.000000000000000000e+00,2.729322016239166260e-01
5.836280822753906250e+01,2.716794908046722412e-01,2.717347443103790283e-01,2.224568634033203125e+02,1.039815414696931839e-02,0.000000000000000000e+00,2.717538475990295410e-01
5.878882598876953125e+01,2.705116868019104004e-01,2.705675661563873291e-01,2.222313232421875000e+02,1.041290257126092911e-02,0.000000000000000000e+00,2.705847024917602539e-01
5.921483612060546875e+01,2.693530321121215820e-01,2.694101929664611816e-01,2.220059051513671875e+02,1.042714249342679977e-02,0.000000000000000000e+00,2.694247961044311523e-01
5.964085006713867188e+01,2.682034969329833984e-01,2.682616114616394043e-01,2.217803802490234375e+02,1.044089719653129578e-02,1.184878594939591220e-29,2.682744860649108887e-01
6.006686401367187500e+01,2.670633792877197266e-01,2.671221196651458740e-01,2.215549316406250000e+02,1.045418437570333481e-02,0.000000000000000000e+00,2.671330571174621582e-01
6.049287796020507812e+01,2.659327685832977295e-01,2.659920156002044678e-01,2.213297271728515625e+02,1.046702824532985687e-02,0.000000000000000000e+00,2.660009860992431641e-01
6.091889190673828125e+01,2.648100554943084717e-01,2.648705244064331055e-01,2.211045837402343750e+02,1.047945115715265274e-02,0.000000000000000000e+00,2.648777961730957031e-01
6.134490585327148438e+01,2.636969983577728271e-01,2.637576758861541748e-01,2.208796691894531250e+02,1.049146521836519241e-02,2.696263742085615486e-30,2.637636363506317139e-01
6.177091979980468750e+01,2.625926434993743896e-01,2.626539170742034912e-01,2.206549987792968750e+02,1.050309371203184128e-02,1.210369782386325339e-29,2.626582086086273193e-01
6.219693374633789062e+01,2.614966332912445068e-01,2.615582942962646484e-01,2.204305267333984375e+02,1.051434874534606934e-02,0.000000000000000000e+00,2.615614235401153564e-01
6.262294769287109375e+01,2.604100108146667480e-01,2.604713439941406250e-01,2.202063446044921875e+02,1.052524521946907043e-02,0.000000000000000000e+00,2.604734897613525391e-01
6.304895782470703125e+01,2.593311667442321777e-01,2.593926489353179932e-01,2.199824981689453125e+02,1.053580455482006073e-02,0.000000000000000000e+00,2.593940496444702148e-01
6.347497558593750000e+01,2.582616209983825684e-01,2.583224475383758545e-01,2.197590332031250000e+02,1.054603513330221176e-02,0.000000000000000000e+00,2.583230733871459961e-01
6.390099334716796875e+01,2.572005391120910645e-01,2.572611272335052490e-01,2.195361480712890625e+02,1.055595465004444122e-02,0.000000000000000000e+00,2.572604119777679443e-01
6.432700347900390625e+01,2.561472952365875244e-01,2.562078535556793213e-01,2.193135833740234375e+02,1.056557800620794296e-02,9.649169322849097711e-30,2.562063336372375488e-01
6.475302124023437500e+01,2.551024854183197021e-01,2.551632225513458252e-01,2.190916290283203125e+02,1.057490706443786621e-02,0.000000000000000000e+00,2.551602721214294434e-01
6.517903137207031250e+01,2.540658414363861084e-01,2.541274726390838623e-01,2.188703155517578125e+02,1.058395486325025558e-02,1.197896099314213088e-31,2.541227340698242188e-01
6.560504150390625000e+01,2.530362606048583984e-01,2.530990540981292725e-01,2.186493072509765625e+02,1.059273909777402878e-02,7.197505642627218046e-30,2.530930638313293457e-01
6.603105926513671875e+01,2.520158290863037109e-01,2.520783543586730957e-01,2.184288024902343750e+02,1.060126628726720810e-02,0.000000000000000000e+00,2.520714104175567627e-01
6.645706939697265625e+01,2.510032951831817627e-01,2.510658800601959229e-01,2.182089233398437500e+02,1.060954481363296509e-02,0.000000000000000000e+00,2.510577440261840820e-01
6.688308715820312500e+01,2.499977797269821167e-01,2.500607967376708984e-01,2.179894714355468750e+02,1.061758771538734436e-02,0.000000000000000000e+00,2.500517666339874268e-01
6.730909729003906250e+01,2.490003556013107300e-01,2.490629106760025024e-01,2.177704315185546875e+02,1.062540151178836823e-02,0.000000000000000000e+00,2.490536272525787354e-01
6.773511505126953125e+01,2.480113804340362549e-01,2.480734288692474365e-01,2.175522003173828125e+02,1.063299365341663361e-02,0.000000000000000000e+00,2.480628639459609985e-01
6.816113281250000000e+01,2.470289170742034912e-01,2.470915019512176514e-01,2.173345489501953125e+02,1.064037345349788666e-02,0.000000000000000000e+00,2.470798641443252563e-01
6.858714294433593750e+01,2.460539937019348145e-01,2.461166828870773315e-01,2.171173706054687500e+02,1.064754929393529892e-02,0.000000000000000000e+00,2.461043149232864380e-01
6.901315307617187500e+01,2.450872510671615601e-01,2.451497912406921387e-01,2.169009857177734375e+02,1.065452769398689270e-02,0.000000000000000000e+00,2.451363354921340942e-01
6.943917083740234375e+01,2.441269308328628540e-01,2.441898286342620850e-01,2.166850738525390625e+02,1.066131703555583954e-02,0.000000000000000000e+00,2.441754639148712158e-01
6.986518096923828125e+01,2.431736886501312256e-01,2.432365119457244873e-01,2.164696655273437500e+02,1.066791452467441559e-02,0.000000000000000000e+00,2.432217895984649658e-01
7.029119873046875000e+01,2.422282993793487549e-01,2.422903925180435181e-01,2.162548828125000000e+02,1.067433971911668777e-02,0.000000000000000000e+00,2.422752529382705688e-01
7.071720886230468750e+01,2.412896603345870972e-01,2.413514256477355957e-01,2.160407867431640625e+02,1.068059448152780533e-02,0.000000000000000000e+00,2.413359284400939941e-01
7.114322662353515625e+01,2.403578907251358032e-01,2.404194772243499756e-01,2.158273620605468750e+02,1.068668067455291748e-02,2.218181537967769105e-30,2.404035776853561401e-01
7.156924438476562500e+01,2.394333630800247192e-01,2.394949048757553101e-01,2.156146545410156250e+02,1.069260854274034500e-02,4.938599714132273218e-30,2.394784241914749146e-01
7.199525451660156250e+01,2.385152578353881836e-01,2.385770976543426514e-01,2.154026641845703125e+02,1.069837994873523712e-02,0.000000000000000000e+00,2.385598868131637573e-01
7.242126464843750000e+01,2.376044988632202148e-01,2.376661896705627441e-01,2.151913299560546875e+02,1.070400234311819077e-02,0.000000000000000000e+00,2.376483976840972900e-01
7.284727478027343750e+01,2.366995960474014282e-01,2.367615550756454468e-01,2.149805297851562500e+02,1.070947665721178055e-02,1.726010742532718604e-29,2.367433607578277588e-01
7.327329254150390625e+01,2.358016371726989746e-01,2.358633428812026978e-01,2.147703399658203125e+02,1.071481034159660339e-02,0.000000000000000000e+00,2.358451932668685913e-01
7.369931030273437500e+01,2.349106818437576294e-01,2.349719256162643433e-01,2.145609588623046875e+02,1.072000619024038315e-02,0.000000000000000000e+00,2.349532842636108398e-01
7.412532043457031250e+01,2.340254783630371094e-01,2.340866774320602417e-01,2.143521118164062500e+02,1.072507258504629135e-02,0.000000000000000000e+00,2.340680658817291260e-01
7.455133819580078125e+01,2.331470549106597900e-01,2.332080751657485962e-01,2.141439971923828125e+02,1.073001604527235031e-02,0.000000000000000000e+00,2.331891953945159912e-01
7.497734832763671875e+01,2.322751134634017944e-01,2.323362678289413452e-01,2.139367065429687500e+02,1.073483005166053772e-02,0.000000000000000000e+00,2.323166728019714355e-01
7.540336608886718750e+01,2.314089387655258179e-01,2.314701080322265625e-01,2.137299194335937500e+02,1.073952019214630127e-02,0.000000000000000000e+00,2.314504235982894897e-01
7.582937622070312500e+01,2.305493950843811035e-01,2.306099832057952881e-01,2.135237884521484375e+02,1.074409857392311096e-02,0.000000000000000000e+00,2.305902242660522461e-01
7.625538635253906250e+01,2.296958267688751221e-01,2.297563105821609497e-01,2.133183746337890625e+02,1.074856147170066833e-02,0.000000000000000000e+00,2.297365069389343262e-01
7.668140411376953125e+01,2.288475781679153442e-01,2.289082407951354980e-01,2.131135711669921875e+02,1.075291540473699570e-02,0.000000000000000000e+00,2.288885265588760376e-01
7.710742187500000000e+01,2.280063331127166748e-01,2.280661463737487793e-01,2.129094238281250000e+02,1.075716689229011536e-02,2.531859290258706487e-30,2.280467897653579712e-01
7.753343200683593750e+01,2.271706759929656982e-01,2.272304892539978027e-01,2.127060852050781250e+02,1.076131500303745270e-02,0.000000000000000000e+00,2.272108644247055054e-01
7.795944976806640625e+01,2.263404428958892822e-01,2.264006882905960083e-01,2.125034027099609375e+02,1.076535787433385849e-02,0.000000000000000000e+00,2.263806760311126709e-01
7.838545989990234375e+01,2.255164086818695068e-01,2.255762517452239990e-01,2.123012695312500000e+02,1.076930854469537735e-02,0.000000000000000000e+00,2.255564481019973755e-01
7.881147766113281250e+01,2.246984392404556274e-01,2.247581034898757935e-01,2.120999755859375000e+02,1.077316142618656158e-02,0.000000000000000000e+00,2.247379273176193237e-01
7.923748779296875000e+01,2.238852381706237793e-01,2.239455729722976685e-01,2.118993225097656250e+02,1.077691745012998581e-02,0.000000000000000000e+00,2.239253073930740356e-01
7.966349792480468750e+01,2.230780571699142456e-01,2.231382876634597778e-01,2.116992797851562500e+02,1.078058779239654541e-02,0.000000000000000000e+00,2.231179475784301758e-01
8.008951568603515625e+01,2.222768664360046387e-01,2.223367542028427124e-01,2.114999847412109375e+02,1.078417431563138962e-02,0.000000000000000000e+00,2.223161906003952026e-01
8.051552581787109375e+01,2.214807868003845215e-01,2.215404063463211060e-01,2.113011932373046875e+02,1.078767236322164536e-02,0.000000000000000000e+00,2.215200364589691162e-01
8.094154357910156250e+01,2.206905335187911987e-01,2.207494527101516724e-01,2.111030883789062500e+02,1.079108845442533493e-02,0.000000000000000000e+00,2.207290977239608765e-01
8.136756134033203125e+01,2.199055403470993042e-01,2.199643701314926147e-01,2.109057922363281250e+02,1.079442631453275681e-02,0.000000000000000000e+00,2.199438363313674927e-01
8.179357147216796875e+01,2.191254794597625732e-01,2.191844284534454346e-01,2.107091827392578125e+02,1.079768594354391098e-02,5.673311142944238119e-30,2.191635817289352417e-01
8.221958923339843750e+01,2.183512747287750244e-01,2.184098660945892334e-01,2.105132293701171875e+02,1.080086547881364822e-02,0.000000000000000000e+00,2.183885723352432251e-01
8.264559173583984375e+01,2.175817489624023438e-01,2.176402807235717773e-01,2.103178558349609375e+02,1.080397237092256546e-02,0.000000000000000000e+00,2.176191508769989014e-01
8.307160949707031250e+01,2.168179601430892944e-01,2.168758511543273926e-01,2.101231689453125000e+02,1.080701313912868500e-02,2.320141924319675329e-29,2.168544530868530273e-01
8.349762725830078125e+01,2.160590291023254395e-01,2.161161899566650391e-01,2.099290924072265625e+02,1.080998126417398453e-02,1.168749740395461485e-30,2.160949856042861938e-01
