x_mm,contour_wall,center,center_T
7.029119879007339478e+01,2.083029139156932497e-01,2.083546103933892057e-01,1.833445129394531250e+02
7.071720808744430542e+01,2.076219818647367654e-01,2.076733642288809967e-01,1.831734771728515625e+02
7.114322483539581299e+01,2.069457615170560427e-01,2.069963999280514666e-01,1.830031585693359375e+02
7.156924158334732056e+01,2.062737899684696230e-01,2.063236844263162395e-01,1.828334960937500000e+02
7.199525088071823120e+01,2.056063978648214052e-01,2.056554326434738567e-01,1.826645965576171875e+02
7.242126762866973877e+01,2.049433041571440683e-01,2.049914792566023269e-01,1.824963226318359375e+02
7.284727692604064941e+01,2.042843269902234749e-01,2.043318903948704857e-01,1.823288116455078125e+02
7.327329367399215698e+01,2.036295490255205787e-01,2.036765172676485436e-01,1.821619873046875000e+02
7.369931042194366455e+01,2.029789206661588019e-01,2.030252937457677209e-01,1.819958801269531250e+02
7.412531971931457520e+01,2.023323427183849610e-01,2.023782859583968252e-01,1.818304138183593750e+02
7.455133646726608276e+01,2.016896663915693222e-01,2.017353947117826174e-01,1.816656646728515625e+02
7.497734576463699341e+01,2.010509743471728394e-01,2.010964381507110155e-01,1.815015258789062500e+02
7.540336251258850098e+01,2.004162831174877146e-01,2.004615981303961292e-01,1.813380432128906250e+02
7.582937926054000854e+01,1.997853281858388286e-01,1.998309407800067661e-01,1.811753082275390625e+02
7.625538855791091919e+01,1.991585228595310619e-01,1.992041850505755773e-01,1.810132293701171875e+02
7.668140530586242676e+01,1.985355530250126899e-01,1.985812978775181870e-01,1.808517608642578125e+02
7.710742205381393433e+01,1.979164186822837401e-01,1.979622957931267968e-01,1.806909484863281250e+02
7.753343135118484497e+01,1.973012686219739187e-01,1.973471292005248012e-01,1.805307769775390625e+02
7.795944809913635254e+01,1.966902020378364646e-01,1.967355666476214571e-01,1.803712005615234375e+02
7.838545739650726318e+01,1.960828882840274234e-01,1.961276081344167921e-01,1.802122039794921875e+02
7.881147414445877075e+01,1.954791620376248595e-01,1.955233363223717602e-01,1.800538177490234375e+02
7.923749089241027832e+01,1.948791059600897269e-01,1.949228008083629671e-01,1.798960723876953125e+02
7.966350018978118896e+01,1.942823067441171447e-01,1.943261834476045502e-01,1.797390441894531250e+02
8.008951693773269653e+01,1.936889793095056822e-01,1.937332858525901425e-01,1.795826110839843750e+02
8.051552623510360718e+01,1.930992063177162654e-01,1.931439427003978360e-01,1.794267425537109375e+02
8.094154298305511475e+01,1.925130704302099316e-01,1.925581209264431992e-01,1.792715606689453125e+02
8.136755973100662231e+01,1.919300922105129370e-01,1.919755725463433149e-01,1.791168212890625000e+02
8.179356902837753296e+01,1.913506684336380437e-01,1.913964959476045502e-01,1.789627075195312500e+02
8.221958577632904053e+01,1.907745511152023066e-01,1.908206596781361064e-01,1.788091583251953125e+02
8.264559507369995117e+01,1.902020378364652209e-01,1.902480472056458372e-01,1.786560821533203125e+02
8.307161182165145874e+01,1.896326656932453003e-01,1.896786089332571645e-01,1.785035247802734375e+02
8.349762856960296631e+01,1.890669802511850406e-01,1.891123779255544368e-01,1.783515167236328125e+02
8.392363786697387695e+01,1.885045847352717074e-01,1.885495525700440211e-01,1.782001190185546875e+02
8.434965461492538452e+01,1.879456279361350901e-01,1.879899675438039541e-01,1.780492706298828125e+02
8.477567136287689209e+01,1.873899775954376290e-01,1.874336393791264654e-01,1.778989868164062500e+02
8.520168066024780273e+01,1.868375510517182869e-01,1.868805184791349216e-01,1.777491912841796875e+02
8.562769740819931030e+01,1.862883483049771471e-01,1.863306709729981303e-01,1.776000518798828125e+02
8.605370670557022095e+01,1.857421709677078148e-01,1.857838654086253483e-01,1.774513854980468750e+02
8.647972345352172852e+01,1.851991182336634456e-01,1.852402009797697591e-01,1.773032073974609375e+02
8.690574020147323608e+01,1.846588098601235906e-01,1.846998264770611242e-01,1.771557006835937500e+02
8.733174949884414673e+01,1.841216756866852766e-01,1.841624277869476911e-01,1.770086822509765625e+02
8.775776624679565430e+01,1.835875173258422199e-01,1.836281041031826711e-01,1.768621826171875000e+02
8.818377554416656494e+01,1.830564009067631726e-01,1.830969380872270180e-01,1.767162780761718750e+02
8.860979229211807251e+01,1.825280123158963819e-01,1.825688140130353743e-01,1.765708618164062500e+02
8.903580904006958008e+01,1.820027648605468118e-01,1.820437649451921436e-01,1.764259948730468750e+02
8.946181833744049072e+01,1.814804436209158656e-01,1.815216916899441424e-01,1.762817077636718750e+02
8.988783508539199829e+01,1.809608171449128278e-01,1.810025611827069669e-01,1.761378936767578125e+02
9.031384438276290894e+01,1.804441334169206157e-01,1.804863238266040393e-01,1.759946289062500000e+02
9.073986113071441650e+01,1.799302105817250641e-01,1.799727647018367904e-01,1.758517608642578125e+02
9.116587787866592407e+01,1.794186353320213201e-01,1.794620325990350374e-01,1.757093811035156250e+02
9.159188717603683472e+01,1.789103334761723285e-01,1.789541275181987523e-01,1.755675659179687500e+02
9.201790392398834229e+01,1.784062308225410620e-01,1.784488510718215681e-01,1.754261779785156250e+02
9.244391322135925293e+01,1.779111878650330159e-01,1.779463189859488703e-01,1.752852630615234375e+02
9.286992996931076050e+01,1.774352231727188145e-01,1.774465973897494386e-01,1.751448364257812500e+02
9.329594671726226807e+01,1.770189400552310832e-01,1.769498020092686585e-01,1.750049591064453125e+02
9.372195601463317871e+01,1.766747377317166023e-01,1.764558336507533465e-01,1.748656768798828125e+02
9.414797276258468628e+01,1.765936633707888836e-01,1.759643286037751719e-01,1.747267608642578125e+02
9.457398951053619385e+01,1.767130430527340534e-01,1.754757167079312730e-01,1.745882873535156250e+02
9.499999880790710449e+01,1.780451324964025805e-01,1.749895515913323096e-01,1.744505157470703125e+02
