x_mm,contour_wall,contour_g
-2.191608399152755737e+01,9.737192763881835633e-01,0.000000000000000000e+00
-2.148718014359474182e+01,9.724569366852886532e-01,0.000000000000000000e+00
-2.106072381138801575e+01,9.714582539783307435e-01,0.000000000000000000e+00
-2.063669823110103607e+01,9.700523478500084895e-01,0.000000000000000000e+00
-2.021262235939502716e+01,9.688907890003385370e-01,0.000000000000000000e+00
-1.978846266865730286e+01,9.673056728246148817e-01,0.000000000000000000e+00
-1.936418749392032623e+01,9.659551829397324818e-01,0.000000000000000000e+00
-1.893976703286170959e+01,9.641700921576096261e-01,0.000000000000000000e+00
-1.851516403257846832e+01,9.626060711867275854e-01,0.000000000000000000e+00
-1.809035055339336395e+01,9.605873460512950324e-01,0.000000000000000000e+00
-1.766529120504856110e+01,9.587755390849839188e-01,0.000000000000000000e+00
-1.723995432257652283e+01,9.564945456661587686e-01,0.000000000000000000e+00
-1.681431010365486145e+01,9.543808590443541018e-01,0.000000000000000000e+00
-1.638832874596118927e+01,9.519984234806162515e-01,0.000000000000000000e+00
-1.596197858452796936e+01,9.492111451455900184e-01,0.000000000000000000e+00
-1.553523074835538864e+01,9.466250978711697739e-01,0.000000000000000000e+00
-1.510805543512105942e+01,9.432470876714068586e-01,0.000000000000000000e+00
-1.468042563647031784e+01,9.405582095395293996e-01,0.000000000000000000e+00
-1.425231434404850006e+01,9.365825239123074519e-01,0.000000000000000000e+00
-1.382369361817836761e+01,9.331792523700693787e-01,0.000000000000000000e+00
-1.339454017579555511e+01,9.291583343914000537e-01,0.000000000000000000e+00
-1.296482980251312256e+01,9.246719993228372791e-01,0.000000000000000000e+00
-1.253453828394412994e+01,9.204240599077365692e-01,0.000000000000000000e+00
-1.210364326834678650e+01,9.149709163915693555e-01,0.000000000000000000e+00
-1.167212612926959991e+01,9.098837316954461185e-01,0.000000000000000000e+00
-1.123996637761592865e+01,9.040959084560690195e-01,0.000000000000000000e+00
-1.080714911222457886e+01,8.976977129888268347e-01,0.000000000000000000e+00
-1.037365943193435669e+01,8.913407821229050176e-01,0.000000000000000000e+00
-9.939480572938919067e+00,8.836838179278821981e-01,0.000000000000000000e+00
