x_mm,contour_wall,center,center_T,side_wall_mid
-3.413986206054687500e+01,9.900636672973632812e-01,9.870052337646484375e-01,2.855844116210937500e+02,9.870089888572692871e-01
-3.371095657348632812e+01,9.896479249000549316e-01,9.867447614669799805e-01,2.855627746582031250e+02,9.867459535598754883e-01
-3.328205108642578125e+01,9.892321228981018066e-01,9.864645600318908691e-01,2.855397644042968750e+02,9.864682555198669434e-01
-3.285314559936523438e+01,9.888205528259277344e-01,9.861705899238586426e-01,2.855155639648437500e+02,9.861747026443481445e-01
-3.242424011230468750e+01,9.884124994277954102e-01,9.858623743057250977e-01,2.854900817871093750e+02,9.858654737472534180e-01
-3.199533653259277344e+01,9.879995584487915039e-01,9.855345487594604492e-01,2.854630737304687500e+02,9.855392575263977051e-01
-3.156643295288085938e+01,9.875841140747070312e-01,9.851909875869750977e-01,2.854346618652343750e+02,9.851960539817810059e-01
-3.113752937316894531e+01,9.871613383293151855e-01,9.848272204399108887e-01,2.854047546386718750e+02,9.848344922065734863e-01
-3.070862388610839844e+01,9.867338538169860840e-01,9.844473600387573242e-01,2.853733520507812500e+02,9.844542145729064941e-01
-3.027972030639648438e+01,9.862949252128601074e-01,9.840461015701293945e-01,2.853402709960937500e+02,9.840542078018188477e-01
-2.985081672668457031e+01,9.858465790748596191e-01,9.836252927780151367e-01,2.853054809570312500e+02,9.836338758468627930e-01
-2.942191123962402344e+01,9.853838086128234863e-01,9.831812381744384766e-01,2.852688598632812500e+02,9.831911325454711914e-01
-2.899300765991210938e+01,9.849088788032531738e-01,9.827163219451904297e-01,2.852303771972656250e+02,9.827261567115783691e-01
-2.856410217285156250e+01,9.844164252281188965e-01,9.822258949279785156e-01,2.851898498535156250e+02,9.822372794151306152e-01
-2.813519668579101562e+01,9.839062094688415527e-01,9.817112088203430176e-01,2.851473083496093750e+02,9.817234277725219727e-01
-2.770629310607910156e+01,9.833771586418151855e-01,9.811704754829406738e-01,2.851025390625000000e+02,9.811834692955017090e-01
-2.727738952636718750e+01,9.828267693519592285e-01,9.806018471717834473e-01,2.850555114746093750e+02,9.806153178215026855e-01
-2.684848594665527344e+01,9.822539091110229492e-01,9.800043106079101562e-01,2.850059509277343750e+02,9.800184369087219238e-01
-2.641958045959472656e+01,9.816538095474243164e-01,9.793742299079895020e-01,2.849538574218750000e+02,9.793899655342102051e-01
-2.599067687988281250e+01,9.810296297073364258e-01,9.787131547927856445e-01,2.848989562988281250e+02,9.787287116050720215e-01
-2.556177139282226562e+01,9.803745150566101074e-01,9.780152440071105957e-01,2.848410949707031250e+02,9.780325293540954590e-01
-2.513286590576171875e+01,9.796875715255737305e-01,9.772808551788330078e-01,2.847801513671875000e+02,9.772987365722656250e-01
-2.470396232604980469e+01,9.789666533470153809e-01,9.765074849128723145e-01,2.847159423828125000e+02,9.765261411666870117e-01
-2.427505874633789062e+01,9.782083630561828613e-01,9.756917357444763184e-01,2.846481933593750000e+02,9.757112860679626465e-01
-2.384615325927734375e+01,9.774090647697448730e-01,9.748308658599853516e-01,2.845766601562500000e+02,9.748517870903015137e-01
-2.341724967956542969e+01,9.765676856040954590e-01,9.739236235618591309e-01,2.845011596679687500e+02,9.739444255828857422e-01
-2.298834609985351562e+01,9.756755232810974121e-01,9.729630351066589355e-01,2.844212646484375000e+02,9.729861617088317871e-01
-2.255944061279296875e+01,9.747330546379089355e-01,9.719493985176086426e-01,2.843367919921875000e+02,9.719731211662292480e-01
